Numero_iteracion,Funcion,Funcion_set,Original,Simplificado,RMSE,R2,tiempo
6,((x1/(x1+3.7))*x1+(2*x2/(x2+3.7))*x2)/(x1+x2)/(x1+x2+3.7),"add,sub,mul,div,exp,constant,variable",(0.057 + ((-0.035) * ((exp(((-0.435) * X1)) * ((1.172 * X2) - exp((0.161 * X2)))) / ((((-0.598) * X1) / (1.196 * X2)) - (0.318 * X2))))),(0.035*X2*(1.172*X2 - exp(0.161*X2)) + (0.0285*X1 + 0.018126*X2**2)*exp(0.435*X1))*exp(-0.435*X1)/(0.5*X1 + 0.318*X2**2),0.0009219979806812245,,8.587949275970459
7,((x1/(x1+3.7))*x1+(2*x2/(x2+3.7))*x2)/(x1+x2)/(x1+x2+3.7),"add,sub,mul,div,exp,constant,variable",(0.056 + (0.118 * ((((0.772 * X2) + (-0.734)) / exp((0.220 * X1))) / ((exp((0.336 * X2)) + (-0.517)) - ((-1.772) * X1))))),0.118*(0.772*X2 - 0.734)*exp(-0.22*X1)/(1.772*X1 + exp(0.336*X2) - 0.517) + 0.056,0.0011347324128855357,,7.610857725143433
14,((x1/(x1+3.7))*x1+(2*x2/(x2+3.7))*x2)/(x1+x2)/(x1+x2+3.7),"add,sub,mul,div,exp,constant,variable",(0.057 + ((-0.068) * ((((-1.477) * X2) + exp((0.376 * X2))) / ((1.266 * X1) + exp(((((-1.069) * X1) / (3.150 * X2)) * ((-1.078) * X1))))))),(0.072162*X1 + 0.100436*X2 - 0.068*exp(0.376*X2) + 0.057*exp(0.365835555555556*X1**2/X2))/(1.266*X1 + exp(0.365835555555556*X1**2/X2)),0.001149321943009093,,7.80602240562439
4,((x1/(x1+3.7))*x1+(2*x2/(x2+3.7))*x2)/(x1+x2)/(x1+x2+3.7),"add,sub,mul,div,exp,constant,variable",(0.060 + (0.089 * (((-1.222) + (((-0.276) * X1) + (1.409 * X2))) / ((1.354 * X1) + ((((-3.610) * X1) * ((-0.417) * X1)) + (1.443 * X2)))))),(0.0903222*X1**2 + 0.056676*X1 + 0.211981*X2 - 0.108758)/(1.50537*X1**2 + 1.354*X1 + 1.443*X2),0.0011521013447186009,,6.5557637214660645
19,((x1/(x1+3.7))*x1+(2*x2/(x2+3.7))*x2)/(x1+x2)/(x1+x2+3.7),"add,sub,mul,div,exp,constant,variable",(0.056 + (0.174 * (((1.401 * X2) - exp((0.303 * X2))) / (((0.567 * X2) - ((-3.109) * X1)) - (((-0.297) * X2) - exp((0.825 * X1))))))),(0.174104*X1 + 0.292158*X2 + 0.056*exp(0.825*X1) - 0.174*exp(0.303*X2))/(3.109*X1 + 0.864*X2 + exp(0.825*X1)),0.0011717820300558626,,7.690588712692261
1,((x1/(x1+3.7))*x1+(2*x2/(x2+3.7))*x2)/(x1+x2)/(x1+x2+3.7),"add,sub,mul,div,exp,constant,variable",(0.057 + ((-0.055) * ((exp((0.382 * X2)) + ((-1.472) * X2)) * (exp((((-0.504) * X1) / exp((0.357 * X2)))) * exp(((-0.412) * X1)))))),(0.08096*X2 - 0.055*exp(0.382*X2) + 0.057*exp(X1*(0.412 + 0.504*exp(-0.357*X2))))*exp(-X1*(0.412 + 0.504*exp(-0.357*X2))),0.0011868903298868838,,9.917720556259155
11,((x1/(x1+3.7))*x1+(2*x2/(x2+3.7))*x2)/(x1+x2)/(x1+x2+3.7),"add,sub,mul,div,exp,constant,variable",(0.057 + (0.083 * (((0.358 * X2) - exp(((-0.949) - exp(((-2.316) * X2))))) / ((0.356 * X2) + (((-0.660) * X1) * ((-0.660) * X1)))))),0.057 + 0.083*(0.358*X2 - 0.38712795791294*exp(-exp(-2.316*X2)))/(0.4356*X1**2 + 0.356*X2),0.0011956460218997373,,7.144071340560913
26,((x1/(x1+3.7))*x1+(2*x2/(x2+3.7))*x2)/(x1+x2)/(x1+x2+3.7),"add,sub,mul,div,exp,constant,variable",(0.042 + (0.026 * ((((-0.160) * X1) / ((-1.470) * X2)) + (((2.327 * X2) - exp((0.439 * X2))) / ((0.832 * X1) - (-0.783)))))),(0.00282993197278912*X1*(0.832*X1 + 0.783) + 0.042*X2*(0.832*X1 + 0.783) + X2*(0.060502*X2 - 0.026*exp(0.439*X2)))/(X2*(0.832*X1 + 0.783)),0.0012323752935645257,,6.863677501678467
13,((x1/(x1+3.7))*x1+(2*x2/(x2+3.7))*x2)/(x1+x2)/(x1+x2+3.7),"add,sub,mul,div,exp,constant,variable",(0.056 + (0.102 * ((0.361 + ((-0.386) * X2)) / (((-0.418) * X2) + ((0.784 * ((-0.612) * X1)) + (((-1.004) * X1) * (0.434 * X1))))))),(0.024401216*X1**2 + 0.026869248*X1 + 0.06278*X2 - 0.036822)/(0.435736*X1**2 + 0.479808*X1 + 0.418*X2),0.0012398577116965754,,5.75231671333313
29,((x1/(x1+3.7))*x1+(2*x2/(x2+3.7))*x2)/(x1+x2)/(x1+x2+3.7),"add,sub,mul,div,exp,constant,variable",(0.201 + ((-1.395) * (((((-0.304) * X1) + ((-0.014) * X2)) + (-0.088)) / (((1.002 * X1) + (0.362 * X2)) / ((-0.330) + ((-0.014) * X2)))))),(-0.00593712*X1*X2 + 0.0614556*X1 - 0.00027342*X2**2 + 0.06459846*X2 - 0.0405108)/(1.002*X1 + 0.362*X2),0.0012409955919617413,,6.076992034912109
