Numero_iteracion,Funcion,Funcion_set,Original,Simplificado,RMSE,R2,tiempo
23,3 * x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(16.803 + ((-3.433) * ((((0.516 * X1) + (-0.177)) - ((-1.002) - ((-0.333) * X1))) / ((0.046 * X1) + 0.168)))),(0.144699*X1 - 0.00932099999999947)/(0.046*X1 + 0.168),1.731784495098383e-05,-0.543262145962087,4.433624267578125
6,3 * x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(2.968 + ((-1.265) * (exp(exp(((-0.003) * X1))) / (exp(0.147) + (0.313 * X1))))),(0.928984*X1 - 1.265*exp(exp(-0.003*X1)) + 3.43799456227261)/(0.313*X1 + 1.15835396302986),1.999724556592422e-05,-0.543262145962087,4.723479509353638
5,3 * x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",((-3.561) + ((-77.999) * ((1.419 - (1.487 + (0.034 * X1))) / ((1.550 - (0.151 * 0.312)) - ((-0.406) * X1))))),(1.2062*X1 - 0.0478521679999959)/(0.406*X1 + 1.502888),1.999750770282431e-05,-0.543262145962087,3.928905963897705
8,3 * x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(0.234 + ((-0.001) * ((exp(((-0.012) * X1)) - (3.178 * X1)) / ((((-0.345) * X1) / ((-2.644) * X1)) * (0.044 - ((-0.012) * X1)))))),(0.00354439939485628*X1*exp(0.012*X1) + 0.00134346444780635*exp(0.012*X1) - 0.001)*exp(-0.012*X1)/(0.00156580937972769*X1 + 0.00574130105900151),1.999750770282431e-05,-0.543262145962087,4.394180536270142
16,3 * x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(2.972 + (3.839 * (exp((((-0.006) * X1) * 0.409)) / (((-1.292) - (1.492 * X1)) - ((0.851 * X1) / (-0.744)))))),2.972 - 3.839*exp(-0.002454*X1)/(0.348182795698925*X1 + 1.292),1.999750770282431e-05,-0.543262145962087,4.185773611068726
22,3 * x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(14.458 + ((-6.164) * (((0.800 * X1) + exp(1.318)) / (((0.800 * X1) + (0.345 - (0.370 * X1))) + exp(0.221))))),(1.28574*X1 - 0.00653442975001894)/(0.43*X1 + 1.59232343056406),1.999750770282431e-05,-0.543262145962087,4.358350515365601
28,3 * x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(1.050 + (1.949 * (((((-0.286) * X1) + (-1.224)) / (((-0.286) * X1) + (-0.980))) + (1.869 / (((-0.286) * X1) + (-1.046)))))),(0.245306204*X1**2 + 0.831930814*X1 + 0.00181911600000007)/(0.081796*X1**2 + 0.579436*X1 + 1.02508),2.2358156380595676e-05,-0.543262145962087,3.947427749633789
15,3 * x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",((-5.586) + ((-5.272) * ((((0.858 * X1) + 1.057) - ((0.698 * X1) + 0.671)) / (((0.512 * X1) - 0.365) + ((-0.611) * X1))))),(0.290506*X1 - 0.0038980000000004)/(0.099*X1 + 0.365),2.236008868301052e-05,-0.543262145962087,4.0490803718566895
2,3 * x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(3.019 + ((-9.547) * (exp((((-0.001) * X1) * (-1.542))) / ((((-0.733) * X1) - 2.713) * (-1.166))))),(2.580272882*X1 - 9.547*exp(0.001542*X1) + 9.550177802)/(0.854678*X1 + 3.163358),2.2360489662897993e-05,-0.543262145962087,4.296619653701782
13,3 * x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",((-10.789) + (13.831 * (((((-0.417) * X1) - ((-0.001) * X1)) - 1.203) / ((((-0.417) * X1) - 0.280) - 1.262)))),(1.254683*X1 + 0.00205499999999859)/(0.417*X1 + 1.542),2.2360489662897993e-05,-0.543262145962087,3.749257802963257
24,3 * x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(16.672 + ((-11.976) * ((1.778 + (1.056 + (0.628 * X1))) / (0.980 + (1.056 + (0.550 * X1)))))),(1.648672*X1 + 0.00420799999999844)/(0.55*X1 + 2.036),2.2360489662897993e-05,-0.543262145962087,3.6832079887390137
3,3 * x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(11.733 + (10.782 * ((((-0.166) * X1) / ((-3.229) - (0.873 * X1))) - (((-3.514) - (0.873 * X1)) / ((-3.229) - (0.873 * X1)))))),(2.620035*X1 - 0.00209099999999296)/(0.873*X1 + 3.229),2.4496219086874318e-05,-0.543262145962087,4.308316946029663
7,3 * x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(0.000 + (0.620 * (((3.234 * X1) / (((-1.469) * X1) + (1.550 * X1))) / (((0.733 * X1) - (-2.712)) / (((-1.348) * X1) + (1.437 * X1)))))),2.20311259259259*X1/(0.733*X1 + 2.712),2.4496219086874318e-05,-0.543262145962087,4.31467604637146
10,3 * x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(0.001 + (0.628 * (((0.765 * X1) - exp(((((-0.953) * X1) - exp(1.889)) - ((-0.350) * X1)))) / ((0.160 * X1) - (-0.593))))),(0.48058*X1*exp(0.603*X1) + 0.000593*exp(0.603*X1) - 0.00084348559526937)*exp(-0.603*X1)/(0.16*X1 + 0.593),2.4496219086874318e-05,-0.543262145962087,4.410843372344971
18,3 * x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(15.493 + ((-15.493) * (((1.773 / (-0.544)) - (0.710 * X1)) / ((1.773 / (-0.544)) - (0.880 * X1))))),2.63381*X1/(0.88*X1 + 3.25919117647059),2.4496219086874318e-05,-0.543262145962087,4.076434373855591
19,3 * x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(0.027 + (0.034 * (((((-2.515) * X1) / 0.084) + exp(((-0.018) * X1))) / (((1.357 * X1) / ((-1.059) * X1)) + ((-0.346) * X1))))),(1.02731819047619*X1*exp(0.018*X1) + 0.0345977337110482*exp(0.018*X1) - 0.034)*exp(-0.018*X1)/(0.346*X1 + 1.28139754485364),2.4496219086874318e-05,-0.543262145962087,4.609031438827515
21,3 * x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(0.000 + ((-72.151) * (((0.319 * X1) + ((1.142 * X1) * (-0.262))) / ((-1.773) + ((1.830 * X1) * (-0.262)))))),1.428301196*X1/(0.47946*X1 + 1.773),2.4496219086874318e-05,-0.543262145962087,4.253191232681274
27,3 * x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",((-20.467) + (23.466 * ((((0.142 * X1) + 0.110) + (0.660 * 0.528)) / ((0.142 * X1) + 0.526)))),(0.425858*X1 - 0.00695031999999962)/(0.142*X1 + 0.526),2.9999203373053544e-05,-0.543262145962087,4.464963912963867
14,3 * x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",((-42.172) + (297.586 * (((2.887 + (0.835 * X1)) / (4.554 + 2.887)) / (2.737 + (0.740 * X1))))),(2.18666033060072*X1 + 0.0342847837656279)/(0.74*X1 + 2.737),3.162315499369862e-05,-0.543262145962087,4.6129443645477295
4,3 * x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(2.564 + ((-1.773) * (exp(exp((((-0.339) * X1) - exp((0.083 * X1))))) * exp(((0.084 * X1) / (-0.531)))))),2.564 - 1.773*exp(-0.15819209039548*X1 + exp(-0.339*X1 - exp(0.083*X1))),7.810154186166725e-05,-0.543262145962087,4.384135007858276
0,3 * x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(2.281 + ((-0.613) * (exp(exp(((-0.325) * X1))) + (((0.078 * X1) * (-1.306)) + exp(((-0.325) * X1)))))),0.062445084*X1 - 0.613*exp(exp(-0.325*X1)) + 2.281 - 0.613*exp(-0.325*X1),7.937378180388975e-05,-0.543262145962087,4.326621055603027
29,3 * x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(2.463 + ((-0.162) * (exp(exp(exp(((-0.113) * X1)))) + ((-0.261) * X1)))),0.042282*X1 - 0.162*exp(exp(exp(-0.113*X1))) + 2.463,0.000102471764476577,-0.543262145962087,3.8002521991729736
25,3 * x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(2.173 + (0.584 * ((((0.126 * X1) * (((-0.022) * X1) + 1.113)) - exp(((-0.330) * X1))) - exp(exp(((-0.333) * X1)))))),-0.001618848*X1**2 + 0.081898992*X1 - 0.584*exp(exp(-0.333*X1)) + 2.173 - 0.584*exp(-0.33*X1),0.00010392348954853795,-0.543262145962087,4.588033199310303
17,3 * x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(2.084 + ((-0.442) * ((exp(((-0.334) * X1)) + exp(exp(((-0.377) * X1)))) + (exp(((-0.334) * X1)) + ((-0.146) * X1))))),0.064532*X1 - 0.442*exp(exp(-0.377*X1)) + 2.084 - 0.884*exp(-0.334*X1),0.0001086309933566763,-0.543262145962087,4.726728439331055
1,3 * x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(0.005 + ((-0.193) * (exp(exp(((-0.212) * X1))) * (((0.223 * X1) * (0.223 * X1)) + ((-1.510) * X1))))),X1*(0.29143 - 0.009597697*X1)*exp(exp(-0.212*X1)) + 0.005,0.00013964681720511317,-0.543262145962087,4.2457826137542725
12,3 * x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(2.864 + ((-1.141) * (exp(exp(((((-0.331) * X1) + ((1.241 * X1) + 0.276)) * ((-0.724) * 0.425)))) + ((-0.051) * X1)))),0.058191*X1 - 1.141*exp(0.918580991689951*exp(-0.280007*X1)) + 2.864,0.0001510004475358279,-0.543262145962087,4.5562684535980225
11,3 * x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(1.457 + ((-1.471) * (exp(((-0.491) * X1)) + (((exp((0.040 * X1)) * (0.434 * X1)) * (-0.103)) * exp(exp(((-1.761) * X1))))))),0.065756642*X1*exp(0.04*X1 + exp(-1.761*X1)) + 1.457 - 1.471*exp(-0.491*X1),0.00017407093300212108,-0.543262145962087,4.7657105922698975
9,3 * x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(1.736 + (0.864 * (((0.076 * X1) - exp(((-0.616) * X1))) - exp(((-0.215) * X1))))),0.065664*X1 + 1.736 - 0.864*exp(-0.616*X1) - 0.864*exp(-0.215*X1),0.00021354440420402398,-0.543262145962087,4.660886526107788
