Numero_iteracion,Funcion,Funcion_set,Original,Simplificado,RMSE,R2,tiempo
11,((x1/(x1+3.7))*x1/(x1+x2)+(2*x2/(x2+3.7))*x2/(x1+x2)),"add,sub,mul,div,exp,constant,variable",(0.741 + (0.274 * ((exp(((-0.210) * X1)) * ((0.654 * X2) - 2.698)) + exp((((-1.496) * X1) / (0.739 * X2)))))),0.179196*X2*exp(-0.21*X1) + 0.741 + 0.274*exp(-2.02435723951286*X1/X2) - 0.739252*exp(-0.21*X1),0.004896578714383364,,4.124820232391357
5,((x1/(x1+3.7))*x1/(x1+x2)+(2*x2/(x2+3.7))*x2/(x1+x2)),"add,sub,mul,div,exp,constant,variable",(0.391 + (0.589 * (((((-0.616) * X1) + ((-0.195) * X2)) / (((-0.370) * X1) - exp(((-0.031) * X2)))) - exp(((0.582 * X2) / ((-1.801) * X1)))))),0.391 - 0.589*exp(-0.323153803442532*X2/X1) + 0.589*(0.616*X1 + 0.195*X2)/(0.37*X1 + exp(-0.031*X2)),0.005676524038213118,,3.9682037830352783
10,((x1/(x1+3.7))*x1/(x1+x2)+(2*x2/(x2+3.7))*x2/(x1+x2)),"add,sub,mul,div,exp,constant,variable",(0.941 + ((-0.342) * (((((-0.179) * X2) / (1.624 * X1)) - (((-0.196) * X1) / ((-1.085) * X2))) + exp((((-0.343) * X2) - (-1.079)))))),0.0617806451612903*X1/X2 + 0.941 - 1.00607382943034*exp(-0.343*X2) + 0.0376958128078818*X2/X1,0.007918837621055207,,3.8603086471557617
7,((x1/(x1+3.7))*x1/(x1+x2)+(2*x2/(x2+3.7))*x2/(x1+x2)),"add,sub,mul,div,exp,constant,variable",((-0.339) + (0.352 * (((0.623 * X2) + exp(((-0.444) * X1))) + (exp(((-0.525) * X2)) * (((0.606 * X2) - 0.090) - ((-0.579) * X1)))))),0.203808*X1*exp(-0.525*X2) + 0.219296*X2 + 0.213312*X2*exp(-0.525*X2) - 0.339 - 0.03168*exp(-0.525*X2) + 0.352*exp(-0.444*X1),0.008458842173114156,,4.185439586639404
13,((x1/(x1+3.7))*x1/(x1+x2)+(2*x2/(x2+3.7))*x2/(x1+x2)),"add,sub,mul,div,exp,constant,variable",(0.940 + (0.219 * ((((0.921 * X2) - (0.530 * X1)) + (-3.344)) / (exp(((-0.638) * X1)) + (0.539 * X1))))),0.94 - 0.219*(0.53*X1 - 0.921*X2 + 3.344)/(0.539*X1 + exp(-0.638*X1)),0.00850021863932483,,4.150473594665527
19,((x1/(x1+3.7))*x1/(x1+x2)+(2*x2/(x2+3.7))*x2/(x1+x2)),"add,sub,mul,div,exp,constant,variable",(0.111 + (0.569 * (((((0.708 * X1) * (0.124 * X1)) - ((-0.422) * X2)) / exp((1.244 * (0.098 * X1)))) / exp((0.124 * X1))))),(0.049953648*X1**2 + 0.240118*X2 + 0.111*exp(0.245912*X1))*exp(-0.245912*X1),0.00852329427542484,,5.362349987030029
16,((x1/(x1+3.7))*x1/(x1+x2)+(2*x2/(x2+3.7))*x2/(x1+x2)),"add,sub,mul,div,exp,constant,variable",(0.939 + ((-0.808) * ((((-0.291) * X2) + exp(((0.102 * X1) * exp(exp(((-0.357) * X1)))))) / exp((0.234 * X1))))),(0.235128*X2 + 0.939*exp(0.234*X1) - 0.808*exp(0.102*X1*exp(exp(-0.357*X1))))*exp(-0.234*X1),0.008572039977601158,,5.023182153701782
22,((x1/(x1+3.7))*x1/(x1+x2)+(2*x2/(x2+3.7))*x2/(x1+x2)),"add,sub,mul,div,exp,constant,variable",(0.106 + (0.887 * (exp(((-0.253) * X1)) * ((((-0.138) * X2) + (0.412 * X2)) - (((-0.254) * X1) * (0.234 * X1)))))),(0.052719732*X1**2 + 0.243038*X2 + 0.106*exp(0.253*X1))*exp(-0.253*X1),0.008597990305308091,,4.0275352001190186
17,((x1/(x1+3.7))*x1/(x1+x2)+(2*x2/(x2+3.7))*x2/(x1+x2)),"add,sub,mul,div,exp,constant,variable",(16.166 + (16.088 * ((exp((0.345 * X1)) + 0.808) / (((-0.028) * X2) - (exp((0.351 * X1)) + 0.808))))),(0.452648*X2 - 16.088*exp(0.345*X1) + 16.166*exp(0.351*X1) + 0.0630240000000004)/(0.028*X2 + exp(0.351*X1) + 0.808),0.008852633756831797,,4.306084156036377
4,((x1/(x1+3.7))*x1/(x1+x2)+(2*x2/(x2+3.7))*x2/(x1+x2)),"add,sub,mul,div,exp,constant,variable",((-0.021) + (0.223 * ((exp(((-0.187) - (1.076 * X1))) - ((0.324 * X1) * (0.478 * X2))) - (((-0.986) * X2) - (0.501 * X1))))),-0.034536456*X1*X2 + 0.111723*X1 + 0.219878*X2 - 0.021 + 0.184965953213945*exp(-1.076*X1),0.008930212216261448,,4.09635066986084
