Numero_iteracion,Funcion,Funcion_set,Original,Simplificado,RMSE,R2,tiempo
0,2 * x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(17.126 + ((-15.430) * (((0.190 + 1.670) + ((-0.726) * ((-0.612) * X1))) / ((0.453 * X1) + 1.676)))),(0.902343840000001*X1 + 0.00337600000000648)/(0.453*X1 + 1.676),2.0102724319430567e-05,-2.3987782819186907,3.3758795261383057
2,2 * x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(2.019 + ((-0.000) * (exp(((0.002 * X1) + exp((((-1.702) * X1) / ((-0.693) * X1))))) / ((-2.417) * ((-1.818) - (0.491 * X1)))))),2.01900000000000,2.0102724319430567e-05,-2.3987782819186907,4.0377466678619385
3,2 * x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(2.002 + ((-0.010) * (((((-1.022) * X1) / ((-0.002) * X1)) + exp(((-0.601) * X1))) / ((0.756 * X1) + exp(1.033))))),-0.01*(511.0 + exp(-0.601*X1))/(0.756*X1 + 2.80948164961369) + 2.002,2.0102724319430567e-05,-2.3987782819186907,4.119131088256836
4,2 * x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(7.386 + ((-5.386) * (((1.430 * 1.226) - (((-0.344) * X1) - (-0.005))) / (1.608 - (((-0.344) * X1) - (-0.334)))))),(0.688*X1 - 0.00593347999999949)/(0.344*X1 + 1.274),2.0102724319430567e-05,-2.3987782819186907,3.806814193725586
5,2 * x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",((-0.714) + ((-0.793) * ((((exp((0.006 * X1)) + (1.022 * X1)) * ((-3.978) * X1)) / (2.933 * X1)) / (1.506 - ((-0.407) * X1))))),(0.808602200477327*X1 + 1.07553835663144*exp(0.006*X1) - 1.075284)/(0.407*X1 + 1.506),2.0102724319430567e-05,-2.3987782819186907,3.6845734119415283
11,2 * x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(2.000 + ((-0.883) * ((0.444 + (0.119 * X1)) / ((0.434 + (0.119 * X1)) * (0.451 + (0.119 * X1)))))),(0.028322*X1**2 + 0.105553*X1 - 0.000584000000000029)/(0.014161*X1**2 + 0.105315*X1 + 0.195734),2.0102724319430567e-05,-2.3987782819186907,4.133500814437866
13,2 * x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(2.000 + ((-0.802) * (((-1.851) / ((-1.912) + ((-0.507) * X1))) + (((-3.379) + 0.553) / ((-1.851) + ((-0.507) * X1)))))),(0.514098*X1**2 + 1.913948322*X1 - 0.00304542600000079)/(0.257049*X1**2 + 1.907841*X1 + 3.539112),2.0102724319430567e-05,-2.3987782819186907,3.6078078746795654
14,2 * x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(0.000 + (92.282 * ((((-0.411) * X1) + (0.402 * X1)) / (((-0.407) * X1) + ((-1.294) - 0.211))))),0.830537999999996*X1/(0.407*X1 + 1.505),2.0102724319430567e-05,-2.3987782819186907,3.4031755924224854
15,2 * x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(2.000 + ((-5.235) * (exp(exp((exp(((-0.346) * X1)) - exp(2.107)))) / (exp(0.963) + (0.707 * X1))))),(1.414*X1 - 5.235*exp(0.000268265434391288*exp(exp(-0.346*X1))) + 5.23908665447794)/(0.707*X1 + 2.61954332723897),2.0102724319430567e-05,-2.3987782819186907,4.704102516174316
16,2 * x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",((-11.024) + ((-9.988) * ((0.134 - ((-1.292) - (0.455 * X1))) / (((-1.292) - (1.492 * X1)) - ((0.851 * X1) / (-0.744)))))),(0.706172860215053*X1 - 0.00011999999999901)/(0.348182795698925*X1 + 1.292),2.0102724319430567e-05,-2.3987782819186907,3.8890557289123535
18,2 * x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",((-15.613) + (17.885 * (((-1.981) - ((1.240 * X1) - (0.636 * X1))) / ((-2.269) - (0.613 * X1))))),(1.231771*X1 + 0.00428800000000251)/(0.613*X1 + 2.269),2.0102724319430567e-05,-2.3987782819186907,3.498645305633545
19,2 * x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(0.000 + ((-99.457) * (((((-1.140) * X1) - ((-1.112) * X1)) / (-0.828)) / ((0.307 - 6.283) - ((1.702 * X1) - (-0.320)))))),3.36328019323669*X1/(1.702*X1 + 6.296),2.0102724319430567e-05,-2.3987782819186907,3.3792383670806885
24,2 * x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(1.799 + ((-0.191) * ((exp((0.615 - (-2.065))) - (0.438 * X1)) / (exp(((-0.015) * X1)) - ((-0.547) - (0.434 * X1)))))),0.191*(0.438*X1 - 14.5850932958808)/(0.434*X1 + 0.547 + exp(-0.015*X1)) + 1.799,2.0102724319430567e-05,-2.3987782819186907,3.7331185340881348
