v1,v2,resultado
1.68827,5.72082,5.04101
4.79090,5.29599,-3.29603
0.32367,3.61839,-1.69547
3.58455,3.01783,2.55200
2.45351,3.01775,-3.78114
0.37007,1.79902,-0.49097
4.82304,4.40390,1.81055
4.49128,4.48512,1.31897
4.27251,5.19732,-2.53060
4.64814,2.00550,2.52162
5.19032,2.70217,4.82155
3.32478,1.12055,-0.47566
1.71823,1.62127,-0.29945
3.95534,3.17637,4.35855
2.75089,4.89259,0.40953
2.56536,2.06061,-1.53805
0.61865,3.46911,-3.29466
1.11945,2.83977,-5.15510
0.65708,3.05555,-3.65130
0.97836,0.56479,4.20449
0.13874,2.48202,-0.65573
4.19795,5.86939,-4.78256
2.80461,1.76650,-0.38577
4.27496,4.05804,3.30802
2.02867,0.22095,5.25112
1.25363,1.26508,1.71578
2.46746,5.42195,2.44010
4.43570,1.05941,-2.82465
1.46815,0.88976,3.75770
2.99720,1.29412,0.23583
