v1,v2,resultado
4.83871,4.12043,2.23928
3.78274,5.88768,1.44652
5.88629,4.64425,5.97067
1.04548,5.28359,-4.94079
3.67093,2.90077,0.64388
0.37461,5.73757,-5.57075
3.42009,4.24268,0.25609
5.19644,1.00745,-9.94712
0.61963,5.98885,-6.17379
1.69073,0.95411,7.18349
2.60425,4.44150,-1.43998
5.93769,1.13558,-10.82466
3.12916,3.15842,1.30786
1.41610,1.76735,4.31554
0.23389,2.15843,0.17433
3.15166,4.44979,-0.45498
2.82724,2.08093,3.69686
0.84201,1.79602,2.52590
3.69484,4.49571,0.74141
0.90264,3.59482,-1.21173
0.18290,3.34755,-1.79502
2.59971,2.74830,2.56785
2.70118,3.06741,1.77647
0.83780,2.73583,0.51910
2.01353,0.57762,8.65150
3.00943,0.54582,5.75459
0.86900,0.75790,4.84657
0.83482,4.19184,-2.57149
4.51472,1.14563,-5.61921
5.45899,1.64021,-8.03381
4.36546,5.19316,3.84748
1.86274,2.07748,4.29359
3.45766,5.05491,-0.14853
4.05125,3.83657,0.86270
0.36243,4.82099,-4.02158
5.58786,3.53607,0.45956
4.11267,1.47148,-2.26934
5.72635,0.50390,-13.71300
5.67695,2.48872,-4.37422
1.18857,4.20817,-2.32349
1.72453,5.36299,-5.09062
0.70294,2.30171,1.07810
2.77531,0.47932,7.19018
5.35441,3.50818,0.23577
3.16234,5.49176,-1.81249
4.27448,4.00764,1.28837
3.54332,2.07453,1.19533
4.83785,3.06380,-1.27434
0.11540,5.79259,-5.63011
2.61101,0.60117,7.61877
1.57211,0.45418,8.27763
4.64556,1.53360,-5.38084
5.63582,3.21261,-1.01103
4.42004,0.39921,-6.63004
3.09513,3.76754,0.43861
5.52638,4.48359,4.71433
3.05513,1.23066,4.39114
5.13139,5.97035,9.89731
4.37064,0.38606,-6.20084
0.85448,4.02666,-2.20251
4.46161,5.70502,5.47251
1.48526,0.34789,8.30190
5.24054,5.66857,9.13582
2.80133,4.91553,-2.08629
2.65817,0.45830,7.76735
3.42820,2.65606,1.30728
5.58187,5.82956,10.96444
1.69743,4.97257,-4.01658
2.13870,0.75181,8.16054
0.83899,2.84046,0.29973
0.81066,4.10289,-2.40478
0.62634,1.83591,1.76772
2.20026,5.75950,-5.63405
0.81314,4.10243,-2.40158
3.51340,0.08696,2.16411
4.31419,4.27576,1.84704
4.93384,3.66141,0.73468
5.58816,4.27193,3.83572
5.83539,5.54120,10.18039
1.34625,0.64033,7.05179
1.23962,5.19942,-4.76431
2.20597,1.22601,6.81891
1.60201,2.91053,1.60009
3.28514,4.86531,-0.60257
5.21454,3.64420,0.75970
0.17254,1.40730,1.21916
4.59154,3.14340,-0.72714
1.91785,1.17298,6.90790
3.36952,0.77273,2.98217
1.30163,1.71102,4.15245
3.77777,2.93921,0.42032
3.55776,0.08365,1.72554
3.40771,4.34123,0.16584
1.26689,5.89949,-6.53414
0.15078,0.98539,1.82088
0.48457,2.63491,-0.07867
0.67204,1.31639,2.92490
1.34624,2.96834,1.01944
2.75193,2.59042,2.77523
3.23361,5.09826,-1.03320
3.70017,1.35526,0.41068
1.04560,1.86825,3.00533
1.56945,0.91889,6.99873
3.72893,2.56575,0.45155
4.49705,4.39633,2.46834
0.25197,0.66884,2.60897
3.36043,4.52039,-0.07319
5.83267,1.83712,-7.47232
2.98892,1.11216,4.91526
5.96352,0.43545,-14.18646
3.52264,0.54635,1.89106
5.03953,3.53205,0.27822
4.36390,6.04309,5.60484
0.56453,3.65899,-1.80250
0.80173,4.94654,-4.17177
1.72592,0.42617,8.73093
2.91800,2.53847,2.61861
3.30917,1.11760,3.09122
0.47727,4.33838,-3.12464
3.44392,3.57711,0.70264
3.69789,3.37593,0.63372
0.88896,3.14617,-0.25640
1.51812,4.75754,-3.53303
1.58681,2.27710,3.31539
5.67376,4.75352,6.18752
0.36316,3.41227,-1.64573
5.98698,2.38920,-4.77106
2.18526,3.16787,1.47820
0.05016,5.80921,-5.67032
1.42746,5.41934,-5.33408
1.43949,1.63114,4.73680
3.58053,0.23989,1.46052
3.91050,5.08529,1.70466
3.84605,4.54195,1.13836
5.72747,1.84367,-7.41369
2.31492,1.87132,5.00282
1.75923,3.07212,1.36514
0.61226,4.73736,-3.78901
0.92644,4.77727,-3.79096
3.20603,4.17577,-0.00845
0.58301,1.34179,2.56220
4.26575,4.66375,2.45455
0.65268,3.43710,-1.25598
4.50544,4.59030,2.96571
3.65880,2.34932,0.67605
0.49575,4.92433,-4.16318
4.78759,4.99077,4.96292
5.17830,3.06141,-1.60067
0.66694,5.40904,-5.08417
5.23444,5.99115,10.44272
4.74037,2.05865,-4.25743
0.45714,0.47479,3.66747
0.88780,0.55273,5.37173
6.00222,2.88982,-2.34770
1.58371,2.87901,1.65860
0.56811,5.15021,-4.57061
1.32692,3.70184,-0.90496
4.45199,3.40624,0.07119
5.07171,3.02458,-1.66194
3.95206,2.13409,-0.64556
5.04043,3.81000,1.32495
4.80942,3.52911,0.27564
0.35164,0.63618,2.99494
4.86766,3.47465,0.08499
0.19371,1.97574,0.37716
1.09374,5.46956,-5.39292
0.44365,0.22816,4.04592
3.51551,5.71669,-0.19865
0.09932,2.53783,-0.67210
3.58713,4.51917,0.47533
1.18344,2.06248,2.94053
2.13774,0.81791,7.97731
2.69251,3.24449,1.38377
4.73515,1.22805,-6.79290
4.84716,1.08955,-7.89107
0.11071,4.35217,-3.42789
2.90148,5.54411,-3.00081
1.10128,4.50085,-3.09060
1.04124,2.88657,0.62704
4.75642,1.08874,-7.35311
0.22628,4.78544,-4.02413
4.88610,3.15192,-1.02732
2.02870,2.73471,2.58800
0.45263,0.98598,2.75098
4.09479,3.08157,-0.08456
4.13004,3.22795,0.05736
3.87502,1.57868,-0.64000
4.32455,1.17222,-4.22445
4.22576,2.11496,-1.92879
0.50756,4.60433,-3.58328
4.96921,0.34880,-11.24116
0.98028,1.38495,3.89778
2.54820,5.01681,-2.93043
5.11415,3.35974,-0.38875
4.52549,4.55044,2.91742
5.61059,5.09906,7.67617
3.65520,4.03118,0.65455
5.79932,1.31187,-9.96212
1.43656,2.40251,2.68012
4.33481,4.26604,1.86476
5.19538,5.13949,6.81728
2.94111,0.46212,6.31820
5.00841,5.35310,7.01539
2.72540,3.22142,1.42854
0.36877,0.31597,3.59705
2.15376,4.66766,-2.69623
0.95284,4.19309,-2.47886
4.17319,3.51237,0.43305
4.09144,2.53895,-0.77003
4.43832,3.23722,-0.30629
4.51694,4.20950,2.04181
2.24528,3.19755,1.42872
3.88706,2.61697,-0.02805
0.87824,4.76737,-3.78037
2.46633,2.42955,3.44316
1.37311,4.86559,-3.88732
4.52512,5.34904,4.93516
5.87433,0.90267,-11.93991
4.96572,2.92799,-1.90492
3.99520,0.18423,-2.76563
2.11949,5.00703,-3.68544
1.70955,3.67410,-0.37972
3.73789,2.23635,0.35052
3.46089,4.50496,0.17517
4.45687,2.82919,-1.28184
1.07005,4.24962,-2.51658
5.51093,0.12123,-14.97203
1.07180,6.03445,-6.71272
4.16783,3.24842,0.03902
5.82214,2.36930,-4.93884
4.15699,0.43905,-4.07650
1.92029,2.16430,4.10845
4.07907,2.05422,-1.32794
4.56324,3.23477,-0.45014
0.77875,3.16379,-0.49690
0.25959,2.14904,0.24533
3.13382,1.88480,3.07373
0.26649,0.46728,2.98104
1.08856,4.00077,-1.91327
3.71572,1.93844,0.39663
2.56834,4.83287,-2.44082
5.08571,0.61712,-10.95525
5.38233,3.45641,0.01941
4.41495,5.36985,4.45774
1.04629,3.60191,-1.02725
5.21445,5.48101,8.27000
3.57090,3.60681,0.67360
1.15002,4.89566,-4.02194
1.26629,4.62276,-3.30746
1.69689,2.81125,2.01394
6.00522,0.48932,-13.91432
0.88753,4.67167,-3.57047
3.39952,4.72079,-0.12707
1.52961,4.29536,-2.27208
4.72498,0.31476,-9.51949
5.50007,4.46290,4.58083
5.82873,2.75314,-3.10955
0.63069,0.56906,4.21057
5.55877,4.68448,5.67905
0.20008,3.84748,-2.55950
2.40346,3.04351,1.88639
3.55063,5.74364,-0.00411
1.70277,3.89376,-1.00056
6.03107,0.67161,-13.02154
1.28510,0.06760,8.28371
1.63816,3.40344,0.28946
1.66834,1.02577,6.93712
5.33968,0.54290,-12.47918
4.71303,0.42570,-9.08592
5.88505,1.79253,-7.68236
3.71244,0.57562,0.21517
2.62546,1.54495,5.36083
0.88895,2.57898,0.97558
