Numero_iteracion,Funcion,Funcion_set,Original,Simplificado,RMSE,R2,tiempo
18,epsilon*c*Ef**2,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + ((-9.344) * ((((1.443 * X2) * ((-4.075) * X3)) * (-0.098)) * ((0.385 * X1) * ((-0.482) * X3))))),0.999218847891264*X1*X2*X3**2,0.00014567882592559384,,31.400484323501587
0,epsilon*c*Ef**2,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + (2.368 * (((((-0.232) * X2) * (1.443 * X1)) * ((-0.611) * X3)) * (2.067 * X3)))),1.00119276116122*X1*X2*X3**2,0.0001457211384643133,,31.032943964004517
2,epsilon*c*Ef**2,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + ((-0.021) * ((((2.176 * X1) * (3.142 * X3)) * (((-1.205) * X3) / 1.024)) * (5.996 * X2)))),1.013055131865*X1*X2*X3**2,0.00014579591799845023,,32.925901889801025
15,epsilon*c*Ef**2,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.000) + ((-0.300) * (((-1.163) * X2) * ((0.399 * X3) * ((4.060 * X3) * (1.772 * X1)))))),1.001529200952*X1*X2*X3**2,0.00014584377091662068,,30.660402297973633
14,epsilon*c*Ef**2,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + ((-0.133) * ((((-3.171) * X3) * (((-1.310) * X3) * (2.167 * X1))) * ((-0.833) * X2)))),0.99729373629963*X1*X2*X3**2,0.00014588650266146542,,29.422006130218506
22,epsilon*c*Ef**2,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + (96.195 * (1.480 * ((((-0.409) * X1) * (0.340 * X3)) * (((-0.094) * X2) * (0.536 * X3)))))),0.997491222366144*X1*X2*X3**2,0.0001459159582361657,,30.596160411834717
17,epsilon*c*Ef**2,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.000) + ((-4.347) * ((0.558 * X3) * (((-0.944) * X2) * (((-1.001) * X3) * ((-0.436) * X1)))))),0.999347200435584*X1*X2*X3**2,0.00014592052485135512,,30.98700261116028
10,epsilon*c*Ef**2,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + (0.132 * (((-2.148) * X1) * (((0.579 * X3) * (7.076 * X2)) * ((0.579 * X3) * (-1.484)))))),0.998129889315466*X1*X2*X3**2,0.0001459250317202928,,31.389183282852173
11,epsilon*c*Ef**2,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + (3.411 * (((((-0.442) * X3) * ((-2.046) * X2)) * ((-0.783) * X3)) * ((-0.414) * X1)))),0.999934888033224*X1*X2*X3**2,0.00014594762261230395,,30.33786654472351
12,epsilon*c*Ef**2,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.000) + ((-61.946) * ((((0.017 * X2) * ((-0.929) * X1)) * ((0.640 * X3) / 1.340)) * (2.197 * X3)))),1.0265571591957*X1*X2*X3**2,0.0001459503058715463,,32.26687693595886
20,epsilon*c*Ef**2,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-7.401) + (7.989 * (0.926 + ((((-0.544) * X2) * (0.413 * X3)) * ((3.104 * X3) * ((-0.180) * X1)))))),1.00284910258176*X1*X2*X3**2 - 0.00318599999999947,0.00014600277924166916,,30.470700979232788
6,epsilon*c*Ef**2,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + (3.948 * ((((0.081 * X3) * ((-0.349) * X2)) * 7.260) * ((1.716 * X3) * ((-0.716) * X1))))),0.995530376991871*X1*X2*X3**2,0.00014600363902151815,,30.88723111152649
19,epsilon*c*Ef**2,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.000) + (0.033 * ((1.627 * X3) * ((2.512 * X3) * (((-2.203) * X1) * ((-3.402) * X2)))))),1.01081094155395*X1*X2*X3**2,0.00014601161747277612,,29.646416902542114
1,epsilon*c*Ef**2,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + ((-0.383) * ((((1.042 * X2) * (6.283 * X3)) * (((-1.149) * X1) * (0.187 * X3))) * 1.853))),0.998321920545228*X1*X2*X3**2,0.00014601774977523018,,31.17868971824646
9,epsilon*c*Ef**2,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + ((-3.744) * (((-2.966) * X3) * ((((-0.167) * X1) * (0.474 * X3)) * ((-1.139) * X2))))),1.00121079536525*X1*X2*X3**2,0.00014603134617960283,,29.578205108642578
4,epsilon*c*Ef**2,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + (1.756 * (((1.167 * X2) * (((-1.367) * X1) * (0.374 * X3))) * ((-0.955) * X3)))),1.00055013746028*X1*X2*X3**2,0.00014603326975732805,,30.017539739608765
8,epsilon*c*Ef**2,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + (1.231 * ((1.171 + (-0.514)) * ((((-1.293) * X1) * (1.147 * X3)) * (((-0.727) * X2) * (1.147 * X3)))))),1.00019157968941*X1*X2*X3**2,0.00014603598776915361,,31.236083030700684
25,epsilon*c*Ef**2,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + ((-47.989) * (((((-0.730) * X1) * (0.121 * X3)) * ((3.805 * X2) * (0.121 * X3))) * (0.346 * sqrt(2.219))))),1.00587661568635*X1*X2*X3**2,0.00014603860475178194,,34.981303691864014
13,epsilon*c*Ef**2,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + ((-92.133) * (sqrt(0.220) * (((0.402 * X2) * ((-0.205) * X3)) * ((0.773 * X1) * (0.364 * X3)))))),1.0020452757409*X1*X2*X3**2,0.0001460424576642627,,33.433515787124634
26,epsilon*c*Ef**2,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + (2.836 * ((((0.111 * X3) * (0.757 * X1)) * ((1.419 * X2) * (3.082 * X3))) * 0.960))),1.00048676444234*X1*X2*X3**2,0.00014607077731474324,,31.614065408706665
3,epsilon*c*Ef**2,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + (606.801 * (((0.079 * X1) * ((0.318 * X3) * ((-0.033) * X2))) * ((-1.965) * X3)))),0.98850072844809*X1*X2*X3**2,0.00014609920803653547,,29.771010160446167
24,epsilon*c*Ef**2,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + ((-0.043) * (((((-0.917) * X2) * (2.631 * X3)) * (1.414 * X1)) * (6.808 * X3)))),0.998682858982032*X1*X2*X3**2,0.00014611943471043112,,29.589519262313843
27,epsilon*c*Ef**2,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.000) + (0.825 * ((((1.137 * X2) * ((-2.574) * X3)) * (1.690 * X1)) * (sin((-0.879)) * (0.318 * X3))))),0.999274168401863*X1*X2*X3**2,0.00014613653080516322,,41.29885244369507
21,epsilon*c*Ef**2,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + (2.184 * (((((-1.042) * X1) * (0.693 * X3)) * (0.761 * X2)) * ((-0.833) * X3)))),0.999731199619152*X1*X2*X3**2,0.0001461501076096691,,29.965694665908813
5,epsilon*c*Ef**2,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + (0.236 * ((((1.772 * X2) * ((-1.183) * X3)) * ((1.443 * X1) * ((-1.183) * X3))) * 1.182))),0.998226321824074*X1*X2*X3**2,0.00014617257815280528,,30.48893690109253
23,epsilon*c*Ef**2,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + (5.418 * ((((2.507 * X1) * (1.428 * X3)) * ((1.415 * X2) * ((-0.169) * X3))) * ((-1.147) * 0.188)))),1.00019793537426*X1*X2*X3**2,0.00014619074368330443,,39.94418478012085
7,epsilon*c*Ef**2,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + (0.199 * (((4.570 * X2) * ((0.318 * X3) * (1.585 * X1))) * ((0.237 * X3) * ((((-0.927) * X3) / (0.529 * X3)) / (-0.190)))))),1.00194635615488*X1*X2*X3**2,0.00014623767350254965,,34.33468222618103
16,epsilon*c*Ef**2,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.000) + ((-0.168) * ((((2.303 * X3) * (0.898 * X2)) * (((-3.367) * X3) * (1.443 * X1))) * cos(cos((-0.362)))))),1.00214510143911*X1*X2*X3**2,0.00014630701228350853,,50.600006103515625
28,epsilon*c*Ef**2,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + ((-6.882) * (((((-0.428) * X3) * (0.135 * X1)) * ((2.065 * X2) * (1.234 * X3))) * cos(cos(1.414))))),1.00094631287975*X1*X2*X3**2,0.00014635674746107146,,41.16566610336304
29,epsilon*c*Ef**2,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(85.219 + ((-79.766) * sin((((0.479 * X3) - cos((1.264 - ((-0.395) * X2)))) - ((-0.244) * X1))))),85.219 - 79.766*sin(0.244*X1 + 0.479*X3 - cos(0.395*X2 + 1.264)),7.521660388722872,,42.71379613876343
