Numero_iteracion,Funcion,Funcion_set,Original,Simplificado,RMSE,R2,tiempo
22,q*Ef/(m*(omega_0**2-omega**2)),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.000) + (4.032 * ((((0.949 * X2) * (0.807 * X1)) / (((-0.974) * X5) + ((-0.974) * X4))) / ((((-0.974) * X4) - ((-0.974) * X5)) * (3.255 * X3))))),0.999980114901053*X1*X2/(X3*(X4 - X5)*(X4 + X5)),2.2383288299081577e-05,,63.70232892036438
14,q*Ef/(m*(omega_0**2-omega**2)),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.000) + (101.398 * (((0.079 * X2) * (((-1.389) * X1) / ((-1.111) * X3))) / (((3.160 * X4) - (3.160 * X5)) * ((3.160 * X5) + (3.160 * X4)))))),1.00292972176964*X1*X2/(X3*(X4 - X5)*(X4 + X5)),2.238328919280347e-05,,63.573745250701904
26,q*Ef/(m*(omega_0**2-omega**2)),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.000) + ((-0.161) * (((((-0.871) * X1) / (2.152 * X3)) / ((0.434 * X4) - (0.434 * X5))) * ((2.894 * X2) / ((0.434 * X4) + (0.434 * X5)))))),1.00119997894519*X1*X2/(X3*(X4 - X5)*(X4 + X5)),2.239656837730369e-05,,65.6268322467804
10,q*Ef/(m*(omega_0**2-omega**2)),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + ((-0.978) * (((((-1.399) * X2) / (2.895 * X3)) / ((0.884 * X5) - ((-0.892) * X4))) / (((0.884 * X5) + ((-0.885) * X4)) / ((-1.668) * X1))))),0.78832272746114*X1*X2/(X3*(0.885*X4 - 0.884*X5)*(0.892*X4 + 0.884*X5)),4.3382720669641794e-05,,67.16794276237488
6,q*Ef/(m*(omega_0**2-omega**2)),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.000) + (0.384 * (((((-0.125) * X2) * (2.910 * X1)) / (((-0.366) * X5) + ((-0.361) * X4))) / (((0.365 * X4) + ((-0.366) * X5)) * (1.056 * X3))))),0.132272727272727*X1*X2/(X3*(0.361*X4 + 0.366*X5)*(0.365*X4 - 0.366*X5)),5.49522268309122e-05,,63.48976516723633
3,q*Ef/(m*(omega_0**2-omega**2)),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + ((-0.335) * ((((-2.315) * X2) / (((-0.872) * X5) - (0.892 * X4))) * ((((-1.906) * X1) / ((0.876 * X4) + ((-0.874) * X5))) / (1.900 * X3))))),0.777974026315789*X1*X2/(X3*(0.876*X4 - 0.874*X5)*(0.892*X4 + 0.872*X5)),7.923088856028393e-05,,63.05389475822449
21,q*Ef/(m*(omega_0**2-omega**2)),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + ((-1.249) * (((((-1.872) * X2) / (1.662 * X3)) / (((-0.656) * X4) - ((-0.660) * X5))) / ((((-0.678) * X4) - (0.703 * X5)) / (0.318 * X1))))),0.447367451263538*X1*X2/(X3*(0.656*X4 - 0.66*X5)*(0.678*X4 + 0.703*X5)),0.0001174220094989588,,68.87305283546448
24,q*Ef/(m*(omega_0**2-omega**2)),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + ((-10.915) * (((0.707 * X1) / ((((-1.151) * X5) - (1.206 * X4)) / (0.707 * X2))) / ((3.918 * X3) * (((-1.157) * X5) + (1.165 * X4)))))),1.39250940148035*X1*X2/(X3*(1.165*X4 - 1.157*X5)*(1.206*X4 + 1.151*X5)),0.00014476047331784818,,62.95841026306152
28,q*Ef/(m*(omega_0**2-omega**2)),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + ((-3.818) * ((((-0.964) * X2) / (((-0.918) * X4) + ((-0.873) * X5))) / (((3.408 * X3) / (0.782 * X1)) * (((-0.928) * X4) + (0.921 * X5)))))),0.844539807511737*X1*X2/(X3*(0.918*X4 + 0.873*X5)*(0.928*X4 - 0.921*X5)),0.0001545646543996822,,65.89016604423523
16,q*Ef/(m*(omega_0**2-omega**2)),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + (0.001 * (((4.897 * X1) / ((0.147 * X4) + (0.154 * X5))) / (((0.146 * X4) + ((-0.147) * X5)) / ((1.961 * X2) / (0.595 * X3)))))),0.0161395243697479*X1*X2/(X3*(0.146*X4 - 0.147*X5)*(0.147*X4 + 0.154*X5)),0.00015706045091128774,,67.30258250236511
4,q*Ef/(m*(omega_0**2-omega**2)),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + ((-0.140) * (((((-2.884) * X2) / (2.492 * X3)) / ((0.629 * X4) + ((-0.623) * X5))) * (((-2.581) * X1) / (((-0.674) * X4) + ((-0.629) * X5)))))),0.41818*X1*X2/(X3*(0.629*X4 - 0.623*X5)*(0.674*X4 + 0.629*X5)),0.00020480209487641144,,66.06602716445923
11,q*Ef/(m*(omega_0**2-omega**2)),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + (1.133 * (((1.163 * X1) / ((((-0.950) * X4) + (0.933 * X5)) * (4.787 * X3))) / ((((-0.950) * X4) + ((-0.833) * X5)) / (3.202 * X2))))),0.881388794234385*X1*X2/(X3*(0.95*X4 - 0.933*X5)*(0.95*X4 + 0.833*X5)),0.00036615565532060513,,62.02837777137756
15,q*Ef/(m*(omega_0**2-omega**2)),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + ((-0.429) * ((((1.414 * X1) / (0.693 * X3)) / ((0.813 * X4) + (0.710 * X5))) / ((((-0.776) * X4) + (0.761 * X5)) / (0.704 * X2))))),0.616234666666667*X1*X2/(X3*(0.776*X4 - 0.761*X5)*(0.813*X4 + 0.71*X5)),0.0003859324701397631,,67.4920084476471
23,q*Ef/(m*(omega_0**2-omega**2)),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + ((-1.092) * ((((1.078 * X1) / (7.158 * X3)) / (((0.090 * X5) + (0.120 * X4)) / ((-1.104) * X2))) / (((-1.536) * X5) + (1.593 * X4))))),0.181559416596815*X1*X2/(X3*(0.12*X4 + 0.09*X5)*(1.593*X4 - 1.536*X5)),0.000744025415564286,,65.54581022262573
