Numero_iteracion,Funcion,Funcion_set,Original,Simplificado,RMSE,R2,tiempo
17,n*alpha/(1-(n*alpha/3))*epsilon*Ef,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.007 + (0.705 * ((((0.171 * X4) * (2.848 * X2)) * (2.346 * X1)) * ((1.165 * X3) + ((0.707 * X3) * ((1.053 * X2) * (0.871 * X1))))))),0.80547714144*X1*X2*X3*X4*(0.648434241*X1*X2 + 1.165) + 0.007,0.006788961173508612,,35.135385274887085
8,n*alpha/(1-(n*alpha/3))*epsilon*Ef,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.007 + ((-0.572) * ((((-0.209) * X1) * ((2.878 * X2) * (2.110 * X4))) * (((((-0.512) * X1) * ((-0.977) * X3)) * (1.443 * X2)) - ((-1.295) * X3))))),0.72596479384*X1*X2*X3*X4*(0.721823232*X1*X2 + 1.295) + 0.007,0.0067890538726148,,34.083045959472656
22,n*alpha/(1-(n*alpha/3))*epsilon*Ef,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.007 + ((-1.521) * ((((0.992 * X3) * ((-0.329) * X4)) * (((-1.007) * X2) * (1.745 * X1))) * ((((-1.006) * X2) * (0.597 * X1)) - 1.078)))),0.87229159132752*X1*X2*X3*X4*(0.600582*X1*X2 + 1.078) + 0.007,0.006789080610797878,,35.058329343795776
9,n*alpha/(1-(n*alpha/3))*epsilon*Ef,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.007 + (0.007 * (((6.951 * X3) + ((1.122 * X1) * ((0.815 * X3) * (4.234 * X2)))) * ((2.756 * X1) * ((1.398 * X4) * (4.743 * X2)))))),0.127919734488*X1*X2*X3*X4*(3.87169662*X1*X2 + 6.951) + 0.007,0.006789253231387077,,35.60823464393616
7,n*alpha/(1-(n*alpha/3))*epsilon*Ef,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.007 + ((-0.194) * (((2.354 * X1) * (((-1.729) * X2) * ((-0.588) * X4))) * (((3.145 * X1) * ((0.668 * X2) * ((-0.537) * X3))) + ((-2.026) * X3))))),0.464280568752*X1*X2*X3*X4*(1.12816182*X1*X2 + 2.026) + 0.007,0.0067893081781942866,,35.824984312057495
4,n*alpha/(1-(n*alpha/3))*epsilon*Ef,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.007 + ((-0.371) * ((((0.318 * X2) * (((-0.299) * X1) * (4.039 * X3))) + ((-0.691) * X3)) * (((1.087 * X2) * ((-1.211) * X1)) * ((-2.785) * X4))))),1.360106124895*X1*X2*X3*X4*(0.384036198*X1*X2 + 0.691) + 0.007,0.006789374680626219,,34.666285037994385
26,n*alpha/(1-(n*alpha/3))*epsilon*Ef,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.007 + (0.014 * (((2.293 * X4) * ((6.916 * X1) * (2.718 * X2))) * (((0.313 * X1) * (4.154 * X2)) - (((-2.044) * X3) - (-0.749)))))),0.603443380176*X1*X2*X4*(1.300202*X1*X2 + 2.044*X3 - 0.749) + 0.007,0.01672389609828362,,35.06434988975525
21,n*alpha/(1-(n*alpha/3))*epsilon*Ef,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.007 + ((-6.875) * (((3.303 * X4) * (((-0.295) * X1) * (0.317 * X2))) * (((0.585 * X3) + (-0.215)) - (((-1.176) * X1) * (0.317 * X2)))))),2.123550309375*X1*X2*X4*(0.372792*X1*X2 + 0.585*X3 - 0.215) + 0.007,0.01672434116750702,,34.13211798667908
14,n*alpha/(1-(n*alpha/3))*epsilon*Ef,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.007 + (0.368 * ((((0.659 * X2) * (1.156 * X1)) + ((1.198 * X3) + (-0.440))) * ((2.379 * X4) * ((0.466 * X2) * (2.537 * X1)))))),1.035019768224*X1*X2*X4*(0.761804*X1*X2 + 1.198*X3 - 0.44) + 0.007,0.016724522478361974,,33.631232261657715
25,n*alpha/(1-(n*alpha/3))*epsilon*Ef,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.007 + (1.460 * ((((1.547 * X3) + (-0.567)) + ((1.420 * X1) * (0.693 * X2))) * ((((-0.870) * X2) * (1.429 * X4)) * ((-0.442) * X1))))),0.8022811836*X1*X2*X4*(0.98406*X1*X2 + 1.547*X3 - 0.567) + 0.007,0.01672458789777815,,35.231844425201416
15,n*alpha/(1-(n*alpha/3))*epsilon*Ef,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.007 + ((-0.053) * (((((-2.930) * X2) * (1.443 * X1)) + (2.437 - (6.642 * X3))) * (((1.509 * X2) * (3.354 * X1)) * (0.693 * X4))))),0.185892300594*X1*X2*X4*(4.22799*X1*X2 + 6.642*X3 - 2.437) + 0.007,0.01672463388052258,,34.40243315696716
23,n*alpha/(1-(n*alpha/3))*epsilon*Ef,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.007 + (29.143 * ((((-0.307) - ((-0.837) * X3)) + ((0.945 * X2) * (0.564 * X1))) * ((2.605 * X4) * ((0.014 * X2) * (1.443 * X1)))))),1.53368563803*X1*X2*X4*(0.53298*X1*X2 + 0.837*X3 - 0.307) + 0.007,0.016724696300392645,,34.76474380493164
24,n*alpha/(1-(n*alpha/3))*epsilon*Ef,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.013 + (0.110 * (((0.944 * X2) - (((-0.945) * X1) - 1.449)) * (((4.514 * X1) * (0.196 * X4)) * ((0.944 * X2) * (4.690 * X3)))))),0.4308788215424*X1*X2*X3*X4*(0.945*X1 + 0.944*X2 + 1.449) + 0.013,0.018564703636155307,,33.60184049606323
29,n*alpha/(1-(n*alpha/3))*epsilon*Ef,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.007 + (0.189 * (((2.105 * X1) * ((3.344 * X2) * (2.718 * X4))) * (log(sqrt((1.477 * X3))) + ((0.095 * X1) * (2.295 * X2)))))),1.80800501112*X1*X2*X4*(0.43605*X1*X2 + log(X3) + 0.390013003549243) + 0.007,0.023143117042800206,,48.853806257247925
20,n*alpha/(1-(n*alpha/3))*epsilon*Ef,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.007 + (3.189 * ((((0.318 * X2) * (1.376 * X1)) * (1.294 * X4)) * (((0.318 * X2) * (1.376 * X1)) + log((1.477 * X3)))))),1.805653231488*X1*X2*X4*(0.437568*X1*X2 + log(X3) + 0.390013003549243) + 0.007,0.023144883378042307,,49.468395471572876
0,n*alpha/(1-(n*alpha/3))*epsilon*Ef,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.019) + ((-1.532) * ((((0.699 * X1) * (0.318 * X2)) + (0.366 * X3)) * (((0.285 * X1) * (4.494 * X2)) * (((-1.309) * X4) - (0.126 * X3)))))),1.96217028*X1*X2*(0.126*X3 + 1.309*X4)*(0.222282*X1*X2 + 0.366*X3) - 0.019,0.03099032048748965,,41.26128005981445
13,n*alpha/(1-(n*alpha/3))*epsilon*Ef,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.019) + (0.248 * ((((0.744 * X2) * ((-2.062) * X1)) * (((-0.138) * X3) - (1.430 * X4))) * ((1.724 * X3) - ((0.744 * X2) * ((-1.407) * X1)))))),0.380463744*X1*X2*(0.138*X3 + 1.43*X4)*(1.046808*X1*X2 + 1.724*X3) - 0.019,0.030990636285297732,,35.77162146568298
10,n*alpha/(1-(n*alpha/3))*epsilon*Ef,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.019) + (0.045 * ((((6.119 * X4) + (0.590 * X3)) * ((3.166 * X1) * (0.648 * X2))) * ((1.649 * X3) + ((3.144 * X1) * (0.318 * X2)))))),0.09232056*X1*X2*(0.59*X3 + 6.119*X4)*(0.999792*X1*X2 + 1.649*X3) - 0.019,0.030990807761096324,,34.78580451011658
16,n*alpha/(1-(n*alpha/3))*epsilon*Ef,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.019) + ((-8.267) * ((((0.184 * X1) * ((-0.510) * X2)) * ((3.542 * X4) + (0.341 * X3))) * ((0.341 * X3) - (((-0.482) * X1) * (0.430 * X2)))))),0.77577528*X1*X2*(0.341*X3 + 3.542*X4)*(0.20726*X1*X2 + 0.341*X3) - 0.019,0.03099083613761985,,39.93196201324463
2,n*alpha/(1-(n*alpha/3))*epsilon*Ef,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.019) + ((-1.963) * ((((0.168 * X1) * (4.596 * X2)) * (((-0.058) * X3) - (0.600 * X4))) * ((1.032 * X3) + ((0.434 * X1) * (1.442 * X2)))))),1.515687264*X1*X2*(0.058*X3 + 0.6*X4)*(0.625828*X1*X2 + 1.032*X3) - 0.019,0.030990893606242412,,34.7146155834198
19,n*alpha/(1-(n*alpha/3))*epsilon*Ef,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.019) + (0.674 * (((1.442 * X3) - (((-0.320) * X2) * (2.732 * X1))) * (((0.117 * X3) + (1.213 * X4)) * ((0.318 * X2) * (2.504 * X1)))))),0.536687328*X1*X2*(0.117*X3 + 1.213*X4)*(0.87424*X1*X2 + 1.442*X3) - 0.019,0.030991082859226252,,37.61823534965515
12,n*alpha/(1-(n*alpha/3))*epsilon*Ef,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.019) + (8.319 * ((((0.318 * X2) * ((-1.238) * X1)) * ((0.043 * X3) + (0.446 * X4))) * (((-0.642) * X3) + ((0.318 * X2) * ((-1.224) * X1)))))),3.275057196*X1*X2*(0.043*X3 + 0.446*X4)*(0.389232*X1*X2 + 0.642*X3) - 0.019,0.030991288811214986,,36.34039068222046
28,n*alpha/(1-(n*alpha/3))*epsilon*Ef,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.019) + ((-2.763) * (((1.126 * X1) * (((-0.638) * X2) * (((-0.017) * X3) + ((-0.175) * X4)))) * (((-2.705) * X3) + (((-0.523) * X2) * (3.142 * X1)))))),1.984906044*X1*X2*(0.017*X3 + 0.175*X4)*(1.643266*X1*X2 + 2.705*X3) - 0.019,0.030993064814246424,,33.60714077949524
3,n*alpha/(1-(n*alpha/3))*epsilon*Ef,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.019) + ((-0.304) * ((((((-0.852) * X4) + (((-0.736) * X2) * (0.704 * X1))) * (1.242 * X1)) * ((0.104 * X4) + (1.074 * X3))) * (2.718 * X2)))),1.026229824*X1*X2*(1.074*X3 + 0.104*X4)*(0.518144*X1*X2 + 0.852*X4) - 0.019,0.03131256989864457,,33.16365694999695
6,n*alpha/(1-(n*alpha/3))*epsilon*Ef,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.019) + (1.434 * ((((0.434 * X2) * (1.822 * X1)) * ((0.041 * X4) - ((-0.426) * X3))) * (((0.434 * X2) * (2.720 * X1)) - ((-1.941) * X4))))),1.133932632*X1*X2*(0.426*X3 + 0.041*X4)*(1.18048*X1*X2 + 1.941*X4) - 0.019,0.03131268761168166,,36.39656925201416
27,n*alpha/(1-(n*alpha/3))*epsilon*Ef,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.019) + (0.522 * (((0.992 * X4) + ((1.847 * X1) * (0.327 * X2))) * (((2.301 * X1) * (0.935 * X2)) * ((0.082 * X4) - ((-0.843) * X3)))))),1.12304907*X1*X2*(0.843*X3 + 0.082*X4)*(0.603969*X1*X2 + 0.992*X4) - 0.019,0.03131273888937522,,36.449195861816406
1,n*alpha/(1-(n*alpha/3))*epsilon*Ef,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.019) + (0.164 * ((((2.309 * X2) * (0.693 * X1)) * (((-0.132) * X4) - (1.359 * X3))) * (((-2.629) * X4) - ((2.310 * X2) * (0.693 * X1)))))),0.262422468*X1*X2*(1.359*X3 + 0.132*X4)*(1.60083*X1*X2 + 2.629*X4) - 0.019,0.031312958410693856,,37.02109432220459
5,n*alpha/(1-(n*alpha/3))*epsilon*Ef,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.017) + (0.037 * (((((-1.245) * X2) - (6.283 * X4)) * (log((((-0.505) * X1) + cos((0.209 * X2)))) * (2.718 * X2))) * (2.718 * X3)))),-0.273338388*X2*X3*(1.245*X2 + 6.283*X4)*log(-0.505*X1 + cos(0.209*X2)) - 0.017,0.033000052107550484,,48.132723331451416
18,n*alpha/(1-(n*alpha/3))*epsilon*Ef,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.021) + ((-7.904) * ((((1.475 * X2) * (0.318 * X1)) * (((-0.816) * X3) + ((-0.262) * X1))) * (cos(cos((0.570 * X2))) * (0.583 * X4))))),2.1613974096*X1*X2*X4*(0.262*X1 + 0.816*X3)*cos(cos(0.57*X2)) - 0.021,0.036106361774555076,,44.78801369667053
11,n*alpha/(1-(n*alpha/3))*epsilon*Ef,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.026) + (1.095 * ((((1.572 * X2) * sin((0.159 * X4))) * (2.244 * X1)) * ((1.758 * X3) + ((1.572 * X2) * (0.572 * X1)))))),3.86268696*X1*X2*(0.899184*X1*X2 + 1.758*X3)*sin(0.159*X4) - 0.026,0.036927540987285554,,41.68403649330139
