Numero_iteracion,Funcion,Funcion_set,Original,Simplificado,RMSE,R2,tiempo
15,kappa*(T2-T1)*A/d,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + ((-8.076) * ((((1.084 * X4) / (8.839 * X5)) / (-0.270)) * (((-0.857) * X1) * ((0.318 * X3) - (0.318 * X2)))))),0.999692965931289*X1*X4*(X2 - X3)/X5,4.1831662174317284e-05,,63.620816469192505
5,kappa*(T2-T1)*A/d,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + ((-0.590) * ((((0.790 * X2) - (0.790 * X3)) * ((-0.572) * X4)) / (((-0.174) * X5) / ((-0.653) * X1))))),1.0005506183908*X1*X4*(X2 - X3)/X5,4.1909326486652764e-05,,145.44698524475098
12,kappa*(T2-T1)*A/d,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + ((-9.345) * (((-0.494) * X4) * (((0.707 * X1) / (2.210 * X5)) * ((0.678 * X2) - (0.678 * X3)))))),1.00129740035294*X1*X4*(X2 - X3)/X5,4.1909421693273936e-05,,57.40271854400635
8,kappa*(T2-T1)*A/d,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + (2.345 * ((((-0.899) * X4) * ((-2.292) * X1)) * (((0.908 * X2) - (0.908 * X3)) / (4.388 * X5))))),0.999853524175023*X1*X4*(X2 - X3)/X5,4.193063563472797e-05,,59.847766160964966
14,kappa*(T2-T1)*A/d,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + (0.318 * (((4.598 * X1) / (0.802 * X5)) * ((0.563 * X4) * ((0.976 * X2) - (0.976 * X3)))))),1.0017974713616*X1*X4*(X2 - X3)/X5,4.193725054397906e-05,,58.9869167804718
28,kappa*(T2-T1)*A/d,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + (1.233 * ((((0.434 * X3) - (0.434 * X2)) * ((0.498 * X1) / ((-1.102) * X5))) * (4.132 * X4)))),0.999219422678766*X1*X4*(X2 - X3)/X5,4.1945253724245375e-05,,57.70049023628235
9,kappa*(T2-T1)*A/d,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + (0.163 * ((((1.414 * X2) - (1.414 * X3)) * ((1.772 * X4) / (2.290 * X5))) * (5.612 * X1)))),1.00088207495546*X1*X4*(X2 - X3)/X5,4.195879753558217e-05,,56.345221757888794
13,kappa*(T2-T1)*A/d,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + ((-0.942) * (((1.245 * X4) / (0.582 * X5)) * (((-0.881) * X1) * (((-0.563) * X3) - ((-0.563) * X2)))))),0.999497179329897*X1*X4*(X2 - X3)/X5,4.1986579089061196e-05,,58.316959619522095
29,kappa*(T2-T1)*A/d,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + (0.339 * (((1.414 * X2) - (1.414 * X3)) / (((3.237 * X5) / (1.859 * X4)) / (3.630 * X1))))),0.999292028674699*X1*X4*(X2 - X3)/X5,4.1987154582956254e-05,,63.875751972198486
1,kappa*(T2-T1)*A/d,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + (0.213 * (((1.772 * X2) - (1.772 * X3)) / (((1.496 / (0.957 * X1)) / (7.410 * X4)) * (1.791 * X5))))),0.998955833579663*X1*X4*(X2 - X3)/X5,4.2008688408870505e-05,,98.792471408844
