Original,R2,Modelo,RMSE
exp(-theta**2/2)/sqrt(2*pi),0.9999999999983659,0.399*exp(-0.49951*X1**2*cos(0.0572392762169037*exp(-1.068*X1))),2.620381955651744e-09
exp(-(theta/sigma)**2/2)/(sqrt(2*pi)*sigma),0.9944369683402876,(0.544091158273945*X1 - 0.214973764586107*X2 - 0.022*(X1 + 0.123893805309735*X2*cos(0.475*X1))**2)/(X1 + 0.123893805309735*X2*cos(0.475*X1))**2,0.0030302913602162918
q2*Ef,0.9999999999999746,1.00058816*X1*X2,2.1415062309177094e-07
q*(Ef+B*v*sin(theta)),0.9732168198832426,1.07253861876*X1*X3*X4*sin(sin(0.959*X5)) + 2.47128714*X1*X4*exp(-0.775*X5)*sin(sin(0.959*X5)) + 6.446,4.075754009544967
1/2*m*(v**2+u**2+w**2),0.9246412371045643,0.514760520456*X1*X3**2 + 1.184008254*X1*X4*exp(0.299*X2) + 2.331,5.605519957915072
G*m1*m2*(1/r2-1/r1),0.9999998861607666,0.999234256857401*X1*X2*X5/X4 - 0.999909871635533*X1*X2*X5/X3 + 0.004,0.0025441183845598594
m*g*z,0.9999999999999841,1.001316047424*X1*X2*X3,7.763229662181325e-07
1/2*k_spring*x**2,0.9999999999999476,0.49878482052*X1*X2**2,1.8375354116540035e-05
(x-u*t)/sqrt(1-u**2/c**2),0.9989070336873171,1.024604*X1 - 0.997473064*X2*X4 + 0.602*exp(1.072*X2 - 0.483*X3) - 0.181,0.04597481720255669
(t-u*x/c**2)/sqrt(1-u**2/c**2),0.9987165612531299,-0.473278*X1*exp(-0.372*X2) + 0.058097*X3 + 0.989066*X4 - 0.08 + 1.74278912914104*X4/X2**2,0.04654134376420398
m_0*v/sqrt(1-v**2/c**2),0.9999881830277018,0.99472516*X1*X2/cos(1.08823529411765*X2/X3) - 0.0431289453621347*X1*X2/(X3*cos(1.08823529411765*X2/X3)) + 0.007,0.006266057428068068
(u+v)/(1+u*v/c**2),0.9762859844045867,0.946608*X1 + 0.656*sin(1.32587064676617*X1*exp(0.444*X1)/(0.331*X2*X3*exp(0.444*X1) + X3)) - 0.369,0.18447947795725278
exp(-((theta-theta1)/sigma)**2/2)/(sqrt(2*pi)*sigma),0.7495277581826343,-0.025 + 3.107*exp(-0.386*X1)/(3.47852760736196*X2/X3 - sin(0.879*X2) + 3.43298969072165*X3/X2),0.02166339417358279
(m1*r1+m2*r2)/(m1+m2),0.9096882450813638,-0.037845769*X3*X4 + 0.626704*X3 + 0.798707*X4 - 0.874 + 1.20268361581921*cos(0.547*X4)/X2,0.27509151396937914
r*F*sin(theta),0.9999998686384833,31053.355*sin(0.006*X1)*sin(1.0*X3)*sin(sin(0.005*X2)) + 0.002,0.002456343026174354
m*r*v*sin(theta),0.9999922982498327,1.45395264*X1*X3*(0.688*X2 - 0.000225*X4**2)*sin(0.999*X4) - 0.051,0.058908367212635246
1/2*m*(omega**2+omega_0**2)*1/2*x**2,0.9999999999999273,0.2507264886192*X1*X4**2*(X2**2 + X3**2),5.351870359731307e-07
q/C,0.9999999999999826,0.998765100671141*X1/X2,3.458538842391871e-08
np.arcsin(n*sin(theta2)),0.9968871400721573,1.03935*X1*exp(0.559504*X1**2*(0.34951871657754*X2 - 1)**2)*sin(0.998*X2) + 0.004,0.01788938048172445
1/(1/d1+n/d2),0.9774533871681719,0.477304962032772*X2*sin(0.326*X1)/X3 + 0.413 - 0.0899310132306851*X3*sin(0.326*X1)/X2,0.05045480280479975
omega/c,0.9999999999999901,0.999667757774141*X1/X2,3.006553766265322e-08
sqrt(x1**2+x2**2-2*x1*x2*cos(theta1-theta2)),0.670211750434641,0.63012*X2 + 0.453046045*(X3 - 0.983151635282458*X4)**2 + 0.445*exp(exp(0.148*X1)) + 0.445*cos(6.384*X3) - 1.52,1.1163469174031142
Int_0*sin(n*theta/2)**2/sin(theta/2)**2,-0.03761288606578361,(2.46102870360269*X2**4 + 12.752*sin(0.74*X3) + 2.048*sin(1.499*X3) - 12.752*cos(0.528*X1))/(1.201674171681*X2**4 + sin(1.499*X3)),1.525367466170475
sqrt((x2-x1)**2+(y2-y1)**2),0.7236873486708166,-1.427*sin(1.054*X4)*cos(0.526*X3) - 1.427*cos(0.753*X1 - 0.762*X2) + 2.714,0.4322813015001379
np.arcsin(lambd/(n*d)),0.9998770995972565,2.1*exp(0.445697891736611*X1/(X2*X3)) - 2.095,0.001523920024450321
q**2*a**2/(6*pi*epsilon*c**3),0.8985197833590952,0.09465274806*X1*(0.175593594699061*X1 + X2)**2*exp(-1.492*X4)/sin(0.286*X3) - 0.013,0.2843890389701075
(1/2*epsilon*c*Ef**2)*(8*pi*r**2/3)*(omega**4/(omega**2-omega_0**2)**2),0.734429706726275,0.004*exp((0.33596352*X1*X3*X4*X6 + 11.9811320754717*X5)/X6) - 0.036,3.087026097489339
q*v*B/p,0.9999999999999486,0.998646640365101*X1*X2*X3/X4,1.8264843516541948e-05
omega_0/(1-v/c),0.99624126769817,0.801598*X3 - 0.02 + 1.09968134171908*X3*exp(0.74*X2)/X1,0.11348415319389822
(1+v/c)/sqrt(1-v**2/c**2)*omega_0,0.9979174429280229,7.683927732*X2**2*exp(-1.227*X1) + 0.974544*X3 - 0.06 + 1.33871909433962*X2*X3/X1,0.07836756433465566
