Original,R2,Modelo,RMSE
exp(-theta**2/2)/sqrt(2*pi),0.9999794321385238,1.209 - 1.573*cos(cos(X1**2*(0.017689 + 0.868624*exp(-1.154*X1) + 0.247912*exp(-0.577*X1)))),0.00034641061102889915
exp(-(theta/sigma)**2/2)/(sqrt(2*pi)*sigma),0.9790678895645039,1.82018571428571*X1*exp(-0.693*X1 - exp(0.339*X1))/X2 - 0.574695*X2*exp(-0.693*X1 - exp(0.339*X1)) + 0.091,0.005881581825986233
q2*Ef,0.9999999999999899,1.000196407*X1*X2,2.1415062309177094e-07
q*(Ef+B*v*sin(theta)),0.972469044977702,52.192*(0.24048*X3*X4 + cos(0.434*X5))*sin(0.092*X1)*sin(sin(0.929*X5)) + 2.162,4.132245598811444
1/2*m*(v**2+u**2+w**2),0.9294950428182313,0.919221124654*X1*X2*X4 + X1*(2.29534 - 0.102532304*X1)*exp(0.416*X3) - 1.615,5.421976185766148
G*m1*m2*(1/r2-1/r1),0.9505776770162713,0.197098728666261*X1*X2*X3*X5/X4 - 0.174811581088073*X1*X2*X4*X5/X3 - 0.377,1.6731205585166218
m*g*z,0.999999999999987,0.999679229307*X1*X2*X3,7.763229662181325e-07
1/2*k_spring*x**2,0.9999999999999654,0.50073697782*X1*X2**2,4.7555958275540566e-07
(x-u*t)/sqrt(1-u**2/c**2),0.9873497871476326,1.02557*X1 - 1.479751*X2 - 1.540448*X4 + 2.089 + 2.093*exp(-0.395*X3),0.15642247316539373
(t-u*x/c**2)/sqrt(1-u**2/c**2),0.9970638158580232,-0.363850393700787*X1/X2 + 0.078492*X3 + 1.003305*X4 - 0.077 + 1.25016458196182*X4/X2**2,0.07039534088155242
m_0*v/sqrt(1-v**2/c**2),0.9998583231534344,0.637308665970636*X1*X2**2/X3 + 0.804783414420881*X1*X2 + 0.0163557*X1*X3 - 0.012,0.021735199519181063
(u+v)/(1+u*v/c**2),0.9712842898738178,0.18109*X1*(0.851*X2 + 0.88*X3) - 0.138460419*X2*X3 + 1.253,0.2029969037452742
exp(-((theta-theta1)/sigma)**2/2)/(sqrt(2*pi)*sigma),0.966240740845729,0.121 + 1.272*exp(-exp(0.505*X1))*cos(0.904*X2 - 0.905*X3),0.007953134806170197
(m1*r1+m2*r2)/(m1+m2),0.9234849652716043,0.497326*X3 + 0.73146*X4 - 0.649 + 1.42127659574468*cos(0.532*X4)/X2,0.2532138247761335
r*F*sin(theta),0.9999996608166085,2.433111968*X1*X2*sin(1.0*X3)*sin(exp(cos(3.3362176e-5*X3**4))) + 0.005,0.003961429207502333
