Original,R2,Modelo,RMSE
exp(-theta**2/2)/sqrt(2*pi),0.9999999986459791,0.399*exp(-0.500048508498055*X1**2),2.620381955651744e-09
exp(-(theta/sigma)**2/2)/(sqrt(2*pi)*sigma),0.9752461033992772,(X1*(-0.15*(0.089*X1 - sin(0.392*X2))*sin(0.732*X1) + 0.065) + 0.231839258114374*cos(0.891*X2))/X1,0.00640393057518911
q2*Ef,0.9999999999999841,1.00160676*X1*X2,2.1415062309177094e-07
q*(Ef+B*v*sin(theta)),0.9695987995948457,0.498396*X1*(1.901874*X3*X4 + 0.770884*(X2 - 0.848519362186788*X5)**2)*sin(0.949*X5) + 6.22,4.342317884929404
1/2*m*(v**2+u**2+w**2),0.9463818117706473,1.383284331*X1*X2*exp(0.264*X4) + 0.4909086*X1*X3**2 + 1.759,4.728283671159475
G*m1*m2*(1/r2-1/r1),0.9999999999999925,1.00126711878802*X1*X2*X5*(X3 - X4)/(X3*X4),2.0371009739948263e-07
m*g*z,0.9999999999999944,1.00066604026*X1*X2*X3,7.763229662181325e-07
1/2*k_spring*x**2,0.9999999999999776,0.498827380122*X1*X2**2,4.7555958275540566e-07
(x-u*t)/sqrt(1-u**2/c**2),0.9855660751963035,(1.51540056227556*X1 + X3**2*(1.000603*X1 - 1.473133*X2 - 1.534479*X4 + 2.234) - 2.29268598799849*X4)/X3**2,0.16709841207348464
(t-u*x/c**2)/sqrt(1-u**2/c**2),0.9948908143704198,-0.304651243998254*X1/X2 + 1.041936*X4 - 0.03 + 4.24862792803529*X3**4/X2**4,0.0928655932192264
m_0*v/sqrt(1-v**2/c**2),0.9991876063855697,1.045588096*X1*X2 + 10.0978142736385*X2/X3**2 + 0.036 - 3.09349173553719/X3,0.05204415641879163
(u+v)/(1+u*v/c**2),0.9712082620815011,0.166153216*X1*X2 + 0.172256*X1*X3 - 0.149222912*X2*X3 + 1.253,0.20326594728660552
exp(-((theta-theta1)/sigma)**2/2)/(sqrt(2*pi)*sigma),0.9286613707949295,(0.100894*X1 + 0.122*exp(1.228*X1) + 0.97*sin(0.722*X3 + sin(1.443*X2)) + 0.122*cos(1.568*X3))/(0.827*X1 + exp(1.228*X1) + cos(1.568*X3)),0.011555475093031207
(m1*r1+m2*r2)/(m1+m2),0.906875815231917,(0.0490698168*X2*X4**2 + (1.093*X1 + exp(0.524*X3))*(0.581872*X3 + 0.342432*X4 + 0.06))/(1.093*X1 + exp(0.524*X3)),0.27934225310041755
r*F*sin(theta),0.9999995531591968,0.999898116*X1*X2*sin(1.0*X3) + 0.004,0.004541854565537993
m*r*v*sin(theta),0.9999992547999096,0.96171295*X1*X2*(1.002*X3 + sin(0.039*X3))*sin(1.0*X4) - 0.011,0.018323390452040792
1/2*m*(omega**2+omega_0**2)*1/2*x**2,0.9677896829207211,(0.31723926829056*X1*X2*X4**2*(1.494*X3**2 + 0.250174703004892*X4) + 0.71*X3)/X3,1.4427380297198606
q/C,0.9999999999999573,1.00023830935252*X1/X2,3.458538842391871e-08
np.arcsin(n*sin(theta2)),0.9988908995234637,4.407681*X1*sin(1.003*X2) - 5.241*sin(0.654*X1)*sin(1.005*X2) - 0.004,0.010668130013432942
1/(1/d1+n/d2),0.9834449205242174,0.0818104329004329*X1*X2/X3 - 0.084119*X3 + 0.197*exp(sin(0.375*X2)**2) + 0.304,0.04322230537549243
omega/c,0.9999999999999359,0.997963302752294*X1/X2,3.006553766265322e-08
sqrt(x1**2+x2**2-2*x1*x2*cos(theta1-theta2)),0.6080540373297846,0.493627372*X1*X4*cos(1.40712074303406*X3/X4)**2 + 1.13649457364341*X3/X4 + 0.851,1.2170090699711653
Int_0*sin(n*theta/2)**2/sin(theta/2)**2,-0.10035948895788982,(10.963535483871*X1/cos(0.31*X2) + 0.79372008*X2**3 + 0.54*X2*exp(0.446*X3))/(X2*(1.469852*X2**2 + exp(0.446*X3))),1.5708137464031477
sqrt((x2-x1)**2+(y2-y1)**2),0.28874715069985746,2.921 - 1.544*cos(0.64*X1 + 0.08*X2*sin(1.33212996389892*X3/X4) - 0.717*X2),0.6935315682733473
np.arcsin(lambd/(n*d)),0.9972566727917738,1.13800186741363*X1/(X2*X3) - 0.03 + 0.00180721782178218*X2*X3/X1,0.007213993555013395
q**2*a**2/(6*pi*epsilon*c**3),0.6163615455413803,(0.479866666666667*X1*(0.45*X2 - 0.058*X4) - 0.0490958666666667*X3**2 - 0.024*X4**2)/X4**2,0.5529424291401026
(1/2*epsilon*c*Ef**2)*(8*pi*r**2/3)*(omega**4/(omega**2-omega_0**2)**2),0.8454844012204525,(632.8772541*X2*X3 + 1269.370949652*X3*X4 + 0.428*exp(3.35365853658537*X6/X5)*sin(1.331*X1))*exp(-3.35365853658537*X6/X5)/sin(1.331*X1),2.354715466336684
q*v*B/p,0.9999999999999644,1.00166745752788*X1*X2*X3/X4,3.90156213233877e-07
omega_0/(1-v/c),0.9999335696039255,1.105335*X3 - 0.008 + 1.92350787869779*X2*X3*exp(0.674*X2)/X1**2,0.015078982738833242
(1+v/c)/sqrt(1-v**2/c**2)*omega_0,0.9867172604763421,(X1*(0.98154*X3 - 0.244) + 1.89430582714118*X3 - 2.22222222222222*exp(0.399*X2) + 0.962064919827923*exp(1.148*X2))/X1,0.19793915273204052
(h/(2*pi))*omega,0.9999999999999676,0.160272258*X1*X2,1.8272640290696647e-05
I1+I2+2*sqrt(I1*I2)*cos(delta),0.7874656802815334,19.732 - 19.349*sin(0.501*X3),1.4214451967842372
4*pi*epsilon*(h/(2*pi))**2/(m*q**2),0.9999999999999284,0.317676974408568*X3**2*X4/(X1*X2**2),2.0419240877309226e-08
3/2*pr*V,0.9999999999999769,1.499036*X1*X2,4.1818979555273846e-07
G*m1*m2/((x2-x1)**2+(y2-y1)**2+(z2-z1)**2),0.8444906031756119,(0.148145696924798*X1*X2*X3*(2.731*X7 + 1.893*X9) - 0.001*X4*X8)/(X4*X8),0.04249951461748804
1/(gamma-1)*pr*V,0.9998881379695831,0.013482678028*X1*X2*X3/sin(0.148*X1) - 0.001 + 0.5219501232493*X2*X3/(X1*sin(0.148*X1)),0.04281787182545342
n*kb*T/V,0.9999999999999888,1.00005562587727*X1*X2*X4/X3,3.0471146590557187e-07
n_0*exp(-m*g*x/(kb*T)),0.7698873155851402,0.0577152051789392*X1*X4*X6*exp(-0.221*X5)/(X2*sin(0.315*X3)) - 0.053,0.3182961434183643
h/(2*pi)*omega**3/(pi**2*c**2*(exp((h/(2*pi))*omega/(kb*T))-1)),0.9929262548900175,(0.0522427282274171*X1*X2*X4*(1.59*X1 + 0.212*X2) - 0.018*X5**2)/X5**2,0.08043769517709905
mu_drift*q*Volt/d,0.9999999999999927,1.0012106829142*X1*X2*X3/X4,3.473130644090316e-07
mob*kb*T,0.999999999999975,1.000262075648*X1*X2*X3,9.382845368728475e-07
1/(gamma-1)*kb*v/A,0.9999314352686169,0.143434691489362*X2*X4/(X3*sin(0.149*X1)*sin(sin(0.272*X1))),0.0160405240017205
"n*kb*T*log(V2/V1,e)",0.9662135159108189,(-4.50849*X4 + 4.520758*X5)*(0.900522*X1*X3 - sin(3.212*X4))*sin(0.094*X2) - 0.676,4.733031089814792
sqrt(gamma*pr/rho),0.9958962952465704,(0.101499146171694*X1**2 + 0.265930434*X1*X2*X3 + 0.311917500386698*X1*X3 + 0.239524*X3**2)/(X3*(0.342*X1 + 0.514*X3)),0.03950688148470857
m*c**2/sqrt(1-v**2/c**2),0.9999980844824763,0.8287979781*X1*X2**2 - 0.639789381*X1*X3*(0.177*X2 - 1.579*X3) - 0.104,0.11951371403162592
m_0/sqrt(1-v**2/c**2),0.9999702013019679,(-0.599729715*X1*X2**2 + (1.0005*X1 - 0.001)*(1.885*X2 - 1.229881*X3**2))/(1.885*X2 - 1.229881*X3**2),0.006855736280855811
x1*(cos(omega*t)+alpha*cos(omega*t)**2),0.6771880011454374,1.264421424*X2*X3*(0.65*X4 - cos(1.51704*X2*X3))*sin(0.169*X1) - 0.796,0.9368588563094253
kappa*(T2-T1)*A/d,0.5947537622565207,-0.851257925297872*X1**2/X3**2 + 3.038214*X3 + 5.514*sin(1.083*X2) - 6.831,3.7747453425845126
Pwr/(4*pi*r**2),0.99999999999997,0.0703703703703704*X1/X2**2,1.562961437684401e-09
q/(4*pi*epsilon*r),0.999999999999968,0.082050067124694*X1/(X2*X3),1.0373829821631594e-09
1/(4*pi*epsilon)*p_d*cos(theta)/r**2,0.9999998768920567,0.0792711700619342*X2*cos(1.0*X3)/(X1*X4**2),2.5819948807744958e-05
p_d/(4*pi*epsilon)*3*z/r**5*sqrt(x**2+y**2),0.9261638317211724,-0.009 + 0.870839261547479*X2*X6/(X1*X3**5),0.05244372468355959
p_d/(4*pi*epsilon)*3*cos(theta)*sin(theta)/r**3,0.9999990336854199,0.00132341827962186*X2*sin(2.0*X3)/(X4**3*sin(0.011*X1)),4.472146178810241e-05
3/5*q**2/(4*pi*epsilon*d),0.9999999999999727,0.0478783132209169*X1**2/(X2*X3),2.5058513732212035e-09
epsilon*Ef**2/2,0.9999999999999865,0.499836264762*X1*X2**2,1.834376776767325e-05
