Original,R2,Modelo,RMSE
exp(-theta**2/2)/sqrt(2*pi),0.9999999999858529,0.399*exp(-0.500047*X1**2),2.620381955651744e-09
exp(-(theta/sigma)**2/2)/(sqrt(2*pi)*sigma),0.9921127153150342,(0.039*X1*(1.197*X1 + 0.453*X2 - sin(0.849*X2)) + 0.36611320754717*X1 - 0.183056603773585*X2)/(X1*(1.197*X1 + 0.453*X2 - sin(0.849*X2))),0.003603377821777823
q2*Ef,0.9999999999999931,0.998403315*X1*X2,2.1415062309177094e-07
q*(Ef+B*v*sin(theta)),0.9781947878712647,(2.469004*X1 + 0.236739*X5)*(0.382851*X3*X4 + sin(0.901*X5))*sin(0.95*X5) + 3.501,3.6775271937309704
1/2*m*(v**2+u**2+w**2),0.9218183972674937,2.24388*X1*X2*(0.402164*X4 + 0.185) + 2.845015452*X1*X3 - 3.021108*X1 + 1.013,5.709538810814117
G*m1*m2*(1/r2-1/r1),0.9505198314728035,0.197853874403353*X1*X2*X3*X5/X4 - 0.175274189121611*X1*X2*X4*X5/X3 - 0.38,1.6740973994993786
m*g*z,0.9999999999999667,1.000741785186*X1*X2*X3,7.763229662181325e-07
1/2*k_spring*x**2,0.9999999999999647,0.498472277016*X1*X2**2,1.8045142285416235e-05
(x-u*t)/sqrt(1-u**2/c**2),0.9916688376259589,0.99292*X1 + 1.7575587292015*X1/X3**2 - 0.98570691*X2*X4 - 1.03*exp(-0.283*X3),0.12695295225663175
(t-u*x/c**2)/sqrt(1-u**2/c**2),0.995332978713413,1.022614*X4 - 5.354*cos((-0.370892018779343*X1 + 0.630672926447574*X3 + 0.233176838810642*X4)/X2) + 5.221,0.08875665867930964
m_0*v/sqrt(1-v**2/c**2),0.9992891694224544,0.440579070902375*X1*X2**2/X3 + 0.935791808*X1*X2*exp(-0.004*X2) + 0.005,0.04867548631861204
(u+v)/(1+u*v/c**2),0.9799230640691076,(X2*(1.999 - 0.416*cos(0.62*X2 + 0.453*X3)) - (0.434304*X2**2 + 0.42440404040404*X3)*cos(0.669*X1))/X2,0.169746415887194
exp(-((theta-theta1)/sigma)**2/2)/(sqrt(2*pi)*sigma),0.454274293610719,0.315*exp(exp(-0.222*X1))*cos(cos(exp(0.340989399293286*X3/X2))) - 0.387,0.031977422403165916
(m1*r1+m2*r2)/(m1+m2),0.9010297667457348,-0.037496*X1 + 0.836248*X3 + 0.573776*X4 + 0.872*(0.019*X2 - 0.053*X3)*(0.934*X2 + 1.27*X4) - 0.525,0.2879779080736383
r*F*sin(theta),0.9999996855022768,22544.996*sin(0.007*X1)*sin(1.0*X3)*sin(sin(0.00728632938643703*X2)) + 0.003,0.003815879200001319
m*r*v*sin(theta),0.9999987621656742,65.978696427*X1*X3*sin(0.015*X2)*sin(1.0*X4) + 0.014,0.023606969155718832
1/2*m*(omega**2+omega_0**2)*1/2*x**2,0.9878120514687253,0.76180416*X1*X4*(0.765*X2 - cos(0.762*X3))*(2.082*X4 - cos(0.354*X1)) + 1.546,0.8874670055715269
q/C,0.9999999999999851,0.99942650968477*X1/X2,3.458538842391871e-08
np.arcsin(n*sin(theta2)),0.9986511797728603,0.367983*X1*exp(exp(0.1969*X1**2))*sin(1.022*X2*cos(0.066*X2)) - 0.006,0.011776909521369597
