Original,R2,Modelo,RMSE
exp(-theta**2/2)/sqrt(2*pi),0.9999999999930488,1.084*exp(-0.500409*X1**2 - cos(0.02*X1)),2.620381955651744e-09
exp(-(theta/sigma)**2/2)/(sqrt(2*pi)*sigma),0.9913266041148994,(X1*(0.048*sin(0.984*X1) - 0.048*cos(X2*(0.057121*X2 + 1.005)) + 0.097) + 0.231884057971014*cos(1.005*X2))/X1,0.0037888880631932035
q2*Ef,0.9999999999999873,1.00107483*X1*X2,2.1415062309177094e-07
q*(Ef+B*v*sin(theta)),0.9653238554770637,16.51398*X3*exp(0.318*X4)*sin(0.073*X1)*sin(0.966*X5)*cos(0.114*X5) + 7.136,4.637590451547487
1/2*m*(v**2+u**2+w**2),0.916272765708757,0.948921008308*X1*X2*X4 + 0.282798747*X1*X3*(0.291*X1 + 1.612*X3) + 3.52,5.90856403976617
G*m1*m2*(1/r2-1/r1),0.999999999821075,0.615644357545743*X1*X2*X5*(1.62*X3 - 1.621*X4)/(X3*X4),0.00011544080642320007
m*g*z,0.9999999999999613,0.9989820984*X1*X2*X3,7.763229662181325e-07
1/2*k_spring*x**2,0.9999999999999764,0.50033185608*X1*X2**2,4.7555958275540566e-07
(x-u*t)/sqrt(1-u**2/c**2),0.9860130398653262,0.135118648752206*X1**2/X3**2 + 0.989093*X1 - 1.48294*X2 - 1.565481*X4 + 2.385,0.1644951114109921
(t-u*x/c**2)/sqrt(1-u**2/c**2),0.9952706868371333,-0.044737*X1 - 0.259126*X3 + 1.021398*X4*exp(0.106*X3) - 0.581*exp(0.158*X4) + 0.864,0.08934953873529784
m_0*v/sqrt(1-v**2/c**2),0.9999404612579696,0.655960497147885*X1*X2**3/X3**2 + 0.99373092*X1*X2*cos(0.019*X2) + 0.002,0.014082151271789625
(u+v)/(1+u*v/c**2),0.9607955985937792,-0.067648690874789*X1**5/(0.190464271692187*X1**2*X2 + X3**2)**2 + 2.9*exp(sin(0.289*X1)) - 3.051,0.23719706194133922
exp(-((theta-theta1)/sigma)**2/2)/(sqrt(2*pi)*sigma),0.8681307273472767,0.093*sin(1.312*X1 + cos(1.917*X2 - 1.974*X3)) + 0.093*cos(1.923*X2 - 1.925*X3) + 0.16,0.01571227753427426
(m1*r1+m2*r2)/(m1+m2),0.8719646718136698,0.036024*X2 + 0.500688*X3 + 0.430008*X4 + 0.027148416*(0.704918032786885*X1 - X4)**2 + 0.062,0.32754788343621605
r*F*sin(theta),0.999988197422097,-0.174906*X1*X2*(0.03*sin(0.999*X3)**4 - 5.716)*sin(0.999*X3) - 0.018,0.023348137865604565
m*r*v*sin(theta),0.9999999632612567,178.689275424*X1*X3*sin(0.006*X2)*sin(1.0*X4) + 0.002,0.004059155875195504
1/2*m*(omega**2+omega_0**2)*1/2*x**2,0.9659087403816138,0.024700326192*X1*X2*X4*(1.988*X3 + 2.513*X4)*(2.524*X3 + 2.513*X4) + 0.668,1.4842658512665434
q/C,0.9999999999999775,0.999169942196532*X1/X2,3.458538842391871e-08
np.arcsin(n*sin(theta2)),0.9984935505540261,-1.42*X1*(0.125*cos(1.993*X2) - 1.139)*sin(1.0*X2)*cos(cos(0.683*X1)) - 0.002,0.012450849068687677
1/(1/d1+n/d2),0.9853547322437937,(0.274*X3 + 0.38*(0.58375*X1 + X3*cos(0.206*X2))*(0.404*X2 - sin(0.202*X3)**2))/X3,0.04065110421726859
omega/c,0.9999999999999885,1.0*X1/X2,3.006553766265322e-08
sqrt(x1**2+x2**2-2*x1*x2*cos(theta1-theta2)),0.6562082387720484,0.53922*X1 + 0.651453*X2 + 0.465888588*(X3 - 0.982598607888631*X4)**2 + 0.627*cos(3.177*X3)**2 - 1.276,1.139795501914929
Int_0*sin(n*theta/2)**2/sin(theta/2)**2,0.8383126356231758,1.20605153901217*X1/(X2*sin(0.606*X2)) - 2.214*cos(1.008904*X2*X3) + 0.181,0.602129925723951
sqrt((x2-x1)**2+(y2-y1)**2),0.9557743281256758,-2.057*sin(0.549*X3 + cos(0.56*X4)) - 2.057*cos(0.503*X1 - 0.504*X2) + 4.951,0.17295370959189446
np.arcsin(lambd/(n*d)),0.999899158143414,(-3.13478099999998*X1 + 0.147259528001086*X2*X3)/(0.687*X1 - 3.33802*X2*X3),0.0013781604785866595
q**2*a**2/(6*pi*epsilon*c**3),0.9897589169146105,(X1**2*(0.190220147459192*X2 - 0.144372214481848*X4) + 0.033*X3*X4**2)/(X3*X4**2),0.09034244028525809
(1/2*epsilon*c*Ef**2)*(8*pi*r**2/3)*(omega**4/(omega**2-omega_0**2)**2),0.8561248733408707,(825.995918*X3*(1.031*X4 - 0.12*X6)*exp(0.954*X1) + 0.54*exp(3.48322147651007*X6/X5))*exp(-3.48322147651007*X6/X5),2.2721925000424763
q*v*B/p,0.9999999999999755,0.998762338807531*X1*X2*X3/X4,1.827829644405892e-05
