Original,R2,Modelo,RMSE
exp(-theta**2/2)/sqrt(2*pi),0.9999999999999744,0.398468009143874*exp(-0.499849*X1**2),2.620381955651744e-09
exp(-(theta/sigma)**2/2)/(sqrt(2*pi)*sigma),0.9836936329404479,-0.0326811070998797*X1/X2 - 0.0185*cos(1.428*X1) + 0.1705 + 0.187817258883249*cos(0.991*X2)/X1,0.005185266960039111
q2*Ef,0.9999999999999706,1.000105866*X1*X2,2.1415062309177094e-07
q*(Ef+B*v*sin(theta)),0.9781851936175705,(2.458856*X1 + 0.234976*X5)*(0.384912*X3*X4 + sin(0.9*X5))*sin(0.95*X5) + 3.527,3.6783400072823107
1/2*m*(v**2+u**2+w**2),0.96012793961554,(0.216783*X1*(0.939*X2 + 0.681*X3)*(1.78451178451178*X3 + X4*(0.37*X2 + 3.559*X4)) + 1.041*X4)/X4,4.077390179999352
G*m1*m2*(1/r2-1/r1),0.825671598715042,(4.829858*X2*(1.892*X4 + 2.275*X5)*sin(0.294*X1) + (3.90705*X3 - 15.1)*exp(1.516*X4))*exp(-1.516*X4),3.14232207242928
m*g*z,0.9999999999999787,1.0001471161*X1*X2*X3,7.763229662181325e-07
1/2*k_spring*x**2,0.9999999999999724,0.50023265824*X1*X2**2,1.8375354116540035e-05
(x-u*t)/sqrt(1-u**2/c**2),0.9926413863239838,1.026844*X1 - 0.974276212*X2*X4 + 2.366*exp(exp(-0.434*X3)) - 2.613,0.11931110139166924
(t-u*x/c**2)/sqrt(1-u**2/c**2),0.999653920421899,(-0.517532*X3*(0.439*X1 - 0.428*X4) + (0.238144*X2**2 - 0.461*X3)*(0.991145*X4 + 0.003))/(0.238144*X2**2 - 0.461*X3),0.024162528734584417
m_0*v/sqrt(1-v**2/c**2),0.9963198132453503,X1*(0.568841 - 0.008719347*X3)*exp(0.733*X2),0.11075391883162679
(u+v)/(1+u*v/c**2),0.9292579407140379,2.573*exp(sin(0.313*X1)) - 2.723,0.31863732794783556
exp(-((theta-theta1)/sigma)**2/2)/(sqrt(2*pi)*sigma),0.6289376029783549,-0.0250469*(X2 - 0.975609756097561*X3)**2 + 0.125 + 0.596*exp(-1.001*X1)*sin(0.78*X2),0.026368199780712604
(m1*r1+m2*r2)/(m1+m2),0.9228938090177691,0.227482*X3*exp(cos(0.182*X2)) + 0.293388*X4 + 2.126*exp(0.021762*X2*X4) - 2.052,0.25419177809891047
r*F*sin(theta),0.9999998504497241,0.50134032*X1*X2*(sin(0.999*X3) + sin(1.001*X3)) - 0.002,0.0026249702532423268
m*r*v*sin(theta),0.9999995741622227,1.17878301*X1*X3*(0.89*X2 - sin(0.042*X2))*sin(1.0*X4) - 0.008,0.013858334558943518
1/2*m*(omega**2+omega_0**2)*1/2*x**2,0.9705746902328282,0.090446265*X1*X4**2*(0.501*X2 + 1.627*X3)*(1.865809*X2 + 2.008) - 0.66,1.3789629964643249
q/C,0.9999999999999817,0.999601910828026*X1/X2,3.458538842391871e-08
np.arcsin(n*sin(theta2)),0.9989893785196701,0.363909*X1*exp(exp(0.191844*X1**2))*sin(0.996*X2) - 0.006,0.010180145858391755
1/(1/d1+n/d2),0.9782018592349431,0.0804893047210301*X1*X2/X3 + 0.063908*X2 - 0.058864*X3 + 0.531 - 0.0584334470989761*X3/X2,0.04958017210079322
omega/c,0.9999999999999898,0.998427906976744*X1/X2,3.006553766265322e-08
sqrt(x1**2+x2**2-2*x1*x2*cos(theta1-theta2)),0.3292416204532427,0.102151547322777*X1*X3**2/X4 + 0.60632*X2 - 0.988 + 1.38686033519553*X4/X3,1.592076809483896
Int_0*sin(n*theta/2)**2/sin(theta/2)**2,0.6490758606855664,(3.36738632268817*X1 + X2**2*(1.532 - 2.093*cos(0.998526*X2*X3))*(0.971*X2 + 0.302*X3))/(X2**2*(0.971*X2 + 0.302*X3)),0.8870806274212794
sqrt((x2-x1)**2+(y2-y1)**2),0.6767639992170731,-1.043*sin(1.061*X1 - 0.582*X2) + 1.043*sin(0.52*X3 - 1.003*X4) + 2.805,0.4675430431839088
np.arcsin(lambd/(n*d)),0.9998760405029801,2.103*exp(0.444828849161569*X1/(X2*X3)) - 2.098,0.0015368820561956144
q**2*a**2/(6*pi*epsilon*c**3),0.8603411478930488,(0.0877844897959184*X1*(1.773*X2 - 0.501*X3) - 0.047*X4*(-0.164*X1 + 0.103*X3 + 0.88*X4))/(X4*(-0.164*X1 + 0.103*X3 + 0.88*X4)),0.33361624875702495
(1/2*epsilon*c*Ef**2)*(8*pi*r**2/3)*(omega**4/(omega**2-omega_0**2)**2),0.9997172297156555,-0.123000000000000,0.10072897456163919
q*v*B/p,0.9999999999999861,1.00103061226415*X1*X2*X3/X4,3.90156213233877e-07
omega_0/(1-v/c),0.9939567191608129,(0.078814*X2 - 1.354396*X3 - 0.251*exp(0.061*X1) - 0.502*cos(0.563*X1))/(0.314*X2 - exp(0.061*X1)),0.14390158151386412
(1+v/c)/sqrt(1-v**2/c**2)*omega_0,0.998476030643616,(-0.079134*X1 - 0.121099*X3*cos(0.859*X2) + 1.243363*X3 + 0.509*cos(1.48026315789474*X2/X1))/cos(1.48026315789474*X2/X1),0.0670363945542528
(h/(2*pi))*omega,0.9999999999999621,0.159289416*X1*X2,3.884640663808247e-08
I1+I2+2*sqrt(I1*I2)*cos(delta),0.9503622742139409,1.15492272202999*X2/X3 + 5.284*sin(0.243*X1) + 5.284*cos(1.009*X3) - 0.179 + 1.00618697318008*X3/X1,0.6869380615344569
4*pi*epsilon*(h/(2*pi))**2/(m*q**2),0.9999999999999858,0.318983718045856*X3**2*X4/(X1*X2**2),2.0419240877309226e-08
3/2*pr*V,0.9999999999999835,1.501321415*X1*X2,4.1818979555273846e-07
G*m1*m2/((x2-x1)**2+(y2-y1)**2+(z2-z1)**2),0.8268716099453917,(-0.806950946666667*X1*X2*X3 + 0.016*X4*(0.606081*X5*X7 - 1.262*X8))/(X4*(0.606081*X5*X7 - 1.262*X8)),0.04484744646118371
