Original,R2,Modelo,RMSE
exp(-theta**2/2)/sqrt(2*pi),0.9999999999650985,0.399*exp(-0.500412*X1**2),2.620381955651744e-09
exp(-(theta/sigma)**2/2)/(sqrt(2*pi)*sigma),0.9894329248619607,-0.089716*X1 + 0.022*sin(1.451*X1 + 1.264*X2) + 0.45 - 0.143518115942029*X2/X1,0.00417676166637636
q2*Ef,0.9999999999999777,1.001559972*X1*X2,2.1415062309177094e-07
q*(Ef+B*v*sin(theta)),0.9611514420218321,0.778662*X4*(0.693*X1 - cos(0.969*X5))*(2.932*X3 - 0.217*X5)*cos(0.476*X5) + 6.296,4.908667280764699
1/2*m*(v**2+u**2+w**2),0.9345276137087745,0.86509999296*X1*X2*X4 + 2.6834976*X1*X3 - 8.352*sin(0.634*X2) + 4.105,5.224891720060955
G*m1*m2*(1/r2-1/r1),0.9999999999999927,0.996602200963021*X1*X2*X5*(X3 - X4)/(X3*X4),2.0371009739948263e-07
m*g*z,0.9999999999999767,1.008399281232*X1*X2*X3,3.191333090897805e-05
1/2*k_spring*x**2,0.9999999999999817,0.5008723893*X1*X2**2,1.8375354116540035e-05
(x-u*t)/sqrt(1-u**2/c**2),0.9990278563213255,1.022892*X1 - 1.001194176*X2*X4 + 1.88055730588812*X2/(0.806763285024155*X2 - X3)**2 - 0.152,0.04336634075511432
(t-u*x/c**2)/sqrt(1-u**2/c**2),0.9960217705730781,(-0.096288*X1 + 0.172992*X3 + (0.406*X2 - sin(0.817*X1))*(1.040672*X4 - 0.144))/(0.406*X2 - sin(0.817*X1)),0.08193874585133464
m_0*v/sqrt(1-v**2/c**2),0.9993768091551928,0.930641088*X1*X2 + 0.23611825698324*X1*X2*exp(0.663*X2)/X3 + 0.011,0.04556897193756732
(u+v)/(1+u*v/c**2),0.9444926225770461,-8.079*(0.007396*X3**2 - sin(0.263*X1))*cos(cos(0.171*X3)) - 0.293,0.2822332063689933
exp(-((theta-theta1)/sigma)**2/2)/(sqrt(2*pi)*sigma),0.6278386390379864,-0.283*sin(0.461*X1) - 0.283*sin(exp(-0.162*X2*sin(1.71*X2 - 0.895*X3))) + 0.626,0.026391958246819603
(m1*r1+m2*r2)/(m1+m2),0.9040594785721855,0.066861*X1 + 0.573597*X3 + 2.258025*X4*exp(-0.8*X1 - 0.673*X3) + 0.444567*X4 - 0.362,0.28354019036404843
