Original,R2,Modelo,RMSE
exp(-theta**2/2)/sqrt(2*pi),0.9999972436410859,-0.16608*X1 - 0.173*sin(0.956*X1)/cos(sin(0.83*X1) - 0.844578313253012) + 0.551,0.0001354012730809882
exp(-(theta/sigma)**2/2)/(sqrt(2*pi)*sigma),0.9917740491128622,(0.01488*X2 - 0.08*exp(0.949*X1) - 0.683*sin(0.801369863013699*X1/X2 - 0.221*X2))/(0.186*X2 - exp(0.949*X1)),0.0036945455731170374
q2*Ef,0.9999999999999898,1.00169784*X1*X2,2.1415062309177094e-07
q*(Ef+B*v*sin(theta)),0.9777797874625861,(2.499588*X1 + 0.243724*X5)*(0.377568*X3*X4 + sin(0.9*X5))*sin(0.948*X5) + 3.356,3.712356443589847
1/2*m*(v**2+u**2+w**2),0.9533161479105521,(0.199903*X1*(1.00661521499449*X3 + X4*(1.451*X2 + 0.486*X4))*(1.427*X3 + 2.068*X4) + 1.17*X4)/X4,4.411969054826751
G*m1*m2*(1/r2-1/r1),0.9999999999999918,0.997989965257951*X1*X2*X5*(X3 - X4)/(X3*X4),1.825012539667282e-05
m*g*z,0.9999999999999875,1.001464323312*X1*X2*X3,7.763229662181325e-07
1/2*k_spring*x**2,0.9999999999999694,0.50017340352*X1*X2**2,1.8045142285416235e-05
(x-u*t)/sqrt(1-u**2/c**2),0.9973442372645659,1.013642*X1 - 0.994165593*X2*X4 + 4.259*exp(0.043679903*X1*X2**2 - 0.789*X3) - 0.089,0.07167807621472182
(t-u*x/c**2)/sqrt(1-u**2/c**2),0.998860719611601,(-0.541198*X1 + (1.576*X2 + cos(1.772*X4))*(0.977648*X4 - 1.247*cos(0.750812567713976*X4/X2) + 1.364))/(1.576*X2 + cos(1.772*X4)),0.04384878897486039
m_0*v/sqrt(1-v**2/c**2),0.9992736475864994,0.434957056625*X1*X2**2/X3 + 0.929664294*X1*X2 + 0.01,0.049198840968177615
(u+v)/(1+u*v/c**2),0.9647674460625703,1.2 - 3.33*cos(0.403*X1 + cos(0.159276531432636*X1**2/(X2*X3))),0.22485773573934176
exp(-((theta-theta1)/sigma)**2/2)/(sqrt(2*pi)*sigma),0.7451885328600403,0.305*exp(-1.15*X1 + sin(0.612356164383562*X2**2/X3)) + 0.117,0.02185569368520777
(m1*r1+m2*r2)/(m1+m2),0.906315279987846,0.502918*X3 + 1.56 - 0.754*cos(0.508*X4)/cos(0.221*X2),0.280182046588239
r*F*sin(theta),0.9999999897353129,0.697*(1.296*X1 - 1.6e-5*X3**2)*(1.107*X2 - 1.6e-5*X3**2)*sin(1.0*X3) - 0.001,0.0006942728387761898
m*r*v*sin(theta),0.9999718341024515,3974.308391*X2*sin(0.014*X1)*sin(0.017*X3)*sin(0.998*X4) - 0.066,0.11263233190665878
1/2*m*(omega**2+omega_0**2)*1/2*x**2,0.9638375378615867,0.76991631063984*X1*X2*X4**2*(0.327*X3 + cos(sin(1.035*X3))) + 0.88,1.5286828422490657
q/C,0.9999999999999851,1.00224528301887*X1/X2 + 0.00191823899371074,3.458538842391871e-08
np.arcsin(n*sin(theta2)),0.998909604035839,1.916*(1.432*X1 - sin(0.921*X1))*sin(0.998*X2) - 0.004,0.010585196021745132
1/(1/d1+n/d2),0.979221857956843,(0.77294484*X1*X2 + (0.035298*X2 + 0.19536*X3)*exp(0.189*X1))*exp(-0.189*X1)/(0.318*X2 + 1.76*X3),0.048422031003783846
omega/c,0.9999999999999817,0.999875194199896*X1/X2,3.006553766265322e-08
sqrt(x1**2+x2**2-2*x1*x2*cos(theta1-theta2)),0.8255336501914647,5.319 - 3.278*cos((0.693*X1 + 0.779*X2)*(0.165*X3 - 0.166*X4)),0.8119552484268238
Int_0*sin(n*theta/2)**2/sin(theta/2)**2,0.7021648859424297,3.79652886405959*X1*exp(-0.441*X2)/X2 + 0.930524*X2 - 2.338*cos(1.001616*X2*X3) - 2.164,0.8172310253314627
sqrt((x2-x1)**2+(y2-y1)**2),0.8733534949520293,0.233836144*(X1 - 0.992619926199262*X2)**2 - 0.796*cos(-1.124*X3 + 0.887*X4 + sin(0.256*X3)) + 1.685,0.2926442266091914
np.arcsin(lambd/(n*d)),0.9998987969266804,-5.897*(0.141*X1 + exp(-3.254*X2))/(0.181*X1 - 0.886578*X2*X3) + 0.004,0.0013805833030478638
q**2*a**2/(6*pi*epsilon*c**3),0.9897484656624335,(X1**2*(0.190438536386672*X2 - 0.144209945111128*X4) + 0.033*X3*X4**2)/(X3*X4**2),0.09039235770715466
(1/2*epsilon*c*Ef**2)*(8*pi*r**2/3)*(omega**4/(omega**2-omega_0**2)**2),0.9318579976554922,0.041454*X1*(3.127*X3 - 0.452*X6)*exp(1.203*X4 + 3.748*X5 - 1.443*X6) + 0.203,1.5637190237876069
q*v*B/p,0.9999999999999887,1.00408716029563*X1*X2*X3/X4,1.827829644405892e-05
omega_0/(1-v/c),0.9997730321748917,1.097398*X3 + 0.002 + 3.62378021016652*X2**2*X3/X1**2,0.027892268862574357
(1+v/c)/sqrt(1-v**2/c**2)*omega_0,0.9999262309259305,1.04652*X3 + 0.002 + 0.526198750471988*X2*X3/X1 + 1.72467530751714*X2**2*X3/X1**2,0.014740167029927217
(h/(2*pi))*omega,0.9999999999999786,0.156316776*X1*X2,3.884640663808247e-08
I1+I2+2*sqrt(I1*I2)*cos(delta),0.9720730069407917,-0.282824325*X1*X2*(0.318*X3 - exp(cos(0.599*X3)**2)) + 3.521*cos(0.995*X3) + 3.634,0.5152595422839302
4*pi*epsilon*(h/(2*pi))**2/(m*q**2),0.9999999999999738,0.318101964494353*X3**2*X4/(X1*X2**2),2.0419240877309226e-08
3/2*pr*V,0.9999999999999598,1.499295663*X1*X2,4.1818979555273846e-07
G*m1*m2/((x2-x1)**2+(y2-y1)**2+(z2-z1)**2),0.8445003706255754,(0.408189433681443*X1*X2*X3*(0.988*X7 + 0.685*X9) - 0.001*X4*X8)/(X4*X8),0.042495926663707315
1/(gamma-1)*pr*V,0.9998950975066333,4.617316*X3*sin(0.025*X2)/(sin(0.115*X1)*sin(sin(0.286*X1))) - 0.004,0.04146661978335879
n*kb*T/V,0.9999999999999876,0.998853656603773*X1*X2*X4/X3,1.835829306169673e-05
n_0*exp(-m*g*x/(kb*T)),0.7203424085903997,0.746307692307692*X4*sin(0.158*X1)/X5 - 0.581 + 1.40640085061138*X6/(X2*X3),0.3508977940632655
h/(2*pi)*omega**3/(pi**2*c**2*(exp((h/(2*pi))*omega/(kb*T))-1)),0.9829051332740496,(0.119829304522761*X1**2*X4*(0.809701492537313*X2 - 0.026*X3*X5) + 0.039*X5**2)/X5**2,0.1250337230264185
mu_drift*q*Volt/d,0.999999999999989,0.941882350994765*X1*X2*X3/X4,1.8254172116106454e-05
mob*kb*T,0.9999999999999799,1.296438801944*X1*X2*X3,9.382845368728475e-07
1/(gamma-1)*kb*v/A,0.9999643580056551,-0.006 + 1.07985150690893*X2*X4/(X1*X3*sin(sin(0.309*X1))),0.011553383367949406
"n*kb*T*log(V2/V1,e)",0.9544203900179868,-0.170220485946*X1*X2*(2.177*X3 + sin(exp(0.676*X5)))*(X4 - X5) - 0.304,5.4973384808867545
sqrt(gamma*pr/rho),0.9915809367712896,0.145200879581152*X1*X2/X3 + 0.134352*X1 + 0.1476*X2 - 0.13608*X3 + 0.819,0.05657352323126833
m*c**2/sqrt(1-v**2/c**2),0.9999939583734062,0.59691138*X1*X2**2 + 0.9981990018*X1*X3**2 - 0.062,0.21226412360311228
m_0/sqrt(1-v**2/c**2),0.9997837134079415,X1*(-0.779559983748232*X2**2 + 0.993215*X3*(0.034*X1 - 1.224*X3))/(X3*(0.034*X1 - 1.224*X3)),0.018482858868220306
x1*(cos(omega*t)+alpha*cos(omega*t)**2),0.24637844894129612,5.472 - 6.313*sin(cos(0.200595184*X2**2*X3*sin(0.083521*X3**2))**2),1.4314673440470984
kappa*(T2-T1)*A/d,0.9797500287775069,(0.599*X1 + cos(0.476*X5))*(-0.869647*X2 + 0.867243*X3)*(0.845*X4 + cos(0.843*X5)) - 0.002,0.8438004627551243
Pwr/(4*pi*r**2),0.9999999999999933,0.0792511247923699*X1/X2**2,1.562961437684401e-09
q/(4*pi*epsilon*r),0.9999999999999831,0.0790431833034242*X1/(X2*X3),1.0373829821631594e-09
1/(4*pi*epsilon)*p_d*cos(theta)/r**2,0.999984498998279,0,8.563490040014073e-05
p_d/(4*pi*epsilon)*3*z/r**5*sqrt(x**2+y**2),0.9222426909225285,(0.013*X1*exp(3.87*X3) + (-39.431315*X1*X3 + 274.139505757307*X2)*sin(0.14*X6))*exp(-3.87*X3)/X1,0.05382552899621758
p_d/(4*pi*epsilon)*3*cos(theta)*sin(theta)/r**3,0.9949448749402094,-1.21670428893905*sin(0.403*X2)*sin(1.998*X3)/(X1*(0.843*X2 - exp(1.734*X4))),0.0011284205633881298
3/5*q**2/(4*pi*epsilon*d),0.9999999999999517,0.0480514120682417*X1**2/(X2*X3),2.5058513732212035e-09
epsilon*Ef**2/2,0.9999999999999779,0.499910152*X1*X2**2,4.4370282467093465e-07
sigma_den/epsilon*1/(1+chi),0.9999999999487829,1.073624*X1/(X2*(1.073112*X3 + 1.073)),1.8259633368404255e-05
x1*y1+x2*y2+x3*y3,0.9372169103005017,0.3163970789*X1*X4*X6 + 3.106165*X2 + 2.872765*X3 + 0.515862625*X5**2 - 4.743,2.448709448640023
q*Ef/(m*(omega_0**2-omega**2)),0.9879529238646684,0.802080823207444*X1*X2*exp(-0.651*X4 + 0.099225*X5**2)/X3 + 0.002,0.012949718362988962
n_0*(1+p_d*Ef*cos(theta)/(kb*T)),0.9158778810206106,1.967 + 2.25827545146375*X5*X6*cos(0.989*X4)/(X2*X3) - 4.85650634723388*X6*exp(-1.167*X4)*cos(0.989*X4)/(X2*X3),0.6973610302101146
n_rho*p_d**2*Ef/(3*kb*T),0.9999999999999738,0.333248024224771*X1*X2**2*X3/(X4*X5),1.4477985557802704e-07
n*alpha/(1-(n*alpha/3))*epsilon*Ef,0.9999511489009392,0.720492084*X1*X2*X3*X4*(0.731145216*X1*X2 + 1.299) + 0.008,0.006146986727443096
1+n*alpha/(1-(n*alpha/3)),0.9999983678957076,1.024*exp(exp(0.35616*X1*X2)) - 1.784,0.0002516553038592624
1/(4*pi*epsilon*c**2)*2*I/r,0.9999999999999648,0.159210843524306*X3/(X1*X2**2*X4),5.638986868251575e-10
rho_c_0/sqrt(1-v**2/c**2),0.998851897654667,0.963648*X1 + 1.95030993089316*X2**2/X3**2 + 0.11 - 1.08387096774194*cos(0.465*X1)/X3,0.03941058114551885
rho_c_0*v/sqrt(1-v**2/c**2),0.9988572292777153,(-0.42989554*X1*X2 + (0.956*X2 - 1.075*X3)*(0.960492638*X1*X2 - 0.043))/(0.956*X2 - 1.075*X3),0.07235860895573007
-mom*B*cos(theta),0.9999759637794856,-876.912*(0.013*X2 + sin(0.03*X2))*sin(0.027*X1)*cos(0.999*X3) - 0.013,0.025097172192826377
-p_d*Ef*cos(theta),0.9999999037491637,-X1*X2*(0.1687578*cos(0.972*X3) + 0.834233865*cos(1.006*X3)),0.0018886544640011368
mu*Nn,0.9999999999999755,1.000401465*X1*X2,1.8276611136638975e-05
q/(4*pi*epsilon*r*(1-v/c)),0.9572909888653709,(0.217809977756594*X1 + 0.001*X2*X3*(0.177*X5 + sin(1.389*X4)) - 0.0168465204957102*X3)/(X2*X3*(0.177*X5 + sin(1.389*X4))),0.0077317310142666525
sqrt(omega**2/c**2-pi**2/d**2),0.9999401866139087,0.977200854700855*X1/X2 + 0.178 - 1.71464943820225*X2/(X1*(0.857*X3 - 0.677884615384615)),0.007162059747797468
epsilon*c*Ef**2,0.9999999999999768,1.00052711436586*X1*X2*X3**2,3.0179370349168976e-05
epsilon*Ef**2,0.9999999999999709,0.998583728688*X1*X2**2,1.79414372184096e-05
q*v/(2*pi*r),0.9999999999999674,0.159113731477999*X1*X2/X3,1.5211753221424446e-08
q*v*r/2,0.9999999999999784,0.50091505464*X1*X2*X3,2.739571347486793e-07
g_*q*B/(2*m),0.9999999999999888,0.500218621153846*X1*X2*X3/X4,1.8289578842755073e-05
q*h/(4*pi*m),0.9999999999999589,0.0795408*X1*X2/X3,9.770673465747773e-09
g_*mom*B*Jz/(h/(2*pi)),0.9999999999999648,6.28699998815599*X1*X3*X4*X5/X2,2.533442343217753e-05
n_0/(exp(mom*B/(kb*T))+exp(-mom*B/(kb*T))),0.8402328943144592,(0.048*X5 + 0.033*(1.74242424242424*X3 + X5*(1.28*X2 - 0.947*X4))*(3.91*X1 - 0.906*X2 + 0.373*X5))/X5,0.11620592772804549
q1*q2*r/(4*pi*epsilon*r**3),0.9999999999999003,0.0788185689768418*X1*X2/(X3*X4**2),4.7469757722905984e-09
n_rho*mom*tanh(mom*B/(kb*T)),0.8566427409758601,(1.25888168*X1*X2 - 0.358822104*X4*X5)*sin(sin(0.396*X3)) + 0.785,2.3266073640565637
mom*H/(kb*T)+(mom*alpha)/(epsilon*c**2*kb*T)*M,0.9716010254798182,2.54051018867925*X1*X2/(X3*X4*(0.214*X2 + 0.166*X6 + 0.492*X7)) - 0.076,0.27261822911909883
mom*(1+chi)*B,0.9999999989057784,2.889536*X1*X2*(0.346423*X3 + 0.346) + 0.001,0.000671743473751839
Y*A*x/d,0.9999999999999772,0.999902164234829*X1*X2*X4/X3,1.8421774550940637e-05
Y/(2*(1+sigma)),0.9999999511686234,(0.500528*X1 + 0.000174*X2 - 0.001*exp(0.025*X2))/(0.974*X2 + exp(0.025*X2)),5.773480532644711e-05
1/(exp((h/(2*pi))*omega/(kb*T))-1),0.9999960101321345,-0.468 - 0.00636794582392777*X4/X1 + 5.51676373212942*X3*X4/(X1*X2),0.01287774578423871
(h/(2*pi))*omega/(exp((h/(2*pi))*omega/(kb*T))-1),0.9993656158554238,36.229*(0.006*X1 + 0.006*X2 - 0.169*X3)*(0.006*X1 + 0.006*X2 - 0.173*X4) + 0.012,0.12666235826494532
2*mom*B/(h/(2*pi)),0.9999999999999759,12.5533733684211*X1*X2/X3,2.5401665378865964e-05
sin(E_n*t/(h/(2*pi)))**2,-0.19985662057886655,X2**2*(0.05011109424*X1 + 0.06351216*sin(3.337929*X1**2)) + 0.921*cos(sin(6.268*X3)) - 0.327,0.3858886446425606
(p_d*Ef*t/(h/(2*pi)))*sin((omega-omega_0)*t/2)**2/((omega-omega_0)*t/2)**2,-0.01942900095262301,6.10998621987716*X1*X2*X3/X4**2 - 1.78476469648007*X1*X3*X5/(X4*X6) + 4.827,14.321534057348577
q1*r/(4*pi*epsilon*r**3),0.999999999999979,0.0810874128047352*X1/(X2*X3**2),7.264564473303246e-10
mom*sqrt(Bx**2+By**2+Bz**2),0.9848634861943109,(2.28165*X1 + 0.62279*X3)*(0.441*X2 + 0.187*X4 + cos(0.281*X2)**2) - 3.981,1.015911964946683
n*(h/(2*pi)),0.9999999999999837,0.158842985*X1*X2,3.497868216730697e-08
2*E_n*d**2*k/(h/(2*pi)),0.9999999999999808,12.5748278559738*X1*X2**2*X3/X4,8.132109499727433e-05
