Original,R2,Modelo,RMSE
exp(-theta**2/2)/sqrt(2*pi),0.9999999999452593,0.399*exp(-0.500085712406251*X1**2),2.620381955651744e-09
exp(-(theta/sigma)**2/2)/(sqrt(2*pi)*sigma),0.9926680970301716,(-0.008*X1*(4.089*X1 + 0.998*X2) + (2.09701939058172*X1 - 0.886781163434903*X2)*exp(0.033*X2))/(X1*(4.089*X1 + 0.998*X2)),0.0034806614032699868
q2*Ef,0.9999999999999849,0.99884178*X1*X2,2.1415062309177094e-07
q*(Ef+B*v*sin(theta)),0.9672646263760803,-7.417215*X4*(1.898*X3 - 0.221*X5)*sin(0.08*X1)*sin(0.093*X2 - 1.083*X5) + 8.457,4.505950291230875
1/2*m*(v**2+u**2+w**2),0.9436727639328955,1.25034624*X1*X2*exp(0.286*X4) + 0.495978750498*X1*X3**2 + 2.397,4.846254440494915
G*m1*m2*(1/r2-1/r1),0.8910634893044075,(0.275416879558011*X2*X5*(2.428*X1 - 0.908*X3)*(0.692*X3 - 0.801*X4) + 0.401*X4)/X4,2.484010207600906
m*g*z,0.999999999999987,1.002933320368*X1*X2*X3,7.763229662181325e-07
1/2*k_spring*x**2,0.9999999999999715,0.497962650108*X1*X2**2,1.8375354116540035e-05
(x-u*t)/sqrt(1-u**2/c**2),0.9983566080592121,0.693663651564578*X1*X2/X3**2 + 1.005941*X1 - 1.003654656*X2*X4 - 0.054,0.056393831653659
(t-u*x/c**2)/sqrt(1-u**2/c**2),0.999006220922048,-1.63298632373954*X1/X2**2 + 0.084*X3 + 0.9275*X4 - 0.122 + 0.695652173913044*X4/X2,0.040952218625350145
m_0*v/sqrt(1-v**2/c**2),0.9984377164306751,1.03656735*X1*X2 + 0.687588611111111*X1*X2/X3 - 0.16541*X1 + 0.016,0.0721599538162682
(u+v)/(1+u*v/c**2),0.9625142087495013,-0.408*(0.516*X2 + 0.718*X3 + exp(cos(0.675*X1)))*cos(0.584*X1) + 2.697,0.23194006666241138
exp(-((theta-theta1)/sigma)**2/2)/(sqrt(2*pi)*sigma),0.872822338723075,(0.165876*X1 + 0.518*sin(1.358*X2 - 0.573*X3)*cos(0.57*X1) - 0.138*cos(1.615*X2))/(1.202*X1 - cos(1.615*X2)),0.015443673350408112
(m1*r1+m2*r2)/(m1+m2),0.930923603732775,-0.380827*X2*exp(-0.18*X1)*cos(0.503*X4) + 0.49235*X3 + 0.158697*X4 + 1.101,0.24059147256273164
r*F*sin(theta),0.9999981866961436,1.00131103*X1*X2*sin(1.0*X3) - 0.009,0.009154266367348174
m*r*v*sin(theta),0.9999999911285692,1.001130611712*X1*X2*X3*sin(1.0*X4) - 0.001,0.00200840651564465
1/2*m*(omega**2+omega_0**2)*1/2*x**2,0.9643040116660042,0.47522204361324*X1*X2*X4**2*exp(0.397*X3) + 4.10626404*X1*X4*exp(-2.13*X2 + 0.397*X3) - 0.82,1.5188030360165752
q/C,0.999999999999981,1.00011025739531*X1/X2,3.458538842391871e-08
np.arcsin(n*sin(theta2)),0.9989834025335027,0.377052*X1*exp(0.529984*X1**2 + cos(0.821*X1))*sin(0.999*X2) - 0.004,0.010227955175461016
1/(1/d1+n/d2),0.980301446857867,0.104458*X1*X2/X3 - 0.058*X2*cos(1.253*X1)/X3 + 0.523 - 0.117544794188862*X3/X2,0.047139999460682085
omega/c,0.9999999999999584,0.999741267787839*X1/X2,3.006553766265322e-08
sqrt(x1**2+x2**2-2*x1*x2*cos(theta1-theta2)),0.39473194294477154,(-1.336*X3*X4 + 0.066*(2.30693069306931*X3**2 + 1.53658536585366*X4**2)*(1.666*X1 + 1.967*X2 + 2.097*X4))/(X3*X4),1.5123481752857593
Int_0*sin(n*theta/2)**2/sin(theta/2)**2,0.05248130524859207,0.698049046321526*X1*sin(0.606*X3)/(X2*sin(0.322*X2)*sin(0.619*X2)) + 0.977,1.457644908641508
sqrt((x2-x1)**2+(y2-y1)**2),0.9516873039769078,-3.489*cos(0.411*X1 - 0.411*X2)*cos(0.43*X3 - 0.435*X4) + 4.23,0.18075277232473982
np.arcsin(lambd/(n*d)),0.9998772867684527,2.1*exp(0.444491658093662*X1/(X2*X3)) - 2.095,0.001523920024450321
q**2*a**2/(6*pi*epsilon*c**3),0.8663592488625262,(-0.232551*X2*(0.303*X1 - 0.087*X2) - 0.062*(0.087*X2 - 0.409*X4)*(0.585*X3 + 0.391*X4))/((0.087*X2 - 0.409*X4)*(0.585*X3 + 0.391*X4)),0.326347594220097
(1/2*epsilon*c*Ef**2)*(8*pi*r**2/3)*(omega**4/(omega**2-omega_0**2)**2),0.8848525237825842,0.213 + 14.3638657763264*(0.294533333333333*X3**2 + X4)**2*(X5 - 0.30954356846473*X6)**2/(0.864332603938731*X1 - X6)**2,2.0327286723438833
q*v*B/p,0.9999999999999853,1.00286888584352*X1*X2*X3/X4,3.90156213233877e-07
omega_0/(1-v/c),0.9951616617993103,0.78449*X3 - 0.012 + 2.35378217270195*X2*X3/X1,0.12876301618882316
(1+v/c)/sqrt(1-v**2/c**2)*omega_0,0.9964208529730118,0.893432*X3 + 0.026 + 1.61070446305419*X2*X3/X1,0.10275040342807246
(h/(2*pi))*omega,0.9999999999999754,0.156810192*X1*X2,1.8272640290696647e-05
I1+I2+2*sqrt(I1*I2)*cos(delta),0.7874919058621404,19.732 - 19.349*sin(0.501*X3),1.4213510891259615
4*pi*epsilon*(h/(2*pi))**2/(m*q**2),0.9999999999999858,0.318135981706366*X3**2*X4/(X1*X2**2),2.0419240877309226e-08
3/2*pr*V,0.9999999999999833,1.49702592*X1*X2,4.1818979555273846e-07
G*m1*m2/((x2-x1)**2+(y2-y1)**2+(z2-z1)**2),0.8444644774959305,(0.186937394358304*X1*X2*X3*(2.118*X7 + 1.467*X9) - 0.001*X4*X8)/(X4*X8),0.04250253073116562
1/(gamma-1)*pr*V,0.9998931547018752,0.113357475*X2*X3 + 0.002 + 3.53599156945398*X2*X3/X1**2,0.04184193578086736
n*kb*T/V,0.9999999999999688,1.00011591590556*X1*X2*X4/X3,3.0471146590557187e-07
n_0*exp(-m*g*x/(kb*T)),0.7565394359721147,0.0332238354037267*X1**2/X5 + 0.262509316770186*X4/X5 - 0.66 + 1.74052325581395*X6*exp(-0.392*X2)/X3,0.327389888487561
h/(2*pi)*omega**3/(pi**2*c**2*(exp((h/(2*pi))*omega/(kb*T))-1)),0.9174470527155256,0.917*exp((X2*(0.671*X1 + 0.362*X4 - 0.596*X5) - 2.07231920199501*X5)/X2) + 0.276,0.2747612218445056
mu_drift*q*Volt/d,0.9999999999999822,0.999650229935567*X1*X2*X3/X4,3.473130644090316e-07
mob*kb*T,0.999999999999974,0.99995776296*X1*X2*X3,9.382845368728475e-07
1/(gamma-1)*kb*v/A,0.9996220195999213,-0.00165227594202899*X1*X4/(X3*sin(0.355*X1)) + 0.009 + 1.30022851119895*X2*X4/(X1*X3*sin(0.355*X1)),0.03765563780565726
"n*kb*T*log(V2/V1,e)",0.9994485798962665,(-6.83529969399077*X1*X2*X3*(X4 - X5) + 0.018852*X4 + 0.019452*X5)/(3.142*X4 + 3.242*X5),0.6046573204161155
