Original,R2,Modelo,RMSE
exp(-theta**2/2)/sqrt(2*pi),0.9999745168393328,0.29*exp(sin(exp(cos(exp(sin(0.475*X1)))))) - 0.427,0.0003838406847975142
exp(-(theta/sigma)**2/2)/(sqrt(2*pi)*sigma),0.9922386078498309,(0.178356*X1 + 0.069*exp(0.929*X1) + 0.356*cos(0.438*X1 - 1.275*X2))*exp(-0.929*X1),0.00357645105540888
q2*Ef,0.9999999999999836,1.000054944*X1*X2,2.1415062309177094e-07
q*(Ef+B*v*sin(theta)),0.9785465880283309,44.535*(0.399714*X3*X4 + sin(0.87*X5))*sin(0.057*X1)*sin(0.948*X5) + 3.415,3.6477548201563335
1/2*m*(v**2+u**2+w**2),0.9349498771840361,0.49*X1*(1.05301*X2 + 1.831)*(0.912*X3*sin(0.291*X3) + 1.246*X4) + 1.945,5.208009930655109
G*m1*m2*(1/r2-1/r1),0.9999985311553948,(0.981873245087452*X1*X2*X5*(X3 - X4) - 0.016*X3*X4)/(X3*X4),0.009131401239961425
m*g*z,0.999999999999983,0.99772159494*X1*X2*X3,7.763229662181325e-07
1/2*k_spring*x**2,0.9999999999999669,0.502979832576*X1*X2**2,1.8045142285416235e-05
(x-u*t)/sqrt(1-u**2/c**2),0.9880360780027708,(-0.612752884031572*X1 + X3*(0.861*X2 - 0.936*X3)*(1.009204*X1 - 1.511909*X2 - 1.544158*X4 + 2.252))/(X3*(0.861*X2 - 0.936*X3)),0.15212836638840513
(t-u*x/c**2)/sqrt(1-u**2/c**2),0.9979704330467434,-0.349864077669903*X1/X2 + 0.972404388349515*X4 + 0.038 + 0.270768699029126*X3*X4/X2,0.058531791608356545
m_0*v/sqrt(1-v**2/c**2),0.9998926999222538,(0.968257984*X1*X2*(0.301*X2 - 0.434*X3) + 0.00196*X2 - 0.00217*X3)/(0.392*X2 - 0.434*X3),0.018903251488960045
(u+v)/(1+u*v/c**2),0.9659813054148868,-0.652 + 5.737*exp(-exp(0.651*X1 - 1.115*X2 - 1.256*X3))*sin(0.239*X1),0.22095740145953385
exp(-((theta-theta1)/sigma)**2/2)/(sqrt(2*pi)*sigma),0.9217265739511129,0.606*exp(exp(-0.996*X1)*sin(0.89*X2 + cos(0.915*X3))) - 0.495,0.01210235564632164
(m1*r1+m2*r2)/(m1+m2),0.9169644761996599,0.49868*X3 + 0.55664*X4 + 0.28*sin(0.941*X2 + 0.464*X4) + 0.066 - 0.0475759924177302*X4**2/X2**2,0.26377762974588115
r*F*sin(theta),0.9999999969770295,301.79828*X1*sin(0.003*X2)*sin(1.0*X3),0.000373326701547298
m*r*v*sin(theta),0.9999993247506209,168.996*(0.717432*X2*X3 - sin(0.001*X4))*sin(0.008*X1)*sin(1.0*X4) - 0.012,0.017444903300453323
1/2*m*(omega**2+omega_0**2)*1/2*x**2,0.9948100466778141,0.79565373*X4**2*(1.207*X1 - 0.034*X3)*(exp(0.445*X3) - sin(1.404*X2)) + 0.384,0.5791198600555205
q/C,0.9999999999999778,0.996588983050848*X1/X2,3.458538842391871e-08
np.arcsin(n*sin(theta2)),0.9989958739091439,2.183*sin(0.999*X2)*sin(sin(0.455*X1))/cos(0.712*X1) - 0.004,0.010153405003648076
1/(1/d1+n/d2),0.9811204104343613,0.0803592727272727*X1*X2/X3 + 0.077688*X2 - 0.086976*X3 - 0.072*cos(0.968*X2) + 0.469,0.046148850140851946
omega/c,0.9999999999999799,1.00043173232596*X1/X2,3.006553766265322e-08
sqrt(x1**2+x2**2-2*x1*x2*cos(theta1-theta2)),0.03872196270893946,0.17812327*X1*X4 + 0.126491625*X2**2 + 0.398569852629465*X3**2/X4**2 - 0.2197*X3 + 0.781,1.9059215157112075
Int_0*sin(n*theta/2)**2/sin(theta/2)**2,0.21739136512085633,((0.275125*X1 - 0.07688*X2)*sin(0.615*X3) + 1.221*sin(0.51*X2)**4)/sin(0.51*X2)**4,1.324732133328377
sqrt((x2-x1)**2+(y2-y1)**2),0.5650946666753615,-1.136*sin(0.532*X2) - 1.136*sin(1.968*X3*exp(-0.493*X4)) - 1.136*sin(0.998*X1 - 0.518*X2) + 4.072,0.5423090794520334
np.arcsin(lambd/(n*d)),0.9998769917542443,2.1*exp(0.444922623910951*X1/(X2*X3)) - 2.096,0.001523920024450321
q**2*a**2/(6*pi*epsilon*c**3),0.7945033510851549,0.0989414986248394*X1*X2**2/(X3*X4**2) + 0.0911813810856363*X1*X2/X4**2 - 0.073,0.40468926229449803
(1/2*epsilon*c*Ef**2)*(8*pi*r**2/3)*(omega**4/(omega**2-omega_0**2)**2),-1.8645258220648433,(-1.2909374913708*X1*X3*X4*X5 - 0.3725*X1 - 2.73117*X5 + 1.98617*X6)/(0.25*X1 + 1.833*X5 - 1.333*X6),10.13858976298944
q*v*B/p,0.9999999999999751,1.00047495482493*X1*X2*X3/X4,3.90156213233877e-07
omega_0/(1-v/c),0.9978004391391336,1.334812*X3 + 0.009 - 2.72166058394161*X3/X1 + 10.3162277923151*X2*X3/X1**2,0.08681246536027272
(1+v/c)/sqrt(1-v**2/c**2)*omega_0,0.996707934173139,8.024016*X2*exp(-1.134*X1) + 0.96096*X3 - 0.052 + 1.386*X2*X3/X1,0.09854373736086865
(h/(2*pi))*omega,0.9999999999999661,0.159534256*X1*X2,3.884640663808247e-08
I1+I2+2*sqrt(I1*I2)*cos(delta),0.9291679783374551,((0.488818*X1 + 0.491436*X2)*sin(1.505*X3) + 3.194*sin(0.5*X3))/sin(0.5*X3),0.8206038581229876
4*pi*epsilon*(h/(2*pi))**2/(m*q**2),0.9999999999999715,0.317711881348524*X3**2*X4/(X1*X2**2),2.0419240877309226e-08
3/2*pr*V,0.9999999999999853,1.501242176*X1*X2,4.1818979555273846e-07
G*m1*m2/((x2-x1)**2+(y2-y1)**2+(z2-z1)**2),0.7935524149684816,(1.38744701370289*X1*X2*X3*X7*(0.036*X5 + 0.052*X9) + 0.025*X4)/X4,0.04897330337442649
1/(gamma-1)*pr*V,0.9998931528338701,0.113216*X2*X3 + 0.002 + 3.48921995835812*X2*X3/X1**2,0.041848063253833945
n*kb*T/V,0.9999999999999676,0.992909854705924*X1*X2*X4/X3,1.835829306169673e-05
n_0*exp(-m*g*x/(kb*T)),0.7770243601733875,0.0334334740673339*X1*X6/(X5*sin(0.284*X2)*sin(0.3*X3)) + 0.018524736*X4*X6/(sin(0.284*X2)*sin(0.3*X3)) - 0.236,0.31332136687989753
h/(2*pi)*omega**3/(pi**2*c**2*(exp((h/(2*pi))*omega/(kb*T))-1)),0.9961905834557979,(0.0610325772795828*X1**2*X4*(1.621*X2 - 0.15*X3) + 0.017*X5**2)/X5**2,0.059022294272074255
mu_drift*q*Volt/d,0.9999999999999915,0.991082327414634*X1*X2*X3/X4,3.473130644090316e-07
mob*kb*T,0.9999999999999806,1.000646230416*X1*X2*X3,9.382845368728475e-07
1/(gamma-1)*kb*v/A,0.9997764648142433,(0.1274*X2*(5.702*X4 - cos(2.361*X1))*exp(cos(0.637*X1)) + 0.001*X3)/X3,0.02896531455533702
"n*kb*T*log(V2/V1,e)",0.9650948496239098,-0.62472813312*X1*X2*X3*(0.678*X4 - 0.696*X5)*cos(0.159*X5) - 0.148,4.810751968173948
sqrt(gamma*pr/rho),0.996696461579467,4.228 - 3.647*exp(-0.123168041684759*X1*X2/X3),0.03544752688211694
m*c**2/sqrt(1-v**2/c**2),0.9999636888618725,(0.280904*X1*(0.167*X2 + 3.142*X3)*(1.39001349527665*X2 + X3*(-0.026*X1 + 1.139*X3)) - 1.6*X3)/X3,0.520385501912427
m_0/sqrt(1-v**2/c**2),0.9986582385420629,(0.206762028608583*X1*(0.086366*X2 + 4.441)*(1.19335347432024*X2 + 1.051*X3**2) - 0.008*X3**2)/X3**2,0.04605052700271531
x1*(cos(omega*t)+alpha*cos(omega*t)**2),0.5891083793899335,(1.617134*X1 + 0.515796*X4)*cos(0.477225*X2*X3)*cos(1.507275*X2*X3) + 2.058,1.0569810589627766
kappa*(T2-T1)*A/d,0.9999999010798236,(-1.00018332095537*X1*X4*(X2 - X3) - 0.002*X5)/X5,0.001870764473828056
Pwr/(4*pi*r**2),0.9999999999999896,0.0821340093334101*X1/X2**2,1.562961437684401e-09
q/(4*pi*epsilon*r),0.9999999999999856,0.0795785431834281*X1/(X2*X3),1.0373829821631594e-09
1/(4*pi*epsilon)*p_d*cos(theta)/r**2,0.9999999530733769,0.0797323697174323*X2*cos(1.0*X3)/(X1*X4**2),5.130043852365582e-10
p_d/(4*pi*epsilon)*3*z/r**5*sqrt(x**2+y**2),0.9359158901605388,-2.84513561200924*X1*X6*exp(-3.956*X3)/(X5*sin(0.174*X1)) + 7.3309327*X2*X6*exp(-3.956*X3)/sin(0.174*X1) + 0.013,0.048858159860879886
p_d/(4*pi*epsilon)*3*cos(theta)*sin(theta)/r**3,0.9999839174433196,0.129209196342325*X2*sin(2.001*X3)/(X1*X4**3),9.128704809670428e-05
3/5*q**2/(4*pi*epsilon*d),0.9999999999999716,0.0478052109169732*X1**2/(X2*X3),2.5058513732212035e-09
epsilon*Ef**2/2,0.9999999999999665,0.5000328369*X1*X2**2,1.834376776767325e-05
sigma_den/epsilon*1/(1+chi),0.9999999967679121,0.535396*X1/(X2*(0.58872*X3 + 0.589)),3.6512953668998954e-05
x1*y1+x2*y2+x3*y3,0.9851235677994744,1.03560552*X3*X6 + 1.01*(0.695*X1 + 0.693*X2)*(0.689*X4 + 0.745*X5) - 0.249,1.1919711109181306
q*Ef/(m*(omega_0**2-omega**2)),0.9986063813887227,0.201296703296703*X2*sin(0.059*X1)/(X3*(0.238*X4 - 0.182*X5)*sin(0.058*X4)),0.0044152389659702345
n_0*(1+p_d*Ef*cos(theta)/(kb*T)),0.9412052889210559,(0.013171175*X1**2*X2 - 0.21876*X2*X3 - 0.197607127143702*X5*X6*cos(0.976*X4))/(X2*(0.007225*X1**2 - 0.12*X3)),0.5829963241833291
n_rho*p_d**2*Ef/(3*kb*T),0.999999999999969,0.333291344740183*X1*X2**2*X3/(X4*X5),1.4477985557802704e-07
n*alpha/(1-(n*alpha/3))*epsilon*Ef,0.9999513304090205,0.388055471344*X1*X2*X3*X4*(1.3525314*X1*X2 + 2.405) + 0.008,0.006132027740062273
1+n*alpha/(1-(n*alpha/3)),0.9999983872198506,1.025*exp(exp(0.356314*X1*X2)) - 1.785,0.0002516553038592624
1/(4*pi*epsilon*c**2)*2*I/r,0.9999999999999702,0.155625848130076*X3/(X1*X2**2*X4),5.638986868251575e-10
rho_c_0/sqrt(1-v**2/c**2),0.9987496907424052,(-0.408576*X2*X3 + X3*(0.962304*X1 + 0.054)*(0.561*X2 - 0.636*X3) + (-0.677433962264151*X2 + 0.768*X3)*cos(0.432*X1))/(X3*(0.561*X2 - 0.636*X3)),0.04114178250170169
rho_c_0*v/sqrt(1-v**2/c**2),0.9998995381917939,(-0.870157477728*X1*X2*X3 + (0.464*X2 - 0.992*X3)*(0.0119646*X1*X3 - 0.002))/(0.464*X2 - 0.992*X3),0.021449708414083595
-mom*B*cos(theta),0.9999994819060262,-0.9973917*X1*X2*cos(1.0*X3) - 0.002,0.003677070580706429
-p_d*Ef*cos(theta),0.9999992527222845,-32707.523*sin(0.004*X1)*sin(0.008*X2)*cos(1.0*X3) - 0.001,0.0052290107884725955
mu*Nn,0.9999999999999842,0.99974042*X1*X2,1.8276611136638975e-05
q/(4*pi*epsilon*r*(1-v/c)),0.9648643196398172,(0.179364238410596*X1/sin(0.196*X5) + 0.002236*X2*X3 - 0.000464*X2*X4)/(X2*(2.236*X3 - 0.464*X4)),0.0070167882842516
sqrt(omega**2/c**2-pi**2/d**2),0.998024827362811,0.98261214953271*X1/X2 + 0.123 - 7.251*exp(-1.57*X3) - 1.68022921741003*X2**2/X1**2,0.04111394851185765
epsilon*c*Ef**2,0.9999999999999841,1.001466696672*X1*X2*X3**2,2.568092265015713e-05
epsilon*Ef**2,0.9999999999999862,0.99843121158*X1*X2**2,1.79414372184096e-05
q*v/(2*pi*r),0.999999999999978,0.159603829787234*X1*X2/X3,1.5211753221424446e-08
q*v*r/2,0.9999999999999825,0.499360221696*X1*X2*X3,2.739571347486793e-07
g_*q*B/(2*m),0.9999999999999813,0.499094776421053*X1*X2*X3/X4,1.408048105586967e-07
q*h/(4*pi*m),0.9999999999999677,0.0808358196371398*X1*X2/X3,9.770673465747773e-09
g_*mom*B*Jz/(h/(2*pi)),0.9999999999999601,6.20769783454666*X1*X3*X4*X5/X2,3.366121995919032e-05
n_0/(exp(mom*B/(kb*T))+exp(-mom*B/(kb*T))),0.8829699665802495,0.159544*X1 + 0.303453376205788*X1/X5 + 0.100620912*X2*X3 - 0.217462*X4 - 0.008,0.09943848785388343
q1*q2*r/(4*pi*epsilon*r**3),0.9999999999999813,0.0795733267677621*X1*X2/(X3*X4**2),4.7469757722905984e-09
n_rho*mom*tanh(mom*B/(kb*T)),0.8622913108322019,0.949021528*X1*X2*sin(0.418*X3) - 0.751205*X4 - 0.761852*X5 - 1.183*sin(0.866*X2) + 4.442,2.280312353766686
mom*H/(kb*T)+(mom*alpha)/(epsilon*c**2*kb*T)*M,0.9660626099846518,(0.881416512657412*X1*X2 + 0.306372406317006*X1*X5 - 0.07*X3*X4*sin(0.551*X7))/(X3*X4*sin(0.551*X7)),0.2980097577353254
mom*(1+chi)*B,0.9999999999990731,X1*X2*(0.9997340814*X3 + 0.99868056),3.626728059882121e-05
Y*A*x/d,0.9999999999999786,0.998215892198405*X1*X2*X4/X3,1.8421774550940637e-05
Y/(2*(1+sigma)),0.9994936496778688,0.437533980582524*X1/X2 - 0.197063224841003*X1/X2**2 + 0.024 - 0.0679611650485437*sin(0.493*X2)/X2,0.004415877989645148
1/(exp((h/(2*pi))*omega/(kb*T))-1),0.9999961856832157,(-0.469*X1*X2*(0.000484*X1 + 1.057) + 6.6370123891129*X3*X4)/(X1*X2*(0.000484*X1 + 1.057)),0.012593520421996953
(h/(2*pi))*omega/(exp((h/(2*pi))*omega/(kb*T))-1),0.9999868531622599,-0.07237348*X1*X2 + 0.996348*X3*X4 - 0.01 + 1.58*exp(-3.793*X1),0.018223043320017066
2*mom*B/(h/(2*pi)),0.9999999999999658,12.558611842341*X1*X2/X3,2.605438927439213e-05
sin(E_n*t/(h/(2*pi)))**2,-0.06308927306675027,-0.003582983725056*(0.407235939643347*X2 - X3**2)**2*sin(3.013*X1)*cos(2.275476*X1*X2) + 0.473,0.3632297598680246
(p_d*Ef*t/(h/(2*pi)))*sin((omega-omega_0)*t/2)**2/((omega-omega_0)*t/2)**2,-0.3707775109422806,(X2**2*(1.54533257952437*X1 - 0.690941970652724*X4)*exp(0.604*X3) + 6.793*X4**2)/X4**2,16.607116289263978
q1*r/(4*pi*epsilon*r**3),0.999999999999989,0.0796129552175338*X1/(X2*X3**2),7.264564473303246e-10
mom*sqrt(Bx**2+By**2+Bz**2),0.9854892897364219,(29.24688*X1 + 0.495*exp(exp(-0.010404*X3**2 + sin(exp(-0.134*X2)))) - 14.061*sin(0.889*X4))*exp(-exp(-0.010404*X3**2 + sin(exp(-0.134*X2)))),0.9946713149163612
n*(h/(2*pi)),0.9999999999999687,0.160073496*X1*X2,3.497868216730697e-08
2*E_n*d**2*k/(h/(2*pi)),0.9999999999999798,12.5677920102172*X1*X2**2*X3/X4,7.222705463535021e-05
I_0*(exp(q*Volt/(kb*T))-1),0.9567513430034125,2.77717111702216*X1*X2*X3**2/(X4*X5) - 1.0977883039179*X1*X3**2 + 0.499,1.1501768038548394
