Original,R2,Modelo,RMSE
exp(-theta**2/2)/sqrt(2*pi),0.9999999999999744,0.399369695844291*exp(-0.499849*X1**2),2.620381955651744e-09
exp(-(theta/sigma)**2/2)/(sqrt(2*pi)*sigma),0.9835241067441276,-0.034*sin(sin(0.442*X2)) + 0.037 + 0.393793005938354/X1 - 0.180872372513903*X2/X1**2,0.005225290465175824
q2*Ef,0.9999999999999752,0.9991696*X1*X2,2.1415062309177094e-07
q*(Ef+B*v*sin(theta)),0.9791896074928013,2.16157032*X1*(0.466*X3*X4 + 1.14025085518814*sin(0.877*X5))*sin(0.95*X5) + 3.565,3.5926674290930025
1/2*m*(v**2+u**2+w**2),0.9094711425104897,0.95811198093*X1*X2*X4 + 3.696184608*X1*X3*sin(0.152*X3) + 3.015,6.143870085508895
G*m1*m2*(1/r2-1/r1),0.9999999234476012,0.999489585127161*X1*X2*X5/X4 - 1.00048608521203*X1*X2*X5/X3 + 0.004,0.0020736519520679897
m*g*z,0.9999999999999555,1.00253406384*X1*X2*X3,7.763229662181325e-07
1/2*k_spring*x**2,0.9999999999999579,0.499201455816*X1*X2**2,4.7555958275540566e-07
(x-u*t)/sqrt(1-u**2/c**2),0.9826286251376958,(1.007632*X1 - 2.355872*X4 + (1.007632*X1 - 1.5079*X2 - 1.511448*X4 + 2.257)*exp(0.542*X3))*exp(-0.542*X3),0.18331369619130908
(t-u*x/c**2)/sqrt(1-u**2/c**2),0.9994072246778464,-1.121232*X1*exp(-0.563*X2) + 0.071064*X3 + 0.99687*X4 + 1.19427*X4*exp(-0.581*X2) - 0.114,0.03162215011987224
m_0*v/sqrt(1-v**2/c**2),0.9996382460960759,-0.013519548*X1**2 + 0.697981215456*X1*X2**2*exp(-0.616*X3) + 1.062035604*X1*X2 - 0.106,0.034722040483285796
(u+v)/(1+u*v/c**2),0.9695218486210632,(-1.302336*X1 + 1.33*X2 - 0.568176*X3 + (-0.125552*X2 - 2.128*cos(0.649*X1) + 2.757)*exp(0.858*X3))*exp(-0.858*X3),0.20914166391626335
exp(-((theta-theta1)/sigma)**2/2)/(sqrt(2*pi)*sigma),0.5695445439255429,0.023*sin(3.17428571428571*X3/X2) + 0.038 + 0.338235294117647*sin(1.19978401727862*X3/X2)/X1,0.028395749156037434
(m1*r1+m2*r2)/(m1+m2),0.9102960507856844,-0.00373305765*X1*X4**2 + 0.505582*X3 + 0.513814*X4 - 0.343*sin(0.170006*X2*X4) + 0.337,0.2741653707649777
r*F*sin(theta),0.9999994938180792,0.247*(2.186*X1 - 0.001*X3)*(1.851*X2 - 0.001*X3)*sin(1.0*X3) - 0.006,0.004833918648133097
m*r*v*sin(theta),0.9999943484260003,1.0001369664*X1*X2*X3*sin(1.001*X4) + 0.03,0.05044157701150895
1/2*m*(omega**2+omega_0**2)*1/2*x**2,0.9652406047186051,2.0612420553921*X1*X3*X4**2*sin(0.267*X2) + 12.9637865119*X1*X4**2*exp(-2.615*X3)*sin(0.267*X2) + 0.102,1.4987367700077585
q/C,0.9999999999999859,1.00010697230181*X1/X2,3.458538842391871e-08
np.arcsin(n*sin(theta2)),0.998527163768347,0.356592*X1*exp(exp(0.056*X1*(3.474*X1 + sin(1.575*X2))))*sin(0.998*X2) - 0.002,0.012305728072431294
1/(1/d1+n/d2),0.9999999999990142,0.453522*X2*(0.964*X1 - sin(0.007*X1))/(0.434784*X1*X3 + 0.435*X2),2.073785030167075e-08
omega/c,0.9999999999999656,1.00024100719424*X1/X2,3.006553766265322e-08
sqrt(x1**2+x2**2-2*x1*x2*cos(theta1-theta2)),0.33190962816429614,0.13054482*X2**2 - 1.845*sin(cos(0.456*X1)) + 1.845*cos(2.72291021671827*X4/X3) + 3.302,1.5889047805073093
Int_0*sin(n*theta/2)**2/sin(theta/2)**2,0.1619552203660296,(1.374*X2**2*sin(0.598*X2)**2 + (1.80624426078972*X1 - 0.578512396694215*X3)*sin(0.609*X3))/(X2**2*sin(0.598*X2)**2),1.3708636516772912
sqrt((x2-x1)**2+(y2-y1)**2),0.886453006839544,-1.171*sin(-0.556*X3 + 0.807*X4 + sin(0.613*X3)) - 1.171*cos(0.748*X1 - 0.75*X2) + 3.106,0.2771031637243914
np.arcsin(lambd/(n*d)),0.999938504858093,(-1.406251*X1*X2 + 0.153692865779927*X1 - 0.00305815599999998*X2**2*X3)/(0.600362756952842*X1 - 1.40079*X2**2*X3),0.001082590016968993
q**2*a**2/(6*pi*epsilon*c**3),0.9903413426857475,(-0.0638950317147857*X1**2*X2 - 0.014*X3*X4*(0.236*X2 - 1.136*X4))/(X3*X4*(0.236*X2 - 1.136*X4)),0.08772491824658307
(1/2*epsilon*c*Ef**2)*(8*pi*r**2/3)*(omega**4/(omega**2-omega_0**2)**2),0.6980514471513679,10.5287789075918*X2**2*X3**2*X4**2*(X5 - 0.280542986425339*X6)**2/X6**2 + 0.115,3.2916769401224792
q*v*B/p,0.9999999999999729,1.00076546574302*X1*X2*X3/X4,1.8264843516541948e-05
