Original,R2,Modelo,RMSE
exp(-theta**2/2)/sqrt(2*pi),0.9999999973602645,0.399*exp(-0.500071470248158*X1**2),2.5820255773319347e-05
exp(-(theta/sigma)**2/2)/(sqrt(2*pi)*sigma),0.9973503247289259,(0.0218435*X2**2 + 0.02009*X2 + 0.362*sin(1.53057708871662*X2/X1) + 0.035*cos(cos(0.234*X1)))/(0.6241*X2**2 + 0.574*X2 + cos(cos(0.234*X1))),0.0020917297628849705
q2*Ef,0.9999999999999692,1.0009818*X1*X2,2.1415062309177094e-07
q*(Ef+B*v*sin(theta)),0.9798600791916581,0.754580253*X1*X4*(1.37*X3 + sin(0.752*X2 - 1.075*X5))*sin(0.958*X5) + 6.246,3.5343084423392126
1/2*m*(v**2+u**2+w**2),0.9097047184538933,0.97057787904*X1*X2*X4 + 0.515020939848*X1*X3**2 + 3.361,6.135943854004056
G*m1*m2*(1/r2-1/r1),0.9999688224578904,1.0007447574128*X1*X2*X5/X4 - 0.99445076522781*X1*X2*X5/X3 - 0.074,0.04202490089300519
m*g*z,0.9999999999999817,1.001448200208*X1*X2*X3,7.763229662181325e-07
1/2*k_spring*x**2,0.9999999999999739,0.500683646736*X1*X2**2,4.7555958275540566e-07
(x-u*t)/sqrt(1-u**2/c**2),0.9915207786093675,1.025712*X1 - 1.542339*X2 - 1.532283*X4 + 1.257*exp(1.336*X2 - 0.816*X3) + 2.212,0.12807961674319834
(t-u*x/c**2)/sqrt(1-u**2/c**2),0.9929122604588142,0.384958*X4*exp(1.0/cos(14.2857142857143*exp(-0.878*X2)/X1)) - 0.165,0.1093691139012728
m_0*v/sqrt(1-v**2/c**2),0.9998903374890107,1.98727953632462*X1*X2**2/X3**2 + 1.04474637262357*X1*X2 - 0.586606610119918*X1*X2/X3 + 0.006,0.019126996869758175
(u+v)/(1+u*v/c**2),0.9525537807373466,-0.227303676587617*X1/(X2*cos(0.161*X2 - 0.181*X3)) + 5.557*sin(0.257*X1)/cos(0.161*X2 - 0.181*X3) - 0.734,0.26094489524503767
exp(-((theta-theta1)/sigma)**2/2)/(sqrt(2*pi)*sigma),0.9045594101305653,0.42*(0.276*X1 - cos(0.101124*X3**2 + cos(exp(0.354*X2))))**2 + 0.124,0.0133864103432126
