Original,R2,Modelo,RMSE
exp(-theta**2/2)/sqrt(2*pi),0.9999983156313874,((-6.133) + ((-3.389) * (((((sin(sin((0.434 * X1))) - sin(sin((0.091 * X1)))) * sin(1.756)) - cos(((sin((0.778 * X1)) * (-0.084)) / (0.686 * X1)))) + (((sin(((-0.623) * X1)) - (sin((0.434 * X1)) - sin(sin(((-0.623) * X1))))) / (0.686 * X1)) * sin((0.091 * X1)))) - cos(((sin((sin(((-0.623) * X1)) - sin((0.556 / (0.686 * X1))))) * (-0.084)) / ((-0.623) * X1)))))),0.10599029404602232
exp(-(theta/sigma)**2/2)/(sqrt(2*pi)*sigma),0.996423183908678,(0.150 + ((-0.037) * (((2.474 + ((-1.351) * X2)) / ((-0.239) * X1)) + (((1.284 * X1) + (((0.666 * X2) / cos((cos((0.933 * X2)) * sin(((-0.180) * X1))))) - ((sin(cos(((-0.977) * X2))) / ((-0.229) * X1)) / cos(((-0.977) * X2))))) + (((((sin(((-2.284) * X2)) / (0.707 * X1)) / (1.284 * X1)) * sin(0.485)) - (cos((sin(((-1.883) * X1)) * sin(0.485))) - (sin(0.707) * sin(((-0.977) * X2))))) + ((-2.140) * X2)))))),0.05698656919050731
q2*Ef,0.999999999999969,((-0.000) + (0.757 * (((-1.019) * X1) * ((-1.296) * X2)))),7.853421597113423
q*(Ef+B*v*sin(theta)),0.9988398834219385,(10.779 + ((-4.382) * (((((sin(sin(sin((0.178 * X1)))) * sin(sin(sin((0.981 * X1))))) - ((sin((1.000 * X5)) * (0.318 * X1)) * (1.644 * X3))) * (0.434 * X4)) + ((sin(sin((0.842 * X1))) - sin(sin((sin(((-1.260) * X1)) * sin((1.020 * X1)))))) / (0.842 * X1))) + (sin((1.020 * X2)) * (0.330 * X1))))),34.90738694134326
1/2*m*(v**2+u**2+w**2),0.9917292234121073,((-6.800) + ((-1.023) * ((3.213 * X1) + ((((sin((sin(((-0.705) * X1)) + (0.748 * X2))) * (1.351 * X3)) + (sin((sin(((-0.705) * X3)) + (0.748 * X2))) + (sin(((-0.705) * X1)) + (sin((0.707 * X3)) * (1.199 * X3))))) - (((((0.828 * X3) + (0.910 * X2)) * (2.577 * X1)) + ((2.121 * X3) + (sin((((0.381 * X4) * ((-0.211) * X2)) - (0.283 * X2))) + ((-0.667) + (0.910 * X2))))) + (0.910 * X2))) - ((((-0.705) * X1) * ((-1.296) * X4)) * (0.530 * X4)))))),28.695135836347124
G*m1*m2*(1/r2-1/r1),0.999999970497109,((-0.002) + (0.016 * ((((((1.168 * X4) / ((-0.156) * X4)) - ((1.168 * X4) / ((-0.156) * X3))) * ((((-0.949) * X5) * ((-1.582) * X1)) / (0.434 * X4))) + ((0.083 * X4) / (((((-0.949) * X5) * ((-1.582) * X1)) / (1.075 * X4)) * (((-2.382) * X2) - ((0.415 * X3) / ((-1.428) * X4)))))) * (((-2.382) * X2) - ((((-0.637) * X3) + ((-1.012) * X1)) - (((-0.637) * X3) + ((-1.012) * X1))))))),10.643295024269216
m*g*z,0.9999999999999153,(4.259 + ((-2.594) * (((((0.803 * X2) * (0.277 * X3)) * ((-1.334) * X1)) / 0.772) + 1.642))),25.832643218651015
1/2*k_spring*x**2,0.9999999999999488,((-0.000) + (0.365 * ((((-1.258) * X2) * (sin((-0.662)) * (0.748 * X2))) * (2.368 * X1)))),19.029720192287837
(x-u*t)/sqrt(1-u**2/c**2),0.9914806024196486,(2.113 + ((-0.279) * ((((cos((0.068 * X3)) / ((1.427 * X3) - (1.865 * X2))) * ((((-0.224) * X3) - ((1.827 * X2) - ((0.986 * X3) - ((1.073 * X1) - (1.992 * X4))))) - (((-1.339) / cos((0.068 * X3))) / cos((0.068 * X3))))) + ((((((-0.994) * X1) - ((-1.778) * X2)) - ((((1.073 * X1) - (1.667 * X4)) - (-1.339)) - (1.810 * X2))) - (((1.073 * X1) - (1.667 * X4)) - (1.965 * X2))) - (0.197 * X4))) + ((1.667 * X4) - (((-0.578) * X4) - ((-0.412) * X1)))))),2.0047241884989164
(t-u*x/c**2)/sqrt(1-u**2/c**2),0.9976312623932275,((-0.206) + ((-0.020) * ((((-1.072) * X2) - (((((((-0.578) * X2) / ((-0.462) * X1)) + ((-1.950) * X2)) - (1.443 * X1)) + ((((0.318 * X4) / ((-0.462) * X1)) / ((0.693 * X1) / (2.303 * X4))) / (0.434 * X1))) / (((1.414 * X2) - (0.693 * X1)) + (((-0.489) * X3) / (0.295 * X4))))) + ((((((((-0.877) * X3) / ((-0.468) * X1)) / (((-0.381) * X2) + (-0.377))) / ((((-0.381) * X2) + ((-1.092) * X2)) + (0.318 * X4))) - ((-1.281) + (-0.377))) / (-0.010)) * (0.313 * X4))))),1.842250013056015
