Original,R2,Modelo,RMSE
exp(-theta**2/2)/sqrt(2*pi),0.9999850472322923,((-4.382) + (3.075 * (sin(cos(sin(sin(sin((sin(((-0.536) * X1)) + sin(((-0.049) * X1)))))))) + sin(sin(cos(sin(sin(sin((((-0.340) * X1) / (((-0.646) * X1) + ((((-0.536) * X1) + ((-0.704) * X1)) + (cos(0.941) + (cos((((-0.536) * X1) + (-0.359))) * ((((-0.891) * X1) - 0.910) * (-0.164)))))))))))))))),0.10601628965608702
exp(-(theta/sigma)**2/2)/(sqrt(2*pi)*sigma),0.9984416172550933,(0.093 + ((-0.126) * (((((cos(((-0.876) * X2)) / (0.328 * X1)) + ((cos((((-1.920) * X1) * (0.328 * X1))) - cos(((-0.763) * X1))) * (((0.087 + 0.087) / ((1.172 * X2) / ((-0.354) * X1))) - (((-0.036) * X2) + 0.087)))) + cos(((-0.763) * X2))) - (((cos(sin(((1.414 * X2) / ((-0.354) * X1)))) - cos(((1.414 * X2) / ((-0.354) * X1)))) / ((-2.614) * X1)) - cos((cos(((-0.763) * X1)) / (0.371 * X1))))) / ((-2.403) * X1)))),0.05709970611530681
q2*Ef,0.9999999999999886,(0.000 + ((-0.738) * ((((-0.992) * X2) * ((-0.555) * X1)) / (1.722 + (-2.128))))),7.853421122681704
q*(Ef+B*v*sin(theta)),0.9999914379420053,((-0.054) + (0.322 * (((1.349 * X1) * (0.693 * X2)) + ((((1.349 * X1) * (0.707 * X2)) + (sin(((((0.693 * X2) / ((-2.436) * X3)) - 1.414) - (-0.951))) + (sin((0.560 * X5)) + ((1.794 * X1) * (0.693 * X2))))) + (((sin((1.002 * X5)) * ((-2.436) * X3)) * ((-0.899) * X1)) * (1.414 * X4)))))),35.237313803671206
1/2*m*(v**2+u**2+w**2),0.9800372265182266,((-6.574) + (0.315 * ((((((((-0.538) * X3) * ((-0.612) * X4)) + (((2.159 * X1) * (2.019 * X2)) - (2.159 * X1))) + ((-1.241) * X2)) + (((2.718 * X1) * (2.303 * X2)) / (((-0.941) * X4) * ((-0.719) * X1)))) + (1.053 * X4)) + ((((cos(((-0.192) - 1.160)) * ((((-1.108) * X4) * ((-0.719) * X1)) + ((((-1.108) * X4) * ((-0.719) * X1)) + ((2.159 * X1) * (1.332 * X2))))) * (2.303 * X4)) + ((((-0.992) * X3) * ((-0.555) * X1)) / ((-0.192) / ((-0.538) * X3)))) + (3.278 * X4))))),28.79364155840717
G*m1*m2*(1/r2-1/r1),0.8883979929446872,((-175.009) + (64.865 * (((sin(sin(sin(sin((0.070 * X3))))) + (cos((((2.932 * X4) + (0.736 / (1.374 * X4))) / ((6.283 * X4) - ((1.931 * X4) + (0.291 * X5))))) + (((0.077 * X3) / ((1.931 * X4) - (0.296 * X5))) + cos(((0.530 * X3) / ((1.931 * X4) + (0.296 * X5))))))) + cos(cos((((((-0.481) * X3) / ((1.931 * X4) - (0.297 * X5))) * (0.209 * X2)) * cos(((0.583 * X1) - ((-0.130) * X5))))))) + (0.707 / (1.414 * X4))))),10.908628250735692
m*g*z,0.9999999999999583,(0.000 + (17.042 * ((2.753 * X1) * ((0.013 * X2) * (1.651 * X3))))),25.832642592385227
1/2*k_spring*x**2,0.9999999999999482,(0.000 + ((-7.411) * (0.371 * ((((-1.050) * X1) * (0.532 * X2)) * (0.326 * X2))))),19.029717428673724
(x-u*t)/sqrt(1-u**2/c**2),0.9978209692282114,(0.083 + (2.734 * ((((0.048 * (sin(((-0.449) * X2)) / ((((0.822 * X4) * sin(((-0.142) * (0.754 * X3)))) + (0.434 * X4)) - cos((0.681 * X2))))) + (0.048 * ((-0.202) * X3))) + (((0.822 * X4) * ((-0.449) * X2)) + (0.377 * X1))) + (0.048 * cos(((((0.048 * ((-0.202) * X3)) + ((0.048 * ((-0.202) * X3)) + (0.377 * X1))) / 0.634) * ((0.191 * X3) / (((0.434 * X4) * (-0.952)) + (0.377 * X1))))))))),1.971291936369757
(t-u*x/c**2)/sqrt(1-u**2/c**2),0.9996285418312886,(5.308 + (1.439 * (((((sin(sin(sin(((-0.027) * X1)))) - (cos(sin((0.062 * X1))) - (0.693 * X4))) / cos(((((1.490 * X3) * ((-0.149) * X3)) * (1.414 * X3)) / ((1.469 * X2) - ((-0.318) * X1))))) - 1.624) - cos(((sin(((-0.783) * X1)) * (1.443 * X3)) / ((1.414 * X2) + sin(((-1.184) * X1)))))) / cos((((1.443 * X3) * 0.752) / (sin((2.303 * X3)) + ((-1.127) * X2))))))),1.83560214384471
