Original,R2,Modelo,RMSE
exp(-theta**2/2)/sqrt(2*pi),0.9999994326526197,((-0.718) + ((-0.835) * ((sin(sin(((cos(0.693) / (0.614 * X1)) + sin((0.434 * X1))))) * (sin(sin(((cos(0.707) / (0.614 * X1)) + sin(((-0.581) * X1))))) * cos(((-0.665) * 0.707)))) - (cos((((0.029 * cos(sin((3.065 * X1)))) / ((0.457 * X1) + (cos(((-0.581) * X1)) / (0.796 * X1)))) * (0.693 * X1))) + sin(sin(((cos(0.707) / (0.614 * X1)) + sin(((-0.581) * X1))))))))),0.10599691380793823
exp(-(theta/sigma)**2/2)/(sqrt(2*pi)*sigma),0.990934029328048,(0.066 + (0.082 * (((cos((0.889 * X2)) / (0.644 * X1)) / (0.644 * X1)) + cos(cos((((1.390 + ((-0.145) * X1)) + sin((((0.882 * X2) * ((-1.127) * X2)) / (-2.877)))) / ((((((0.882 * X2) * ((-1.127) * X2)) / (-1.969)) / cos((((-1.855) * X1) * sin((1.390 + ((-0.145) * X1)))))) / (0.434 * X2)) + ((cos((0.827 * X2)) / (0.644 * X1)) / (0.707 * X1))))))))),0.05701143431946939
q2*Ef,0.9999999999998844,(0.000 + ((-0.868) * ((((-0.396) * X1) / (-0.528)) * ((-1.537) * X2)))),7.853420349300138
q*(Ef+B*v*sin(theta)),0.9966269748801638,((-8.839) + ((-13.001) * ((((((sin(sin(((-0.915) * X5))) * (0.434 * X4)) * (0.233 * X1)) * 1.394) * (0.236 * X3)) - (0.222 * X1)) + (((((sin(((-1.050) * X5)) * (0.384 * X4)) * (0.233 * X1)) * 2.323) * (0.236 * X3)) - (0.236 * X2))))),35.05269545827074
1/2*m*(v**2+u**2+w**2),0.9999996652881638,((-2.262) + (0.328 * (((((0.265 / (1.786 * X2)) - (((0.318 * X4) * ((-0.407) * X4)) * ((-0.843) * X1))) - (((0.326 * X3) * (((-2.961) * X3) * (0.707 * X1))) * (0.265 / (-0.567)))) + (((((0.265 / (-0.567)) - (((0.318 * X4) * ((-0.407) * X4)) * ((-0.864) * X1))) - (((0.326 * X3) * (((-1.175) * X3) * (0.707 * X1))) * (0.265 / (-0.567)))) / ((-0.123) * X2)) * (1.786 * X2))) - (((1.592 * X2) * (0.707 * X1)) * ((-1.356) * X2))))),28.877471423291354
G*m1*m2*(1/r2-1/r1),0.9998014148268364,((-0.998) + ((-0.180) * ((((((0.791 * X1) * ((((0.006 * X5) / ((-0.071) * X2)) - 1.495) * (((-0.817) * X2) - 3.307))) - ((0.791 * X1) * ((((-0.114) * X4) - (((-0.450) * X3) - ((-0.274) * X4))) / (0.006 * X3)))) * ((((0.454 * X5) * (((-0.825) * X2) - (((-0.450) * X3) / (5.989 * X3)))) - ((0.869 * X5) * ((((-0.840) * X4) - ((-1.191) * X2)) * ((0.006 * X5) / ((-0.791) * X2))))) / ((-3.425) * X4))) - (1.772 / sin((0.498 * X2)))) + (((-0.617) * X2) + ((-0.309) * X4))))),10.616327605345113
m*g*z,0.9999999999999554,(0.000 + (91.624 * (((0.017 * X2) * ((-0.682) * X1)) * ((-0.966) * X3)))),25.832642115131875
1/2*k_spring*x**2,0.9999999999999865,((-0.000) + (45.812 * (((0.017 * X2) * ((-0.682) * X1)) * ((-0.966) * X2)))),19.029718780485624
(x-u*t)/sqrt(1-u**2/c**2),0.9940843376144349,(2.775 + ((-0.500) * ((((1.443 * X4) - (0.841 * X1)) / ((((1.403 * X4) * ((0.500 * X4) * ((1.403 * X4) / 3.154))) - (0.841 * X1)) + (0.735 * X2))) + ((((((2.291 * X4) - (0.841 * X1)) + (((1.403 * X4) * ((1.403 * X4) / 3.154)) * sin(((((0.838 * X3) / ((-0.319) * X4)) * (((-0.045) * X2) + (0.028 * X4))) - ((-1.036) + 1.368))))) + (1.172 - (0.841 * X1))) + (0.707 * X2)) + (((1.339 * X4) - (0.330 * X1)) + (0.707 * X2)))))),1.9691802527038451
(t-u*x/c**2)/sqrt(1-u**2/c**2),0.9948252243513366,((-0.977) + ((-0.392) * ((((cos((((-0.013) * X2) * (cos(((-0.601) * X2)) - (1.004 * X4)))) * ((cos((((-0.060) * X1) * 1.772)) * ((-0.932) * X4)) + ((-1.017) * X4))) + ((-0.013) * X2)) + ((-0.013) * X2)) + (((((-0.234) * X3) - sin(sin(sin(cos((0.282 * X4)))))) - (0.989 * X4)) + ((((-0.234) * X3) - cos(sin(((-0.956) * X3)))) + (sin((cos(cos(((-0.601) * X2))) * ((1.004 * X4) + sin((1.640 * X4))))) * (0.216 * X3))))))),1.847457887942796
