Original,R2,Modelo,RMSE
exp(-theta**2/2)/sqrt(2*pi),0.9999986613232503,(0.191 + (0.232 * (((((((-0.791) * X1) / cos(sin(sin(((-0.063) * X1))))) - sin((0.927 * X1))) * sin(cos(cos(sin(((cos((((-0.571) * X1) + (-1.498))) / sin(0.582)) * (-0.850))))))) + sin(cos(cos(sin(cos(((0.707 * X1) + (-1.508)))))))) + 0.618))),0.1059874179170875
exp(-(theta/sigma)**2/2)/(sqrt(2*pi)*sigma),0.9966823566550987,(0.104 + ((-0.290) * (((((-0.149) - ((cos(((-0.934) * X2)) * cos(sin((0.618 * X1)))) * cos(sin((0.644 * X1))))) * cos(((-0.419) * X1))) * cos(((cos((0.600 * X1)) * sin((2.987 * X2))) * sin((0.707 * X2))))) + (cos(cos(((0.183 * X1) / ((0.419 * X1) / sin((((-0.543) * X2) + (0.419 * X1))))))) - (cos(sin(((-0.573) * X1))) * sin((0.600 * X1))))))),0.0579400406630124
q2*Ef,0.9999999999998131,(0.000 + (5.080 * (((-0.364) * X1) * ((-0.541) * X2)))),7.853421380376111
q*(Ef+B*v*sin(theta)),0.9999480446372979,((-0.053) + ((-75.805) * ((((-0.019) * X2) - ((0.296 * X3) * (((-0.751) * X4) * ((0.277 * X3) * (sin(((-0.997) * X5)) / (3.230 * X3)))))) * (0.693 * X1)))),35.198504595541316
1/2*m*(v**2+u**2+w**2),0.9917022266235394,((-0.191) + (0.917 * (((0.749 * X2) * ((((0.366 * X1) * (((1.668 * X4) + (0.434 * X2)) - (0.941 * X3))) + ((0.423 * X2) * (((-1.862) * X1) * ((((-0.938) * X4) - (0.848 * X3)) / ((1.772 * X4) * 1.772))))) + ((((1.583 * X4) + (0.434 * X2)) - (0.458 * X3)) / ((-0.992) * X2)))) + ((((-1.641) * X1) * ((0.298 * X3) * (((-0.938) * X4) - (0.860 * X3)))) - (((-1.411) * X4) - ((0.366 * X1) * ((0.366 * X4) * (((2.090 * X4) + 1.004) - (1.596 * X3))))))))),29.183109622294616
G*m1*m2*(1/r2-1/r1),0.9999999999998818,(0.000 + ((-0.129) * (((((6.283 * X2) + (0.078 * X4)) * (((1.054 * X5) * (((((-1.677) * X4) - ((-2.018) * X4)) - (((-1.677) * X3) - ((-2.018) * X4))) * ((-0.593) * X1))) / ((-0.593) * X4))) - (((1.125 * X2) + (0.078 * X4)) * (((1.054 * X5) * (((((-1.677) * X4) - ((-2.018) * X4)) - (((-1.677) * X3) - ((-2.018) * X4))) * ((-0.593) * X1))) / ((-0.593) * X4)))) / ((-1.173) * X3)))),10.643424993267564
m*g*z,0.9999999999999145,(0.000 + ((-0.227) * (((0.247 * X2) / 0.035) * ((0.423 * X3) * ((-1.479) * X1))))),25.832643037495277
1/2*k_spring*x**2,0.9999999999999792,(0.000 + (1.967 * ((((-0.364) * X1) * ((-0.541) * X2)) * (1.291 * X2)))),19.029717734631504
(x-u*t)/sqrt(1-u**2/c**2),0.999341631261212,(5.330 + ((-5.978) * ((((((0.726 * X2) * (0.224 * X4)) + (((-0.266) * X1) + (0.170 * X1))) + (cos(((0.092 * X3) / (((-1.301) * X2) + (1.132 * X3)))) / cos(((0.092 * X4) / 1.414)))) + (cos(((0.092 * X4) / (((((-1.301) * X2) + (1.132 * X3)) - (-1.182)) / (((0.744 * X1) / (0.318 * X4)) + (cos((0.456 * X4)) - (0.417 * X1)))))) - (2.034 * cos(cos((((-0.102) * X2) / (((-1.301) * X2) + (1.132 * X3)))))))) + ((-0.071) * X1)))),1.9757832587803121
(t-u*x/c**2)/sqrt(1-u**2/c**2),0.9969052183165048,((-0.264) + (0.656 * ((cos(sin(sin((((1.044 * X4) - (-1.541)) * (sin(2.242) / ((-0.457) * X2)))))) + (sin(cos(sin(sin((0.225 * X1))))) + (cos((0.667 * X4)) * ((-0.207) * X3)))) - (((-1.453) * X4) + cos((((((1.052 - (0.225 * X1)) - (0.225 * X1)) - (-1.730)) * ((1.052 / (0.707 * X1)) / (0.434 * X2))) * ((cos(((-1.545) * X4)) * (0.707 * X3)) / (0.434 * X2)))))))),1.8351832702664896
m_0*v/sqrt(1-v**2/c**2),0.9977361584137862,(0.018 + (1.223 * ((((((((((-2.508) * X1) - (8.287 * X1)) * ((-0.020) * X3)) * ((-0.020) * X3)) - ((-0.864) * X1)) * ((-0.030) * X3)) - ((-0.675) * X1)) * (1.709 * X2)) + ((-0.138) * X1)))),2.604536694497508
(u+v)/(1+u*v/c**2),0.9651530960725845,(1.056 + (7.735 * (((((((sin((0.272 * X1)) - cos((0.636 * X1))) + sin((0.324 * X1))) - (0.495 * X2)) * (0.021 * X3)) + ((((0.636 * X1) - sin((0.268 * X1))) + sin((0.324 * X1))) * (0.021 * X2))) + (((sin((0.318 * X1)) + cos(sin(cos((0.739 * X1))))) - (0.495 * X2)) * (0.021 * X3))) + (((sin((0.324 * X1)) + sin((0.227 * X1))) - (0.021 * X2)) * (0.021 * X2))))),1.741167071530074
exp(-((theta-theta1)/sigma)**2/2)/(sqrt(2*pi)*sigma),0.9863803821870456,(0.034 + (0.310 * (cos((1.152 / (1.020 * X1))) / (sin(sin(((((-0.340) * ((-0.340) * (2.328 * X3))) - ((((-0.632) * X3) + ((-0.074) * X2)) + 1.167)) + ((-1.174) * X2)))) - ((-1.209) * X1))))),0.06002767308465793
(m1*r1+m2*r2)/(m1+m2),0.9898772045474855,(2.119 + ((-1.399) * (((-0.238) * X3) + (((-0.060) / ((-0.903) / ((((-0.761) * X4) + ((-0.889) * X4)) + (((-1.585) * X3) - (((0.988 * X4) + ((-1.141) * X3)) * ((0.693 * X2) + ((-0.598) * X1))))))) + (((-0.903) / ((((-1.141) * X3) - (((0.988 * X4) + ((-0.692) * X3)) * ((0.318 * X2) + ((-0.692) * X3)))) + (((-0.914) * X2) + (((-1.141) * X3) - ((0.318 * X2) * ((-0.581) * X1)))))) + cos((0.307 * X4))))))),1.2878507408350404
r*F*sin(theta),0.9999998524110199,((-0.004) + (1.422 * (((((sin(((-1.024) * X3)) * (0.712 * X2)) * ((-0.350) * X1)) + ((sin(((-0.987) * X3)) * (0.434 * X2)) * ((-0.350) * X1))) + ((sin(((-0.987) * X3)) * (0.434 * X2)) * ((-0.350) * X1))) + (((sin(((-0.987) * X3)) * (0.434 * X2)) * cos(sin(((sin((0.693 * X3)) / 0.748) / (((1.363 * X3) / cos((-1.259))) - ((-1.259) - (-0.016))))))) * ((-0.350) * X1))))),9.609606840120692
m*r*v*sin(theta),0.9999999430290065,((-0.006) + (0.029 * (((((2.718 * (sin((1.000 * X4)) * (1.414 * X3))) * (2.718 * X1)) * (3.142 * X2)) + (((sin((1.003 * X4)) * ((-0.056) * X1)) * (-1.059)) * sin((1.003 * X4)))) + ((((sin((1.003 * X4)) * (8.058 * X3)) * (2.718 * X1)) * (-1.059)) * ((-0.056) * X2))))),30.012790319299405
1/2*m*(omega**2+omega_0**2)*1/2*x**2,0.9999999993908729,((-0.000) + ((-0.081) * ((((((-2.127) * X1) * (3.142 * (2.158 * X4))) * ((0.434 * X4) * (1.431 * X3))) * (0.344 * X3)) - ((((((-2.127) * X1) * (2.254 * X2)) * ((-1.498) * X4)) * (0.535 * X2)) * (0.802 * X4))))),11.368549134360572
q/C,0.9999999999999591,((-0.000) + ((-1.204) * ((0.393 * X1) / ((-0.473) * X2)))),0.9281803577034895
np.arcsin(n*sin(theta2)),0.9998541515758689,(0.003 + (0.691 * (((sin((1.005 * X2)) * (1.414 * X1)) / cos(((cos((sin(((-1.057) * X2)) * (6.817 * X1))) * ((sin(((-3.627) * X2)) * sin(((-1.642) * X2))) * (sin((0.373 * X2)) * (0.356 * X1)))) / cos((sin(((-3.671) * X2)) * (sin(((-3.671) * X2)) * (0.742 * X1))))))) / cos((sin(((-0.987) * X2)) * (0.707 * X1)))))),0.4530278304887827
1/(1/d1+n/d2),0.9964037803716618,(0.108 + ((-0.836) * ((((((0.386 * X1) + (((-0.016) * X2) / ((0.379 * X2) / ((-0.890) * X3)))) + cos(((0.379 * X2) / ((-0.836) * X3)))) + cos(((((-0.340) * X2) / ((0.386 * X1) + (((-0.340) * X2) / ((-1.769) * X3)))) / ((-0.890) * X3)))) + cos((((((-0.340) * X2) / ((0.318 * X1) + (((-0.340) * X2) / ((-1.769) * X3)))) / (((0.386 * X1) + (((-0.016) * X2) / ((-2.125) * X3))) + (((0.382 * X2) / ((-0.836) * X3)) / ((-1.755) * X1)))) / ((-0.890) * X3)))) * ((0.382 * X2) / ((-2.125) * X3))))),0.47069242533135563
omega/c,0.9999999999999252,(0.000 + ((-1.204) * ((0.393 * X1) / ((-0.473) * X2)))),1.1681841481249702
sqrt(x1**2+x2**2-2*x1*x2*cos(theta1-theta2)),0.8468566094119752,(3.300 + ((-1.641) * ((((cos(((0.639 * X3) + ((-0.598) * X4))) + (cos(cos(((0.639 * X3) + ((-0.598) * X4)))) * ((((-1.124) * X1) + ((-1.647) * X2)) / 3.142))) + cos(cos((0.508 * X2)))) + (cos(cos(((-1.026) * X1))) * (cos(cos(cos((3.158 * X3)))) * (((((-1.124) * X1) + ((-0.868) * X4)) / 3.127) / 2.234)))) + cos(cos((cos(cos((0.508 * X2))) + ((0.639 * X3) + ((-0.612) * X4)))))))),2.5431646030997754
Int_0*sin(n*theta/2)**2/sin(theta/2)**2,0.826533889809334,(0.432 + (3.059 * (((((((-0.674) * ((-0.334) - ((-2.894) * X1))) / ((-1.024) * X2)) * cos(sin((0.606 * X2)))) * cos(sin((sin((0.610 * X2)) / 0.527)))) * cos(sin((sin(((0.606 * X2) / sin((0.610 * X3)))) / sin((0.774 * X3)))))) * (sin((sin(sin(sin(((-0.656) * X3)))) + (cos((1.772 / (0.606 * X2))) - ((0.816 * X3) * ((-1.050) * X2))))) - cos(((-1.298) / (-0.378))))))),1.9337374009455928
sqrt((x2-x1)**2+(y2-y1)**2),0.8729521077955772,(2.066 + ((-1.168) * ((sin(((((-0.812) * X2) - ((-1.175) * X1)) + cos((0.334 * X1)))) - ((cos((1.082 * X3)) * 0.551) * 0.551)) + ((sin((((-0.662) * X3) - ((-1.172) * X4))) - sin((0.572 * X4))) + ((((cos((1.086 * X2)) * ((((-0.574) * X3) - ((-1.172) * X4)) + sin(((-2.450) * X4)))) * 0.399) - (sin(cos(cos((1.082 * X3)))) * cos((((-0.574) * X3) - ((-1.289) * X4))))) / (sin(((-2.784) * X4)) + ((-1.757) * X4))))))),1.1154267152602055
np.arcsin(lambd/(n*d)),0.9999990423256365,((-0.000) + ((-0.156) * ((((((((-0.995) * X1) / (0.434 * X3)) * (((((-0.995) * X1) / ((-0.154) * X3)) + ((0.475 * X2) + (0.576 * X2))) / (6.864 * X2))) * (((((-0.995) * X1) / ((-0.154) * X3)) + ((0.475 * X2) + (0.576 * X2))) / (6.864 * X2))) * (((((-0.995) * X1) / ((-0.154) * X3)) + (0.072 + (0.576 * X2))) / (6.864 * X2))) - (((-1.613) * X1) / ((-0.154) * X3))) / (((0.475 * X2) + (0.576 * X2)) + (0.576 * X2))))),0.19470396290192188
q**2*a**2/(6*pi*epsilon*c**3),0.9999999999999961,(0.000 + (0.000 * (((((((-1.293) * X1) / ((-0.293) * X4)) * (1.421 * X2)) / (0.243 * X4)) * ((((-1.293) * X1) / ((-0.436) * X4)) * (1.421 * X2))) / (0.243 * X3)))),1.2625081923757937
