Original,R2,Modelo,RMSE
exp(-theta**2/2)/sqrt(2*pi),0.9999989537488889,(0.143 + (0.148 * (((((-1.096) * X1) / ((-1.009) + ((((-1.805) * X1) / (0.258 + cos(0.718))) + 1.034))) + sin((cos((sin(sin(((-0.563) * X1))) + sin(((-0.513) * X1)))) + sin((((-0.513) * X1) + 0.258))))) + sin(sin(sin(sin(sin((((-0.513) * X1) + 0.258))))))))),0.10601314494128461
exp(-(theta/sigma)**2/2)/(sqrt(2*pi)*sigma),0.9966167677169048,(0.130 + (0.025 * ((((((cos(((-1.025) * X2)) / (0.599 * X1)) * ((cos(((-0.873) * X2)) / (0.693 * X1)) - cos(((-0.873) * X2)))) * ((-0.400) * X2)) - ((((cos(((-1.024) * X2)) - ((-0.400) * X2)) * sin((0.948 * X1))) * ((-0.323) * X2)) - 0.693)) * (((((((-0.338) * X1) / (-3.117)) * ((-0.400) * X1)) - 0.797) + (((cos(((-0.873) * X2)) / 1.047) / 1.050) / (0.789 * X1))) + sin((0.707 * X1)))) / (((-0.338) * X1) / (-3.220))))),0.056773442252197104
q2*Ef,0.9999999999999555,(0.000 + (1.039 * ((-0.940) * (((-0.985) * X1) * (1.040 * X2))))),7.85342092354244
q*(Ef+B*v*sin(theta)),0.9981734593704603,((-0.875) + ((-3.069) * ((2.303 * X3) * (((-4.240) * ((0.122 * X1) * ((0.122 * X4) * ((sin(((-0.991) * X5)) + ((0.123 * X2) / ((-1.020) * X3))) / (-0.446))))) + (((((0.123 * X2) / ((-1.020) * X3)) / cos(((-0.231) * X5))) / cos(((((-0.231) * X4) + (0.119 * X1)) + cos((((-0.231) * X5) + (0.122 * X1)))))) / cos(((((-0.231) * X5) + (0.137 * X1)) + cos((((-0.231) * X5) + cos(6.283)))))))))),34.85471818564702
1/2*m*(v**2+u**2+w**2),0.9963775449791292,((-5.276) + ((-0.226) * (((((((1.142 * X3) + sin((1.664 * X3))) * ((-3.616) * X1)) - (1.119 * X3)) - (3.057 * X4)) - ((0.746 * X2) + (1.119 * X3))) + ((((((-0.051) * X1) + (((-0.051) * X1) + (1.142 * X3))) * ((-4.731) * X1)) - ((1.119 * X3) + (((((-1.265) * X1) * (1.050 * X2)) + (((2.198 * X2) + (0.434 * X3)) * ((-0.873) * X1))) * ((-0.652) * X2)))) + ((0.552 * X4) * ((0.552 * X4) * ((((-1.545) * X1) - (0.128 * X1)) + (((0.946 * X4) + (0.354 * X3)) * ((-0.873) * X1))))))))),28.79486496329596
G*m1*m2*(1/r2-1/r1),0.9741721404102828,(3.270 + (536.615 * ((((-0.137) + (-0.205)) - ((((-0.452) * X3) / ((-0.419) * X4)) / ((((((-1.161) * X4) / ((-1.062) * X4)) / (((0.434 * X1) + (0.607 * X5)) * ((-0.055) * X2))) + ((-1.062) * X4)) + ((-0.055) * X2)))) / (((((-0.452) * X3) / ((-0.419) * X4)) / (((0.344 * X1) + (((-0.055) * X2) + (((-0.055) * X2) + (0.318 * X5)))) * ((-0.055) * X2))) * (((((-1.029) / (0.434 * X4)) - (0.708 * X4)) / ((0.675 * X5) * (0.823 + (0.333 * X3)))) + ((-1.349) * X4)))))),10.42095704624853
m*g*z,0.9999999999999452,(0.000 + (10.787 * (((-0.762) * X1) * (((-0.995) * X3) * (0.122 * X2))))),25.83264094859859
1/2*k_spring*x**2,0.9999999999999195,((-0.000) + (1.258 * ((0.413 * X2) * ((-0.940) * (((-0.985) * X1) * (1.040 * X2)))))),19.029720772095303
(x-u*t)/sqrt(1-u**2/c**2),0.9925019191454313,(4.025 + ((-1.676) * ((0.395 * X2) + ((0.531 * X2) + (((0.880 * X4) + ((((0.296 * X1) / (0.645 * X3)) + (sin(((-2.103) * X2)) - (0.645 * X3))) / (((0.880 * X4) / (0.399 * X1)) + (sin(((-2.044) * X2)) - (0.693 * X3))))) - (0.587 * X1)))))),1.9994279583157761
(t-u*x/c**2)/sqrt(1-u**2/c**2),0.9963190967599067,(0.300 + (0.618 * (sin(sin((((((((-2.833) * X3) * 0.117) + sin((0.331 * X1))) - (1.194 / (((((3.142 * X1) + (0.434 * X2)) / (1.695 * X4)) * ((0.177 * X2) * (-0.299))) + (((-0.674) * X3) * ((0.253 * X4) / (0.177 * X2)))))) * (((-2.833) * X3) * 0.275)) - (((((-2.833) * X3) * 0.281) + (0.331 * X1)) * (((0.707 * X3) * 0.275) * ((((-3.101) * X3) * 0.281) / ((-0.234) * X2))))))) + (1.695 * X4)))),1.8289101489926214
m_0*v/sqrt(1-v**2/c**2),0.9999991131491724,((-0.001) + (0.569 * (((((-0.366) * X2) * ((-1.605) * X1)) + (((((((-0.366) * X2) * ((-1.517) * X1)) + (((-0.366) * X2) * ((-1.605) * X1))) * ((0.252 * X2) / (0.349 * X3))) * ((0.252 * X2) / (0.349 * X3))) + (((-0.366) * X2) * ((-1.701) * X1)))) + ((((((((-0.366) * X2) * (((-0.366) * X2) * (2.463 * X1))) + (((-0.366) * X2) * (((-0.366) * X2) * (2.463 * X1)))) * ((0.252 * X2) / (0.349 * X3))) * ((0.252 * X2) / (0.349 * X3))) / (0.349 * X3)) + (((-0.366) * X2) * ((-1.517) * X1)))))),2.5819646864345516
(u+v)/(1+u*v/c**2),0.9899387060148351,((-0.457) + ((-5.211) * (((((sin(cos(sin((0.247 + ((-0.804) - ((0.261 * X1) - (-0.616))))))) - 0.752) * (((((-0.786) * X3) - (-0.450)) - ((-0.144) * X2)) * (0.874 * X2))) + sin(((sin((0.707 * X3)) - 0.991) - 0.070))) * 0.101) - (sin((0.268 * X1)) * cos(((0.268 * X1) / (((0.707 * X3) - 0.070) * (0.874 * X2)))))))),1.6919961837982913
exp(-((theta-theta1)/sigma)**2/2)/(sqrt(2*pi)*sigma),0.822509124322802,(0.016 + ((-0.446) * (sin((0.611 * X1)) / (((-1.603) * X1) + sin(((sin((0.675 * X2)) * (0.307 / (cos(((-0.468) * X2)) * sin((0.765 * X1))))) + (sin((0.665 * X2)) - sin(cos((((-0.470) * X3) / (-0.203))))))))))),0.06391397074091351
(m1*r1+m2*r2)/(m1+m2),0.9141024676219193,((-0.015) + ((-0.352) * ((2.692 * (((0.434 * X3) - ((((0.662 * X2) * (0.061 * X4)) * (((0.662 * X2) * (0.061 * X4)) * (0.318 * X4))) + ((((-0.764) * X3) * (0.117 * X4)) + ((1.772 * X4) + (1.881 * X3))))) + (0.415 * X4))) + (((((1.004 * X2) * (0.061 * X3)) + (((0.662 * X2) * (0.061 * X3)) + ((((-1.340) * X3) * (0.122 * X4)) + (((0.693 * X4) * (0.061 * X4)) + ((1.772 * X4) + (1.881 * X3)))))) + ((0.549 * X1) * (0.061 * X4))) + (0.415 * X4))))),1.2979570758499752
r*F*sin(theta),0.999999884001893,((-0.000) + ((-475.543) * (((-0.482) * X1) * (((-0.808) * X2) * ((((sin((0.615 * X3)) * (0.186 - sin(0.188))) / sin(sin((0.998 * X3)))) - ((0.854 * (0.854 * (0.854 * (-1.501)))) * 0.186)) * ((0.286 - (sin((0.998 * X3)) * (0.186 - sin(0.188)))) * sin((sin((0.998 * X3)) * (-0.109))))))))),9.608385692552066
m*r*v*sin(theta),0.9999858068666911,((-0.110) + ((-0.721) * ((((((0.434 * X1) * ((-0.045) * X4)) - (((-1.696) * X2) * ((-0.041) * X3))) - ((((-1.757) * X2) * (((-0.045) * X3) * ((0.427 * X4) * cos(((-1.059) * X4))))) * ((-2.346) * X1))) - ((0.707 * X2) * ((0.715 * X1) * (((-2.693) * X3) * sin(((-1.059) * X4)))))) - (((-1.696) * X2) * (((-0.041) * X3) * ((((-0.045) * X3) * (cos(((-1.038) * X4)) + (((2.845 * X1) * ((-0.045) * X1)) + cos(((-1.059) * X4))))) + (((-0.045) * X3) + (((-0.045) * X3) + cos(((-1.038) * X4)))))))))),29.98941735562896
1/2*m*(omega**2+omega_0**2)*1/2*x**2,0.9915070783927845,(0.248 + ((-2.281) * ((((((((-0.999) * X4) + ((-0.256) * X2)) * (((-0.391) * X4) * (1.110 * X1))) * ((-0.703) * X2)) - (((-0.256) * X4) * (2.016 * X4))) + ((((-0.391) * X3) - (1.110 * X1)) * ((((-0.342) * X4) * ((-0.932) * X3)) * (((-1.488) * X3) * ((-0.145) * X4))))) + cos((((((-0.256) * X4) * (1.772 * X4)) + ((((-1.488) * X3) * (1.110 * X1)) + (1.110 * X1))) / (((((-0.383) * X3) - (0.306 * X1)) * (((-0.409) * X3) - (0.934 * X1))) * (((-0.391) * X3) - (0.306 * X1)))))))),11.440067881839278
q/C,0.9999999999999597,((-0.000) + ((-0.636) * (((((-0.253) * X2) - (0.811 * X2)) * (0.839 * X1)) / ((0.486 * X2) * (1.169 * X2))))),0.9281803827053104
np.arcsin(n*sin(theta2)),0.9987180722429205,((-0.005) + (0.538 * ((sin(((-0.489) * X2)) * (0.487 * X1)) * ((((((cos((0.487 * X2)) / (-0.450)) / (cos((0.487 * X1)) / (-0.459))) / (-0.446)) / (-0.446)) / ((cos(((-0.523) * X1)) * (-0.471)) * 1.444)) + (sin(((sin((0.555 * X2)) * (1.493 * X1)) * (sin((0.459 * X2)) * (sin((0.459 * X2)) * (0.555 * X2))))) * (sin(((0.487 * X2) * (sin((0.555 * X2)) * (0.487 * X2)))) * (0.707 * X1))))))),0.4544423803921196
