Original,R2,Modelo,RMSE
exp(-theta**2/2)/sqrt(2*pi),0.9999981801306925,(0.989 + (0.124 * ((((-0.559) / (1.126 * X1)) - (cos((((1.286 + (-0.559)) * (1.126 * X1)) + sin((-0.835)))) + (0.946 * X1))) + ((((-0.653) / (1.218 * X1)) - (cos((((1.286 + (-0.559)) * (1.126 * X1)) + (-0.835))) + (0.945 * X1))) + (cos(sin((0.612 * X1))) - (cos((((1.286 + (-0.559)) * (1.126 * X1)) + sin((-0.821)))) + (0.946 * X1))))))),0.10599074565387077
exp(-(theta/sigma)**2/2)/(sqrt(2*pi)*sigma),0.999494838546506,(0.026 + ((-0.958) * ((cos((0.131 * X2)) + (((-0.906) * X2) / (2.118 * X1))) / ((((cos((cos((0.707 * X2)) + (((-0.946) * X2) / (2.118 * X1)))) + (0.318 * X2)) + ((((-0.906) * X2) / (2.118 * X1)) + (cos(((2.303 * X2) / (2.118 * X1))) + (((-0.946) * X2) / (1.772 * X1))))) + (2.453 * X1)) - (5.716 * X1))))),0.0575959855170294
q2*Ef,0.9999999999999444,(0.000 + ((-3.710) * ((0.121 * X1) * ((-2.235) * X2)))),7.853421048933569
q*(Ef+B*v*sin(theta)),0.9998128155276111,(0.637 + (0.191 * ((((0.693 * X1) * sin(((-1.011) * X2))) + ((((0.693 * X1) * sin(((-1.011) * X2))) + ((0.707 * X1) * (3.071 * X2))) + ((0.707 * X1) * (3.005 * X2)))) + (((2.303 * X1) + (((1.127 * X3) * cos(((-0.992) * X5))) + ((2.718 * X3) * (((-0.614) * X4) * ((3.142 * X1) * sin(((-0.992) * X5))))))) + ((-0.623) * X4))))),35.121656500087845
1/2*m*(v**2+u**2+w**2),0.9881014527202641,(0.652 + ((-0.353) * ((((((0.683 * X1) * ((-1.297) * X4)) * ((0.571 * X3) * ((-1.014) * X2))) + ((((((-3.031) * X3) - (1.443 * X1)) - ((-2.575) * X2)) - cos(((-1.106) * X3))) * cos(((-1.398) * X3)))) - ((0.571 * X3) * ((-1.014) * X2))) - (((0.879 * X1) * ((-1.404) * X4)) - ((((((-1.320) * X3) - (0.866 * X4)) * (0.683 * X1)) * (((-2.198) * ((-1.424) * X2)) + (1.443 * X4))) + (((-2.650) * X1) * sin(((cos(((-1.424) * X2)) + (0.610 * X1)) * cos(((-1.080) * X2)))))))))),29.331729420859112
G*m1*m2*(1/r2-1/r1),0.9056651025405802,((-77.741) + (90165.539 * (((0.434 * X3) / (((0.397 * X3) / ((0.003 * X3) / (((2.184 * X3) / (0.318 * X4)) - (-0.817)))) - (((((1.772 * X4) + (1.789 * X4)) / (0.250 * X1)) / (0.496 * X5)) / (0.318 * X2)))) / ((0.592 * X4) * cos((((0.434 * X3) / (0.517 * X4)) / (((((0.434 * X3) / (0.517 * X4)) + ((0.592 * X4) / (0.355 * X3))) + (((0.982 * X3) / (0.420 * X2)) / (0.318 * X5))) * cos(((((-0.101) * X4) + ((-0.101) * X4)) + (0.250 * X1)))))))))),10.533334148151717
m*g*z,0.9999999999999784,((-0.000) + ((-9.082) * ((((-0.249) * X1) + (0.657 * X1)) * ((0.121 * X2) * ((-2.235) * X3))))),25.83264137296426
1/2*k_spring*x**2,0.9999999999999759,((-0.000) + (0.463 * ((((-1.100) * X1) * ((-2.334) * X2)) * (0.421 * X2)))),19.02971902360814
(x-u*t)/sqrt(1-u**2/c**2),0.9926045472137873,(4.770 + (2.266 * (((((-0.694) * X2) - (0.214 * X1)) - ((0.693 * X4) + ((-0.655) * X1))) - cos(sin((((-0.126) * X4) / (((((0.794 * X4) + ((-0.655) * X1)) + (((0.214 * X1) * ((-0.693) * X3)) / ((-0.344) * X2))) / (((6.227 * X4) + ((-0.655) * X1)) - (((-0.292) * X4) + (1.772 * X1)))) * sin(cos(cos(((-0.126) * X4))))))))))),2.0050368546628676
(t-u*x/c**2)/sqrt(1-u**2/c**2),0.9973802937383828,((-0.778) + ((-0.265) * ((((sin((cos(((-2.232) * X3)) - 0.792)) * (((-0.651) * X4) - (1.664 / 0.792))) / sin(sin(sin(cos(2.718))))) + ((((0.351 * 0.145) * (0.832 * X2)) - ((0.123 * X1) - (2.188 * X4))) / sin(sin((cos(((-2.232) * X3)) - 0.812))))) + (((sin((cos(((-0.156) * X4)) - (0.441 * X4))) / (0.832 * X2)) * ((-2.397) * X3)) / sin((cos(((-2.328) * X3)) - (0.123 * X2))))))),1.8413242165473331
