Original,R2,Modelo,RMSE
exp(-theta**2/2)/sqrt(2*pi),0.9999978836316517,(0.179 + ((-0.343) * sin((sin(cos((-0.477))) + ((sin(sin(sin(((0.718 * X1) - 0.707)))) - 0.990) * 0.980))))),0.1060153503783711
exp(-(theta/sigma)**2/2)/(sqrt(2*pi)*sigma),0.9644523621080133,(0.125 + (0.391 * (cos((cos(((((1.026 * X1) - 0.741) / ((0.292 * X2) + 0.330)) + cos((1.407 * X2)))) * cos((0.366 * X2)))) / ((((0.898 * X1) - 0.707) / (((-0.177) * X2) + sin(sin(0.330)))) + cos(((((1.026 * X1) - ((0.320 * X2) + 0.318)) / ((0.366 * X2) + sin((1.057 * X1)))) - ((0.703 / ((0.984 * X1) - cos(((-0.646) * X2)))) + ((3.142 * X2) + sin(sin(0.318)))))))))),0.057970385041464526
q2*Ef,0.9999999999999329,(0.000 + ((-50.853) * ((((-0.150) * X1) * ((-0.325) * X2)) * (-0.405)))),7.853421636785925
q*(Ef+B*v*sin(theta)),0.9999618624867901,(1.274 + ((-2.924) * ((((((sin((0.998 * X5)) * ((0.072 * X4) * (1.546 * X1))) * 1.295) * ((-2.368) * X3)) - (0.149 * X1)) - ((((((0.168 * X2) * (1.772 * X1)) - (sin((0.865 * X5)) * (0.004 * X5))) - (sin((1.772 * X1)) * (0.004 * X3))) - (sin(((0.168 * X2) * (1.220 * X1))) * (0.004 * X1))) - (cos(((1.414 - 1.136) / ((0.168 * X2) * (1.414 * X1)))) - ((((-0.084) * X3) * (0.072 * X4)) * (0.168 * X2))))) - (0.168 * X2)))),35.189386931280474
1/2*m*(v**2+u**2+w**2),0.9990738804178262,((-1.680) + (1.037 * (((((-1.094) * X1) - ((0.100 * X1) * ((-1.678) * X2))) - ((((0.707 * X2) * (((0.100 * X1) * ((-1.678) * X2)) - sin(0.673))) - (((((-0.801) * X1) * ((-0.545) * X2)) * (0.707 * X2)) - ((sin(((-0.690) * X3)) * (0.888 * X1)) * ((-0.382) * X4)))) + ((2.903 * X4) * (((-0.562) * X1) * (0.320 * X4))))) - ((((2.718 * X3) * ((-0.801) * X1)) + (sin(((-0.567) * X1)) - sin(((-0.784) * X3)))) + (((-0.150) * X3) * (sin(((-0.784) * X3)) * (1.772 * X1))))))),28.893499632101975
G*m1*m2*(1/r2-1/r1),0.9666803121551848,((-1.967) + ((-0.000) * (((((sin(((-0.566) * X3)) / (0.032 * X4)) / ((0.351 * X3) / ((((2.003 * X3) / (0.801 * X4)) + sin(((-1.647) * X3))) * (5.479 * X2)))) * (2.612 * X5)) * (0.707 * X1)) - (((((((0.351 * X3) / (0.032 * X4)) + ((-1.493) * X5)) * (5.641 * X2)) + (((10.124 * X5) * (0.965 * X4)) - ((((9.304 * X5) * (1.443 * X4)) + ((5.479 * X2) * (6.000 * X1))) / ((2.303 * X3) / (0.801 * X4))))) * (sin(((-1.863) * X1)) + (3.570 * X5))) * (5.317 * X1))))),10.496873738291713
m*g*z,0.9999999999999607,(0.000 + ((-31.522) * ((((-0.502) * ((-0.329) * X1)) * ((((-0.318) * X2) * (-1.423)) * (((-0.022) * X3) + ((-0.362) * X3)))) / cos(cos((-1.119)))))),25.832642484661132
1/2*k_spring*x**2,0.9999999999999583,(0.000 + ((-2.212) * (((((-0.409) * X1) * (0.496 * X2)) * (1.670 * X2)) * 0.667))),19.029719289147796
(x-u*t)/sqrt(1-u**2/c**2),0.9965975310410182,(5.861 + ((-1.288) * ((((-1.049) * (((0.363 * X4) - ((0.619 * X1) - (-4.498))) / (((0.979 * X4) - ((0.619 * X1) - (1.067 * X2))) + (0.693 * X1)))) + ((((0.971 * X4) - ((0.318 * X1) - (1.036 * X2))) - ((0.693 * X1) - ((0.434 * X1) + (-1.433)))) + ((0.979 * X4) - ((0.318 * X1) - (1.036 * X2))))) + (((((((1.111 * X4) - ((0.693 * X1) + (-1.025))) + ((-0.854) * X2)) / (0.626 * X3)) + 1.107) + cos((1.278 * X2))) / (0.707 * X3))))),1.9874437934604046
(t-u*x/c**2)/sqrt(1-u**2/c**2),0.9972364791820028,(0.042 + ((-0.199) * (((sin(((0.282 * X2) - ((0.089 * X4) - (((-0.963) * X4) - cos((0.975 * X3)))))) / (0.282 * X2)) / (0.282 * X2)) - ((sin((((-0.963) * X4) / (0.269 * X2))) / (0.333 * X2)) + ((((sin((((-0.963) * X4) / (0.282 * X2))) / (0.282 * X2)) / (0.269 * X2)) / (0.269 * X2)) + ((0.247 * X4) + ((((0.106 * X3) - (((-2.750) * X4) - ((-0.083) * X1))) + ((-0.336) * X4)) + (((0.132 * X3) - (((-2.750) * X4) - ((-0.083) * X1))) + ((-0.336) * X4))))))))),1.8347417814902733
m_0*v/sqrt(1-v**2/c**2),0.9998464062625853,(0.007 + ((-1.950) * (((0.056 * X2) * ((0.056 * X2) * ((sin((1.133 * X3)) * cos(((-0.367) * X3))) + (cos((1.133 * X3)) * ((0.707 * X2) * (1.772 * (((0.434 * X2) / (0.347 * X3)) + (0.615 * X1)))))))) - (((0.784 * X2) * (cos(((-0.367) * X3)) * (0.481 * ((0.784 * X2) * (1.770 * ((0.056 * X2) * (0.615 * X1))))))) - ((0.434 * X2) * (((-1.170) * X1) - ((0.784 * X2) * (1.785 * ((0.056 * X2) * (0.615 * X1)))))))))),2.5861614672472055
(u+v)/(1+u*v/c**2),0.9866501930780125,((-1.790) + ((-1.868) * (sin(((((((-0.915) - (0.119 * X2)) - ((-1.059) / (0.763 * X3))) + (((-0.018) * X2) + (-0.203))) - cos((((-0.203) - (-0.912)) * (cos((-1.106)) - (0.459 * X1))))) - sin(((sin((((-0.018) * X3) - (0.119 * X2))) - sin((((-0.703) * X3) * 0.805))) * (cos((sin((((-1.075) / (1.148 * X2)) * ((-0.703) * X1))) * (-1.122))) - (0.434 * X1)))))) + (((-0.686) * X1) * 0.801)))),1.648551906997849
exp(-((theta-theta1)/sigma)**2/2)/(sqrt(2*pi)*sigma),0.9942042301074707,((-0.032) + (0.647 * (((cos((sin((((0.693 * X3) - 2.567) - ((0.693 * X2) - 2.567))) / ((-0.657) * X1))) / (2.536 * X1)) / cos(((-0.915) + ((cos(((-0.074) * (1.187 * X2))) * (((-0.074) - (-0.417)) - (0.639 - 0.390))) * ((0.639 - 0.434) - (0.497 * X1)))))) / cos((((((0.707 * X2) - 2.567) - ((0.709 * X3) - 2.567)) / ((-0.609) * X1)) / ((-2.438) * X1)))))),0.06071182072829988
