Original,R2,Modelo,RMSE
exp(-theta**2/2)/sqrt(2*pi),0.9999968864311306,((-0.624) + ((-0.112) * (((1.443 * 1.443) / (0.300 / sin(sin(sin((sin(((((-0.012) * X1) - sin((0.730 * X1))) - cos((0.146 * X1)))) * ((0.281 * X1) - ((0.357 * X1) - 1.443)))))))) + ((sin(sin((sin(sin(((-0.571) * X1))) - (0.108 / ((-0.089) * X1))))) * (-1.946)) - ((0.281 * X1) - ((0.292 * X1) - 1.443)))))),0.1060237238388845
exp(-(theta/sigma)**2/2)/(sqrt(2*pi)*sigma),0.9957334842712106,(0.261 + ((-0.341) * (((((-3.172) * (((-1.606) * X2) - (-1.004))) / ((1.772 * X1) - ((-0.409) * X2))) + ((cos(0.214) - cos((cos(cos((0.840 * X2))) - cos(((-0.052) * X2))))) + (((cos(((-0.052) * X2)) - cos(0.121)) * (((-3.172) * (((-1.819) * X2) - 0.121)) / (0.514 * X1))) + ((1.598 * X1) + (sin(sin(((-0.409) * X1))) + (sin(((-0.409) * X2)) + (-1.623))))))) / ((1.712 * X1) - (-0.872))))),0.057263602846714015
q2*Ef,0.9999999999999247,((-0.106) + (0.108 * (cos((0.098 / 0.659)) + ((((-1.534) * X2) / (-0.242)) * (1.468 * X1))))),7.8534210926432175
q*(Ef+B*v*sin(theta)),0.9999296261070257,(0.498 + ((-0.192) * (sin((1.724 * sin(((-0.994) * X5)))) - (((sin((((-0.774) * (((-1.813) * X3) / ((-0.994) * X5))) - ((-0.231) * X2))) + (((sin((-2.378)) * (((-1.301) * X3) / ((-1.201) * X2))) - sin(cos((1.722 * X5)))) - (0.035 * X3))) - (sin(sin(sin(((-0.982) * X5)))) * ((-0.994) * X5))) - (((0.497 * X4) + sin(((-1.017) * X5))) - (((-1.684) * X1) * ((((-1.761) * X3) * (((-1.763) * X4) * sin(((-0.994) * X5)))) + ((-2.999) * X2)))))))),35.180776706499685
1/2*m*(v**2+u**2+w**2),0.9720305508202987,((-9.377) + (0.079 * (((sin((((-2.390) * X2) / ((-1.291) * X4))) + (((-1.598) * X4) + ((-2.152) * X3))) + (((-1.646) * X4) + (-1.583))) * ((((0.434 * X1) * (((-1.878) * X4) + ((-0.669) * X3))) - (((-0.898) * X1) * ((-2.098) * X2))) - ((((0.707 * X1) + ((0.434 * X1) * ((((-3.557) * X4) + ((-2.740) * X3)) + ((-0.403) * X3)))) + ((((-3.305) * X2) / (0.536 * X3)) + (((((-3.398) * X2) / (0.693 * X3)) / (0.693 * X3)) + ((((-2.755) * X4) + ((-2.755) * X4)) + ((-2.740) * X3))))) / ((-1.646) * X4)))))),28.43600949737483
G*m1*m2*(1/r2-1/r1),0.9497702701904028,(17.676 + ((-30.345) * (cos((cos((sin(sin(((0.318 * X2) / (0.903 * X3)))) / cos((0.190 * X1)))) / cos((sin(sin((((-0.323) * X2) / (0.973 * X4)))) / cos((0.190 * X1)))))) / cos(sin(sin((((-0.504) * X4) / ((0.722 * X3) / ((-0.177) * X5))))))))),10.274552219448806
m*g*z,0.99999999999988,(0.000 + ((-3.950) * (((0.537 * X3) * (0.405 * X1)) * ((-1.165) * X2)))),25.832641950176722
1/2*k_spring*x**2,0.9999999999999742,((-0.700) + ((-1.916) * (sin((-0.374)) + (((-0.165) * X2) * (((-0.971) * X1) * ((-1.631) * X2)))))),19.029719568542603
(x-u*t)/sqrt(1-u**2/c**2),0.996369352786724,(2.289 + ((-1.131) * ((((((-0.440) * X1) - ((-0.816) * X4)) / ((1.414 * X3) + ((-1.395) * X2))) - (0.076 * X1)) + ((((((-0.466) * X1) - ((-0.047) * X3)) * (-0.149)) + ((((-0.466) * X1) - ((-0.816) * X4)) + (0.693 * X2))) + ((((((((-1.322) * X4) + (1.291 * X2)) * (((-1.343) * X4) + (1.291 * X2))) - ((((-0.432) * X1) - ((-1.896) * X4)) / ((-1.123) * X2))) - ((((-0.432) * X1) - ((-1.343) * X4)) / ((-1.291) * X2))) * (-0.160)) + ((((-0.466) * X1) - ((-0.816) * X4)) + (0.693 * X2))))))),1.9757279082035688
(t-u*x/c**2)/sqrt(1-u**2/c**2),0.9974564655274778,((-1.598) + (1.896 * ((0.867 / cos(((((((-0.558) * X1) - (-1.900)) + ((((-0.530) * X1) - ((-0.022) * X2)) + (0.613 * X4))) - ((-0.547) * X3)) / ((((-1.207) * X2) * (1.112 * X2)) / 2.786)))) - ((((-0.022) * X3) * ((((-0.022) * X2) + (((-0.022) * X2) + (((-0.022) * X2) + (0.500 * X4)))) - (((-0.120) * X1) - ((((-0.558) * X1) - ((-0.547) * X3)) + (0.498 * X4))))) - ((0.500 * X4) - ((((-0.107) * X3) - ((((-0.022) * X2) + 0.030) + 0.038)) / ((-1.001) * X4))))))),1.8309281883870148
m_0*v/sqrt(1-v**2/c**2),0.999909537132573,(0.029 + (0.083 * ((((((-0.466) * X1) + ((2.402 * (((-0.449) * X1) / (1.414 * X3))) + ((((-0.109) * cos(((-1.086) * X3))) + (((-0.466) * X1) / (-0.117))) + ((((-0.466) * X1) + (-0.117)) + (((-0.449) * X1) / (-0.117)))))) + (((-0.449) * X1) / ((-0.173) * X3))) + (((-0.466) * X1) / ((3.105 * ((((-0.173) * X3) / (0.719 * X2)) / (0.693 * X2))) + cos(cos(0.434))))) * (1.683 * X2)))),2.5822355485436574
