v1,v2,resultado
0.05000,0.05000,0.00003
0.05000,2.05000,0.00002
0.05000,4.05000,0.00001
0.05000,6.05000,-0.00001
0.05000,8.05000,-0.00002
0.05000,10.05000,-0.00003
0.15051,0.05000,0.00210
0.15051,2.05000,0.00125
0.15051,4.05000,0.00040
0.15051,6.05000,-0.00045
0.15051,8.05000,-0.00130
0.15051,10.05000,-0.00215
0.25101,0.05000,0.01378
0.25101,2.05000,0.00821
0.25101,4.05000,0.00264
0.25101,6.05000,-0.00292
0.25101,8.05000,-0.00849
0.25101,10.05000,-0.01406
0.35152,0.05000,0.04346
0.35152,2.05000,0.02590
0.35152,4.05000,0.00834
0.35152,6.05000,-0.00922
0.35152,8.05000,-0.02678
0.35152,10.05000,-0.04434
0.45202,0.05000,0.09469
0.45202,2.05000,0.05643
0.45202,4.05000,0.01817
0.45202,6.05000,-0.02009
0.45202,8.05000,-0.05834
0.45202,10.05000,-0.09660
0.55253,0.05000,0.16433
0.55253,2.05000,0.09794
0.55253,4.05000,0.03154
0.55253,6.05000,-0.03486
0.55253,8.05000,-0.10126
0.55253,10.05000,-0.16765
0.65303,0.05000,0.24471
0.65303,2.05000,0.14584
0.65303,4.05000,0.04696
0.65303,6.05000,-0.05191
0.65303,8.05000,-0.15078
0.65303,10.05000,-0.24966
0.75354,0.05000,0.32761
0.75354,2.05000,0.19524
0.75354,4.05000,0.06287
0.75354,6.05000,-0.06949
0.75354,8.05000,-0.20186
0.75354,10.05000,-0.33423
0.85404,0.05000,0.40736
0.85404,2.05000,0.24277
0.85404,4.05000,0.07818
0.85404,6.05000,-0.08641
0.85404,8.05000,-0.25100
0.85404,10.05000,-0.41559
0.95455,0.05000,0.48086
0.95455,2.05000,0.28657
0.95455,4.05000,0.09229
0.95455,6.05000,-0.10200
0.95455,8.05000,-0.29629
0.95455,10.05000,-0.49057
1.05505,0.05000,0.54428
1.05505,2.05000,0.32437
1.05505,4.05000,0.10446
1.05505,6.05000,-0.11545
1.05505,8.05000,-0.33537
1.05505,10.05000,-0.55528
1.15556,0.05000,0.58792
1.15556,2.05000,0.35038
1.15556,4.05000,0.11283
1.15556,6.05000,-0.12471
1.15556,8.05000,-0.36225
1.15556,10.05000,-0.59980
1.25606,0.05000,0.59212
1.25606,2.05000,0.35288
1.25606,4.05000,0.11364
1.25606,6.05000,-0.12560
1.25606,8.05000,-0.36484
1.25606,10.05000,-0.60408
1.35657,0.05000,0.52693
1.35657,2.05000,0.31403
1.35657,4.05000,0.10113
1.35657,6.05000,-0.11177
1.35657,8.05000,-0.32468
1.35657,10.05000,-0.53758
1.45707,0.05000,0.35708
1.45707,2.05000,0.21280
1.45707,4.05000,0.06853
1.45707,6.05000,-0.07574
1.45707,8.05000,-0.22002
1.45707,10.05000,-0.36429
1.55758,0.05000,0.05140
1.55758,2.05000,0.03063
1.55758,4.05000,0.00986
1.55758,6.05000,-0.01090
1.55758,8.05000,-0.03167
1.55758,10.05000,-0.05243
1.65808,0.05000,-0.40559
1.65808,2.05000,-0.24172
1.65808,4.05000,-0.07784
1.65808,6.05000,0.08603
1.65808,8.05000,0.24991
1.65808,10.05000,0.41379
1.75859,0.05000,-1.00395
1.75859,2.05000,-0.59832
1.75859,4.05000,-0.19268
1.75859,6.05000,0.21296
1.75859,8.05000,0.61860
1.75859,10.05000,1.02423
1.85909,0.05000,-1.70390
1.85909,2.05000,-1.01546
1.85909,4.05000,-0.32701
1.85909,6.05000,0.36143
1.85909,8.05000,1.04988
1.85909,10.05000,1.73832
1.95960,0.05000,-2.43888
1.95960,2.05000,-1.45347
1.95960,4.05000,-0.46807
1.95960,6.05000,0.51734
1.95960,8.05000,1.50275
1.95960,10.05000,2.48815
2.06010,0.05000,-3.12602
2.06010,2.05000,-1.86298
2.06010,4.05000,-0.59994
2.06010,6.05000,0.66309
2.06010,8.05000,1.92613
2.06010,10.05000,3.18917
2.16061,0.05000,-3.68154
2.16061,2.05000,-2.19405
2.16061,4.05000,-0.70656
2.16061,6.05000,0.78093
2.16061,8.05000,2.26842
2.16061,10.05000,3.75592
2.26111,0.05000,-4.03722
2.26111,2.05000,-2.40602
2.26111,4.05000,-0.77482
2.26111,6.05000,0.85638
2.26111,8.05000,2.48758
2.26111,10.05000,4.11878
2.36162,0.05000,-4.15329
2.36162,2.05000,-2.47519
2.36162,4.05000,-0.79710
2.36162,6.05000,0.88100
2.36162,8.05000,2.55910
2.36162,10.05000,4.23720
2.46212,0.05000,-4.02466
2.46212,2.05000,-2.39853
2.46212,4.05000,-0.77241
2.46212,6.05000,0.85372
2.46212,8.05000,2.47984
2.46212,10.05000,4.10596
2.56263,0.05000,-3.67872
2.56263,2.05000,-2.19237
2.56263,4.05000,-0.70602
2.56263,6.05000,0.78033
2.56263,8.05000,2.26668
2.56263,10.05000,3.75303
2.66313,0.05000,-3.16590
2.66313,2.05000,-1.88675
2.66313,4.05000,-0.60760
2.66313,6.05000,0.67155
2.66313,8.05000,1.95071
2.66313,10.05000,3.22986
2.76364,0.05000,-2.54587
2.76364,2.05000,-1.51724
2.76364,4.05000,-0.48860
2.76364,6.05000,0.54003
2.76364,8.05000,1.56867
