v1,v2,v3,v4,v5,v6,v7,v8,v9,resultado
1.401106408660525,1.0262044738878489,1.1960046686885475,3.974055811084304,1.7979294140481246,3.1569519939277058,1.0865171264335918,3.9304692648004043,1.805715791074003,0.1270345222586344
1.9306144016650846,1.500599696346144,1.0387288886444748,3.754215621391437,1.3035943138832122,3.7757404306751505,1.7530138272015605,3.0106917517184857,1.48427411593344,0.2421581865859734
1.515336146949767,1.5281271090711366,1.6158617561383823,3.916677455762512,1.3984933872477565,3.0336615777318507,1.7422893000936377,3.093082279074942,1.8766750471048144,0.394342219626028
1.8095820185970475,1.2232680417388666,1.5646312804791345,3.0377028411480875,1.449294104294688,3.0109585140273225,1.3155063586971933,3.1340894436041244,1.152221739630491,0.3714021767061811
1.8817722277751203,1.001689681956853,1.108230818588137,3.285848847049997,1.0205351769312647,3.3201233555032674,1.8453144272006998,3.627337024336554,1.2197163374325402,0.15942202085088897
1.7626677820706171,1.4465634820828508,1.74163318793926,3.8229078779653465,1.6175541150623167,3.5267271046521156,1.5345466575710185,3.261691725388493,1.7332710958264577,0.3976236676697849
1.4644207021818652,1.5053258133319285,1.1834820261353909,3.2747336299161223,1.8045548713947592,3.6297265651653494,1.8325703544813883,3.582542957440956,1.065520565877748,0.22247745474803401
1.073919604660436,1.081018846393254,1.348641091956115,3.051723948047362,1.2341720114459975,3.8815138331177765,1.1860339848225943,3.5549019879004167,1.8155112819184591,0.11516895227750401
1.470499357873989,1.8227399059625204,1.4804814932635022,3.1479432812570813,1.400128389885823,3.641139172871304,1.275953025796749,3.2003406642899375,1.8597731426296658,0.3798735218876254
1.2005719774576744,1.2401949305307178,1.643926432231258,3.0164926692011873,1.4933141610001908,3.0226879155149486,1.5830575947509096,3.6570801200168495,1.0316105316612736,0.21688627885865586
1.2085672235957041,1.0096902766654572,1.6216264254531585,3.7824166228333964,1.501881118908252,3.6951902978481512,1.929951462190738,3.9432068870302777,1.0668032430433774,0.11927446855576775
1.177539600199117,1.225041734568694,1.761193009171626,3.349121607487986,1.3334882091816218,3.8846517980687754,1.0572953974717767,3.3567676840658516,1.473045075059784,0.16280430396177886
1.3542414486212886,1.0841901370215317,1.2866510553895945,3.7496778456015707,1.105420279129215,3.7513941049550867,1.8182973477026505,3.031801266081397,1.2056177635036285,0.13432484198903702
1.9117531262167204,1.8259645989260762,1.4923852052853857,3.0549533922171905,1.6408078376355695,3.263077971108901,1.1646229744475463,3.473527039140525,1.2254437515885646,0.4547017466014102
1.4335209190432803,1.714767218609904,1.6819101885124834,3.078198223660136,1.1514691238998842,3.507574490196425,1.4397061056841167,3.067457592282519,1.4343785651060497,0.3880126158560858
1.178295886319636,1.2445561377953107,1.5099698562401866,3.789340524930542,1.195176658902949,3.124191013785395,1.3665207606534029,3.499253861966226,1.2329099889443835,0.14806040701162576
1.7521622490756228,1.0638368393048874,1.768211364414876,3.3704380528209126,1.0573914547387289,3.6087256925696596,1.0657787877050369,3.6921437310027896,1.828408938044522,0.21556008282973077
1.050470565702775,1.4267541951920881,1.2999364415076733,3.1109624423324584,1.9147445472704967,3.693312803720532,1.7878088794479936,3.07611761605593,1.8914419297949352,0.3013449150308572
1.0826685173854649,1.706041519720711,1.5468807525131596,3.4052160237558624,1.8306700912138825,3.0777862317473272,1.512388059711574,3.2298300295989972,1.8143067856549342,0.4120950651436952
1.0385834415448811,1.7181535785075814,1.2446449314750772,3.6512987809891833,1.1590042777894456,3.4040814974378426,1.176838504155891,3.4973678672044315,1.9612999899697778,0.16413385343168144
1.4652786064829075,1.1934343349963745,1.4435972913169088,3.4362882072078516,1.867706675490111,3.513486889408813,1.5208312175402328,3.5427907267338385,1.6638473502471047,0.25341817077853324
1.6038286634957863,1.7400481010324285,1.8100144628586885,3.2024751508959723,1.5072982041428629,3.8070662904099173,1.591009064269047,3.494934894543799,1.0459568694489205,0.3665119555420109
1.1817893432054563,1.9567298738205101,1.1038669124378098,3.443889580477771,1.1283013707098364,3.0989663105218295,1.4445386145037258,3.8012829670803026,1.875553591913908,0.21618682047156468
1.5190297006211497,1.5158939771340547,1.229984738870219,3.7421480973498236,1.1131177503995806,3.472531728142551,1.1430080051163092,3.3079592628789602,1.9429501741108184,0.1994313957965405
1.7101532758635656,1.4300452288696301,1.7917644077393011,3.0960150922485985,1.2227977805067687,3.5673418480509236,1.961264109921363,3.114019778751966,1.9691058121353306,0.5922125624454788
1.9249803784408488,1.0230367550732589,1.566541328524878,3.511721263877342,1.8898369750271282,3.535983693352426,1.417769776351007,3.560281038780669,1.7493013228304124,0.2967234884541891
1.5291316448882264,1.5073259649787931,1.8274172378443974,3.843616444720162,1.4509220864991015,3.184262887196336,1.130025137213823,3.7691088502218704,1.9327363972699347,0.3162850879184012
1.971185732324649,1.686562227738983,1.9749337447567492,3.9935436520705228,1.697209671111959,3.5867830641276353,1.6509930759026752,3.4351869255786647,1.0884115792512694,0.45194228665256386
1.5472527610162072,1.1381752619592866,1.9652244749418397,3.6307561774279677,1.390290153661557,3.78591103575014,1.5879054012436478,3.0835338859962143,1.83434676198268,0.3032803030564421
1.0064379785168884,1.6724228622472554,1.949702600232531,3.285473329791148,1.6226237603788856,3.9980687158469324,1.2547375055370318,3.5985938686864376,1.7313805831539155,0.2381955133631324
1.4727767485289474,1.0393114612759806,1.5517869164085165,3.1260217578231875,1.7164481111807983,3.0527295983842593,1.2874328302916194,3.8460641374188267,1.9614458216445785,0.2744415225701406
1.5220880797206795,1.431776521272229,1.0925361284032094,3.013355703146135,1.500859239223467,3.0426788540778995,1.8052788597163472,3.183255671366455,1.1146670797282767,0.29402238775656925
1.1522089080883324,1.854275846600924,1.7404307729586,3.3381556210526906,1.7600812242471,3.528934496340423,1.0562076270349414,3.912969191386316,1.2634809010779309,0.23798884823619992
1.6542340841138883,1.422328483572444,1.5642974448171776,3.484320173185747,1.832603753165889,3.603379462245713,1.2781916881516278,3.103652264400848,1.197427674644812,0.3127521867916343
1.130443630166905,1.0884491106669276,1.745857728521535,3.546191046709572,1.5599436164140923,3.0822534170942832,1.9367113925414028,3.126823811633052,1.1455894680504803,0.23393426703890344
1.4541488737097188,1.0566950076360073,1.4553898863461416,3.0360393740821805,1.5438525611079101,3.7098156723273954,1.83840656997649,3.0040744168594418,1.2695523070079324,0.2559514689875979
1.9823614509249956,1.1032728455581393,1.155662999900552,3.061224451224152,1.5879719958037604,3.116138393265157,1.9081738543398012,3.784589029072589,1.0839051324020046,0.23138827370267645
1.1325140941526146,1.4853156973865653,1.9959528409881582,3.0231607527021582,1.0251542563604714,3.197302480112865,1.5946170874706445,3.5604784494178343,1.1957436235454495,0.2762761625516348
1.060278921246568,1.6746571718889145,1.889691086275026,3.507389440683391,1.989101858179336,3.779285456688063,1.7735013194772988,3.6605201366759967,1.9475191877082425,0.36224083662921164
