v1,v2,v3,resultado
3.0426007400969985,4.986352799475288,2.3051034175119014,1.0475088154223662
2.399947983683753,2.9135396923877193,3.664910246852226,0.30365438450240556
3.3681108374152298,2.40579353895463,3.8534421998305795,0.33466940493161057
3.519854551811061,4.044900998084053,2.7888729143209714,0.8125012194348571
3.6755396606012907,3.1330932095512596,4.289366476178408,0.42728869941726205
2.9538660081328505,1.3294779381183623,3.108902105427515,0.20104117353270198
1.9006291641522073,4.89938723565378,1.7508652189066,0.8464602562132338
2.5386809816809226,2.396473364315604,1.2919830836461292,0.7494523750239414
2.2327585323557213,2.108199816492593,3.815738957862952,0.1963337692795399
3.5798103427145658,2.40330051807698,4.591108013917452,0.298243316255488
1.031334992958477,2.2170113295805924,4.658534657948839,0.07811572481150988
3.940377631972882,4.089845884422454,1.262254909902643,2.0319726169379457
4.583070348262277,2.7205919926532762,3.093710517353039,0.6414464366997584
1.6934249469697629,2.261748018131224,4.160107084609312,0.14652974491451456
2.240332055864447,2.084176684740967,2.5590860231161203,0.2903903452454291
1.1926187187588027,1.315852573384106,3.4018530467655665,0.07341984077107337
3.800643236496197,4.789523709064848,1.6306232382468506,1.7767075034706734
1.7691397350987685,2.1133682163403407,3.226784178933475,0.1844112965555526
1.8482392147667155,3.367085141892851,1.639472192954638,0.6041271525158117
2.6791518383233583,4.2863006703508155,3.949203124953892,0.462797089800237
2.673300736653856,1.9565767968847272,4.985724237093605,0.16696928784470488
1.6095843943586345,4.679483105057907,1.6544892585193773,0.7245490912116731
2.331835766119139,2.8849720201801783,4.566100995163122,0.23448452332696038
2.4192181892377786,1.961952019730726,2.970410241900365,0.25431215583715255
1.4938172868541644,4.600903609864632,3.0083291929148084,0.36360964041561317
2.8691814615988585,4.314718058180505,3.41177163536482,0.5774981746259696
2.1159953354366117,3.597243054501004,4.290054420066053,0.28238512700835977
1.2407112906748172,3.4231805826727024,2.3891325569933186,0.2829309315918469
2.714359472111437,1.897433846858195,2.297308128640198,0.35680825047237763
2.4509654778813514,1.0693654303472475,3.1111526824459133,0.13407942576421825
1.947389270010596,3.627527896422063,4.51020448993701,0.24927999790707267
1.4729888162379718,3.296044233974489,4.103339396655979,0.18831077580011696
4.67411338388812,2.785168758603376,3.56953198870657,0.5804430448187482
2.980849117829428,3.1364655900842013,3.640289441972392,0.40875656103847763
1.8769577581383232,2.3354387355273727,4.691746164067643,0.14869918968294585
4.92650148194152,4.840328643816654,2.0086807989337707,1.8893946061592661
2.3228918353939774,3.591518061260913,3.9389383689574475,0.33709164490616866
2.7594409805517124,4.201905340432122,4.228411353143489,0.4364256582687618
3.502419470708587,1.361010900148346,4.2262075959041,0.17951430721209158
4.174969590071942,3.8744220616666714,1.528619862989244,1.6841504225393593
