v0,v1,v2,v3,resultado
2.166888095719407,2.0773438029928766,3.0148857037681585,3.1294843160628476,-4.336535794783287
1.9699579327123287,2.9007154995984537,3.9061943805326633,2.6709576168832885,-8.356971902217854
4.2596803740989255,2.979846088271616,2.6311365858491502,4.344514782526782,-7.687284603964721
2.704485243600717,4.741451999104673,1.246192400863463,2.795651866100428,-5.716075862013529
1.7486820893875872,2.2574483990599044,2.2885748326138704,2.4879511603486315,-3.6312149756915244
1.672677975258217,2.7981823326488913,1.8190027649348952,2.7605834783400183,-3.0840458311136523
1.712588307199765,3.100327404520732,3.865805845104324,4.658265254257268,-4.406323282573764
1.8148781599123356,3.027738163688059,4.246833554009243,2.698511519094514,-8.647822225776984
3.7779982293642647,2.0564724918090436,3.396274731908604,3.225531624728508,-8.18061895895288
1.9195369338281205,3.2819407159549754,4.3329278645250024,3.042484595463825,-8.97181429096003
1.4201295174964415,1.42771940962857,2.075066583110693,3.0802888911453676,-1.3658764120475069
3.017872764498938,4.066435377808881,1.3548832560473745,1.277631930332133,-13.0140035050643
3.1164755923530114,3.5622323083793255,4.785982722473163,2.8689147083542337,-18.519934979040706
1.1147803981711428,3.8456242524341304,3.459114023508923,3.0303439402553347,-4.89360742540587
4.733961920936732,3.3179242593879543,1.177207163513247,2.734053675948836,-6.7629641883551805
2.5860492427871296,2.7224205673167026,4.322635932406719,4.3958269584950225,-6.923091612067014
2.5237538667581587,3.696852550954181,3.3859249651846755,4.75636589341609,-6.6417297414215835
1.193089282340865,3.4999267302094497,3.4382260045999575,4.702741282307078,-3.052918641403762
1.03359341036218,4.973713606309306,4.928333248634792,3.043172054691082,-8.325380005861673
1.6264714372990987,2.958351751010732,2.8115320822737946,4.091037297908976,-3.306784219045548
2.659434969251538,4.993847898987362,4.680592437016886,3.8602395818072455,-16.103165361109138
3.000044425381457,2.2589936519722014,1.5018522241266892,4.866200050011653,-2.091606291925516
4.331153120984746,3.4241613007226257,4.334537074940856,4.639269724197971,-13.856414028727153
1.4034473290629688,3.3828824847988703,1.1727641239706261,1.8000079406889578,-3.0932803361850327
1.3713141668464943,3.1488662297228096,4.615609313312637,2.430050336085101,-8.201720123727133
1.9090084721522156,2.5342340947583097,4.161077611789745,2.5650674263361584,-7.848047373012296
2.729294007269674,2.328928345965045,2.2159602402672673,4.526136950228439,-3.112008121573613
1.2496410063741545,2.763260757103663,2.38188179034668,1.1372091726166356,-7.232475772396666
2.6727723574465454,3.254986830536537,4.4178082882466105,3.195463716136166,-12.02774416472041
4.550391660648888,3.2563648395366593,3.0415528899492505,2.2541682432883845,-19.993594574205304
3.9307491572246263,3.04353196778097,4.387273557256464,1.0185912244995672,-51.52855715686986
4.1807886638487854,2.0657102124340483,2.8891537896239976,4.3401660099298685,-5.748994986046842
2.674369853817058,3.4265299602063086,1.733974986189157,2.885877772322764,-5.506059454811528
3.4930660355774763,3.0952507651778105,3.453347134246308,2.774178162013995,-13.458867673079874
1.848889780547311,4.2258208718077945,1.2040556610550146,1.9459614345447664,-4.8343093826927825
2.8877998527726163,4.582770316297005,3.086401509259075,1.0761854134931705,-37.95425775270576
2.2386230262566387,2.5747942001573167,3.6954656637779038,2.423341283051113,-8.789781499682766
4.74895250133982,1.4623740030951602,2.3105474896970586,1.3248798525997758,-12.111409464961692
1.7732253626534797,1.2181508011436564,3.9977056301161427,1.5473220249774737,-5.580782460217707
1.267304422072292,2.9155597446150634,1.7033916727180753,4.881995829507751,-1.2891991522458208
1.589854615532083,1.7280069152570734,3.36782694362925,2.920572928387443,-3.1679958205464716
1.0578118884463517,2.289800319674417,2.9068249660057988,2.0909107125189497,-3.367359228341964
2.375987253307423,2.904697389196546,1.7354213003624244,3.5833208525727778,-3.3424446757008908
1.8051194215387043,3.71299940226,2.3041021854926176,2.866914344145461,-5.3866385704828135
1.4434552290187406,1.7778353107088747,3.148089184010114,2.6829083556346465,-3.0111752703165298
1.1705471844609368,4.3947208576594035,3.2418791709284682,2.8483989199538406,-5.85485617788106
4.084776917815191,1.8784528659446411,1.393405236233665,1.2638766530782424,-8.459435674460005
4.616548072113673,3.2184829745284733,2.519461428156513,2.4829089254561825,-15.07701970845832
1.9228819885109645,4.245048485992452,3.512517418805212,4.2004301565059645,-6.825901316492644
1.0488263483870082,4.04578360114273,3.146777406686859,2.6457180361116093,-5.046946536684062
1.062342937814725,3.678940147511316,2.969852662740705,4.569752643527328,-2.53997632658114
3.433933253904356,1.7987328164223446,1.5377346290649871,3.903280961269832,-2.433380866073918
4.439606879608423,3.339450010497086,4.47628378488092,1.0234378554527614,-64.8448660507976
4.56210678793447,1.8901383029445658,3.4357327041500954,1.3324519823024383,-22.234472549038877
2.499220831777678,3.9449693483697748,1.0228227967152628,4.237341201467405,-2.379880927171866
1.7117501995539195,4.248154177566102,3.1692470595665556,3.700348908706339,-6.228078493484502
3.703859204083462,3.8732334713325756,2.967626915122014,2.4608904133221556,-17.299962927170398
4.13848973875305,3.966739121934814,2.0477814442047415,2.9531588929177195,-11.383408236282339
2.259989727576316,1.6709472243377954,3.4549653323224883,2.389929499336363,-5.459184881851261
3.582544756006533,4.994734762761436,1.740996875442543,3.425237269283607,-9.095181836727782
