v0,v1,resultado
1.4396738939804772,3.108732518557936,6.95666108798548
2.7075680052099127,3.041529991350473,12.52372677662262
1.644337849092977,1.550457720804364,1.976427617320727
2.612355168092324,1.6023583649027047,3.3536792987546304
1.6871471139275664,4.728874127809197,18.864203210056772
4.592146933979453,2.6282924737073103,15.861094871772737
3.4319052869246898,3.200594295447978,17.577882285314427
3.8147339412737975,3.6048708671918988,24.78641301703917
4.917678081389544,2.860871547472031,20.12457961610307
1.153075075558566,4.6221832307701245,12.317481091352068
4.310363164079345,2.1397850311767264,9.86788676219112
3.223266116896531,3.5102294208373754,19.858076118499834
1.6410211918011757,1.2295363970927795,1.2404148947881628
2.9624546701965357,2.3920966276138445,8.475769854660522
3.7067742300388655,2.4423771517744215,11.055836219642803
1.4244530857626327,3.369583297163052,8.086685405347405
4.765370460805352,4.006702956575131,38.25083902465388
4.67866349762742,2.822353206995067,18.634362569060162
4.1292803010393175,4.961038780472192,50.81472885698009
4.384618536577959,1.3127083440476826,3.7777943389031954
3.901835414664942,3.645200808010047,25.92279744092019
1.7299464722139462,1.4002029612353084,1.6958391353029625
1.3568599597790447,2.517238698801764,4.298865235610091
4.075036071325058,1.8864647138224777,7.251015509261385
4.526826630475426,4.941299055060538,55.264487148734666
1.077850371686218,1.7251650943579042,1.6039462294143527
4.251716588636407,2.9501145714739527,18.501718854246853
3.1476760417752834,3.1731629779111126,15.846917247887951
1.5522334225522836,4.382620725521531,14.907156508859416
2.723321509118675,4.438567975865052,26.82592285557973
2.38241680845178,3.671015561904993,16.05314763898151
2.7736583701114395,1.3720301460471171,2.610659789497126
3.229674487037675,3.2101932637433097,16.641448115787163
4.955068599412425,2.249893128370596,12.54132591898616
3.5898196533489033,2.460669904992722,10.867993014357165
4.515100377910915,2.3890002334074087,12.884566119646047
4.331579897761056,3.0873447980544904,20.64365551207775
3.111593294709246,4.397328068758052,30.083652761274656
1.8288291200010827,3.99209542368987,14.572865617408938
3.1966799294631856,1.7028930626796992,4.634937808063675
3.213497658015153,2.402157363560043,9.271519171836651
4.885711641109157,2.9601655642875424,21.40571996645973
2.482257852201226,1.0624147083597117,1.4008932626754937
2.8891435403197554,2.361996212861598,8.059303622873369
2.5853915211053504,4.76352666176444,29.332800276775412
3.113551507206613,3.272504680878739,16.671958163087734
1.0211244384246752,2.339642728908696,2.7947808780011942
3.484426159963411,3.8984707914521417,26.478284205004094
2.2575525878758858,3.527821430327354,14.048212506814481
3.518079676600764,2.385421324038667,10.009349866387701
4.083674078172049,1.6410725736222114,5.498910516684692
3.7320700217608667,4.891397137842459,44.64631694366558
1.491227864475988,1.6751990612485281,2.0924103346953666
4.96577857076586,2.186900450252002,11.874501381058852
2.296812677525147,3.7757539972436582,16.372046243076905
4.556296576238605,4.682263481679568,49.945192016564015
2.4615980351477775,2.7154996396326676,9.075836006484286
1.4730712156199757,2.1674085327301387,3.4599936775946007
2.448985890711548,3.477399897754459,14.806948347936117
4.9501201422266,3.918424860312391,38.00220446521816
4.8480862973257555,1.4447082027277864,5.059418720557643
2.8228000199881955,3.142183222622501,13.93519746062898
4.530065989996614,3.562623801058419,28.74845188995343
3.6667484916472954,1.185868959347585,2.578247047326725
4.986632000042938,2.5858153293449107,16.67141012273897
1.7793305660694694,4.462559918553855,17.717186812482808
2.2451809948954238,1.6770803723832026,3.1573964339160367
1.813335734265852,1.6140683446834765,2.3620661974617128
2.572996784684082,1.6052237356514407,3.314976037666382
1.7454004088758324,3.9927444116251243,13.912593585389988
3.2746488384318524,2.0833116547761596,7.106294897375959
4.562695195852974,4.7592266569726664,51.67306690342656
4.864421185462421,2.4800305960073503,14.959437134839405
2.2971820365211637,1.0209627654828082,1.1972510405712202
4.504880234520779,1.2255346903415707,3.3830192719628296
3.782833119327358,4.631341808852133,40.56961218766813
1.758796306377393,4.153857903454249,15.17360663707819
4.3382931323772524,2.234623156753219,10.831721559922572
1.546626787010411,2.970567225973562,6.823925903628467
1.5152808525327561,4.780980520358258,17.317974194518076
3.9261846524034,1.2659016197229778,3.1458690193105525
2.711632885600256,2.52373426593088,8.635513059788899
4.962558202820343,1.6733415775764255,6.947760223498848
3.446630310570215,1.8583458890692723,5.95138176385775
3.365286182552733,2.7414115185162693,12.645630073238758
4.176123908545874,4.396403382622256,40.358818797963586
3.227337197816403,1.6355347168434702,4.316521240099237
2.6386150435134574,2.5132067280491555,8.333020799783156
2.6099906634905885,3.0670306626961543,12.275669684358956
1.7566254812970885,1.2591707794171296,1.3925745571805075
4.0194823926549414,3.497513994139247,24.584368476915916
3.3500146841747713,3.8485471974119188,24.80906225990737
1.8598998910724887,2.708140636914891,6.8202768089340555
3.528486399215771,4.742778859681382,39.6848006342257
2.0174915922652694,3.937325730531444,15.638115909406263
2.9237091916038938,3.6687337187785176,19.6759884958038
2.923043604094834,2.035448879271006,6.055161029812766
3.5553988533221723,3.220305707457767,18.435398757993593
1.6589835569194982,1.3376230324994922,1.4841560350114966
4.974795658628837,4.063540303955793,41.072807928037896
