v0,v1,v2,v3,v4,v5,resultado
1.8641994352424827,1.6539025697896115,1.1283442520865496,1.4175778675583468,1.492893453826936,4.461756813358044,0.5251583918597593
1.224199249687255,1.5512899615282836,1.6480210763405658,1.4557226053394174,1.6673234975962377,4.314392997611824,1.4112814040193793
1.420250962918173,1.5554964728585463,1.714426270733905,1.575034267728545,1.4555106215008085,3.9863467009176077,1.5965390748834176
1.8405547187210278,1.4586253280332548,1.4504202978414922,1.8326399659880672,1.4025075348235894,3.404633303491151,3.3188494103966852
1.7326777549887096,1.0102275112503825,1.461610302443786,1.1995736156597727,1.7844213814708167,4.755630234863802,0.6052064703166405
1.7555089359487903,1.4319086938204995,1.3872460977843863,1.5442671870978846,1.451684225693131,3.9528854916699947,1.1744323210384875
1.0829428118384463,1.3646002010151035,1.4212760028477152,1.373829083245551,1.8019066294269985,3.4679303592192783,3.2277079020220865
1.573741675011407,1.613346999598861,1.674029008480616,1.64955320632366,1.7567330324252675,4.711184269458143,2.115187916230992
1.0838630460401237,1.78405553801382,1.5639251616713756,1.3044858124352119,1.042882708040033,4.60640810593236,0.09839574722089958
1.1120469816394216,1.9612074890764273,1.8615221446203387,1.7467325528554818,1.4511940496359432,4.833794235219332,0.9477989080693733
1.9455891970351291,1.726710813828663,1.5865975270463792,1.8941513810506736,1.853163824931499,4.288074476892302,6.703468561724824
1.027696529704701,1.7583638864320044,1.7481325714624325,1.0574375485974823,1.4091925858903316,4.463652233999863,0.3169830230198298
1.5219612815338017,1.3520618661667916,1.191649417111555,1.140760192385967,1.9986356083475356,3.1248351504460454,7.633958046664359
1.9094537211398586,1.0213556093874903,1.2147011865410695,1.7656287527433647,1.813409331155148,3.305084273376667,6.970486447417243
1.0926529181444162,1.3210995937851728,1.291964149175108,1.7491028197448966,1.1120754996698357,3.9953403505526364,0.2177727721015601
1.7610603048846425,1.4293638232323693,1.0410060720935634,1.8722343496710847,1.8017099130089216,3.628960128589521,4.286167728061738
1.5655291396803386,1.6678516888513084,1.724567759057253,1.3450128188151145,1.7833819427750037,4.130264977130432,3.0903264094252823
1.2609363759382433,1.763745987119199,1.8810474669385653,1.7252599592916067,1.349738400748241,4.5408112974076476,0.9215942017742349
1.8986636193781965,1.5435034163747585,1.5072865115629401,1.1897236159439866,1.9805465625200944,4.223431850851862,3.136993156568999
1.554383858674068,1.5519520878157507,1.0014826855527872,1.2681905844621217,1.769628517482805,4.241633921854757,0.7239013056956942
1.7701241515942951,1.443807207121503,1.790710871678224,1.440578157518864,1.703455590503253,4.5396506103930125,1.9132678417587816
1.230922725515589,1.3702653196227494,1.7242225580403026,1.6039386095699868,1.6360140110686134,4.255366030883133,1.6255953734367956
1.1935711627272938,1.0352938432921404,1.8711452720415886,1.6957207914038355,1.9904304473226517,3.2704050703688003,18.038487560165628
1.1612456611410296,1.1964259653260108,1.286720820701897,1.4116733147733447,1.8687534841378466,3.398104803998514,3.6093240981714585
1.7390867358088855,1.390706282435239,1.0120221132348313,1.7881996369382054,1.5026510806862807,3.019135443460023,3.597442710104112
1.0348065815101157,1.8797732292584886,1.5642467662667074,1.5353609378264867,1.954455413022024,4.605905353464528,2.2665511159259593
1.4264196676348184,1.2551155427330543,1.89026502410843,1.2304982698480456,1.8880301187219148,3.6976634966484654,5.045768289207729
1.8260548063546045,1.272493550905471,1.3178626019983068,1.9303195778343543,1.8527139911895998,4.886967387283172,1.7746299480687038
1.5832839414698143,1.797763837704942,1.779369610873017,1.3594206935883428,1.6199323895493576,3.919713256450585,2.959857620966675
1.7931395034176374,1.2909354856185287,1.0544183933407418,1.4501626654268651,1.5909721196725881,3.8432920209358863,0.9695612559340745
1.2573362318603958,1.240944274636587,1.76621601084977,1.8132071803076353,1.6319041431542956,4.146148557584536,2.2525550290509315
1.4316474718665109,1.8640638126266027,1.6953537738061002,1.1015596387116857,1.6408218051078047,4.620047859225059,0.8122535434853722
1.159253906172665,1.602273876786601,1.3410542686497982,1.0688747550647253,1.917471203096496,3.813084658894267,1.8313553008311931
1.3990825094470039,1.6595693309577317,1.6544461319066577,1.1925000149578417,1.7789235378954777,3.4531425009719197,4.940917071498415
1.5279162099816626,1.7531615519099637,1.4174345298168294,1.8049731386526342,1.5157387761828311,4.571125500312346,1.120818838627021
1.7707145470204237,1.8812472682638548,1.9676338582338548,1.5211087543144837,1.7300405410785897,4.472492002573149,3.869913619120743
1.9863813619391473,1.0451722325365453,1.3415414803146866,1.9549251360930913,1.586434931512188,3.225168043246235,6.093974113900964
