Numero_iteracion,Funcion,Original,Simplificado,RMSE,R2,tiempo
4,30 * ((x1-1)*(x3-1) / ((x2**2) * (x1 - 10))),((-0.004) + ((-9.624) * (((cos(((-0.415) * X3)) + ((-0.882) * X3)) * cos(exp((0.447 * X1)))) / (((1.367 * X2) + (0.066 * X1)) ^ 2)))),(-0.004*(0.0482809070958303*X1 + X2)**2 + 5.15013466660316*(0.882*X3 - cos(0.415*X3))*cos(exp(0.447*X1)))/(0.0482809070958303*X1 + X2)**2,0.0608476226774396,0.9953047384282784,6.708672523498535
13,30 * ((x1-1)*(x3-1) / ((x2**2) * (x1 - 10))),((-0.007) + ((-24.134) * ((cos(exp((0.425 * X3))) * cos(((-1.554) * X1))) * (exp(((-1.782) * X2)) + (((0.215 * X1) ^ 2) ^ 2))))),((-0.05156833958375*X1**4*exp(1.782*X2) - 24.134)*cos(1.554*X1)*cos(exp(0.425*X3)) - 0.007*exp(1.782*X2))*exp(-1.782*X2),0.1612730336391378,0.9670173952281421,7.217955827713013
24,30 * ((x1-1)*(x3-1) / ((x2**2) * (x1 - 10))),((-0.007) + ((-3.271) * ((cos(((-1.551) * X1)) * cos(exp((0.425 * X3)))) * exp(cos(((((-0.269) * X1) ^ 2) + ((-1.477) * X2))))))),-3.271*exp(cos(0.072361*X1**2 - 1.477*X2))*cos(1.551*X1)*cos(exp(0.425*X3)) - 0.007,0.17873584318580574,0.9594877107316706,7.480141639709473
26,30 * ((x1-1)*(x3-1) / ((x2**2) * (x1 - 10))),((-0.002) + ((-9.790) * (cos((1.554 * X3)) * (exp(((-1.464) * X2)) * (cos((((-0.588) * X1) - (0.081 * X2))) + ((-0.761) * X1)))))),(9.79*(0.761*X1 - cos(0.588*X1 + 0.081*X2))*cos(1.554*X3) - 0.002*exp(1.464*X2))*exp(-1.464*X2),0.18121347507595678,0.9583567765471087,6.911211967468262
18,30 * ((x1-1)*(x3-1) / ((x2**2) * (x1 - 10))),(0.003 + (10.649 * (((1.019 * X1) - ((0.320 * X1) * (3.175 * X3))) * (cos((1.593 * X1)) / (((-1.369) * X1) * ((1.702 * X2) ^ 2)))))),(0.003*X2**2 + (2.72822368771018*X3 - 2.73627946631563)*cos(1.593*X1))/X2**2,0.19381732061413962,0.9523630204016617,7.364377021789551
21,30 * ((x1-1)*(x3-1) / ((x2**2) * (x1 - 10))),((-0.003) + ((-16.764) * ((cos(((-1.552) * X3)) * cos((exp((0.235 * X1)) + (0.318 * X1)))) * exp(((-1.386) * X2))))),-0.003 - 16.764*exp(-1.386*X2)*cos(1.552*X3)*cos(0.318*X1 + exp(0.235*X1)),0.1939978940371414,0.9522744746843144,7.098015069961548
2,30 * ((x1-1)*(x3-1) / ((x2**2) * (x1 - 10))),((-0.001) + (0.174 * (cos(((-1.550) * X3)) * (((1.485 * X1) / (1.089 * X2)) - ((cos((1.411 * X1)) / (1.443 * X2)) / (0.058 * X2)))))),(-0.001*X2**2 + 0.174*(1.36363636363636*X1*X2 - 11.9482878103568*cos(1.411*X1))*cos(1.55*X3))/X2**2,0.2202691474473968,0.9384728658018634,5.989621877670288
12,30 * ((x1-1)*(x3-1) / ((x2**2) * (x1 - 10))),((-0.003) + ((-0.183) * ((cos(sin(((-1.638) * X1))) / (sin(((-0.282) * X2)) ^ 2)) * (cos(((-1.575) * X1)) * cos((1.546 * X3)))))),-0.003 - 0.183*cos(1.575*X1)*cos(1.546*X3)*cos(sin(1.638*X1))/sin(0.282*X2)**2,0.23820193727251945,0.9280471402582318,7.677270412445068
20,30 * ((x1-1)*(x3-1) / ((x2**2) * (x1 - 10))),((-0.003) + ((-0.184) * ((cos(((-1.546) * X3)) * cos(((-1.575) * X1))) * (cos(sin(((-1.639) * X1))) / (sin(((-0.282) * X2)) ^ 2))))),-0.003 - 0.184*cos(1.575*X1)*cos(1.546*X3)*cos(sin(1.639*X1))/sin(0.282*X2)**2,0.23841671259707448,0.9279166510843182,8.950175285339355
15,30 * ((x1-1)*(x3-1) / ((x2**2) * (x1 - 10))),((-0.002) + ((-0.185) * ((cos(sin((1.639 * X1))) / (sin((0.283 * X2)) ^ 2)) * (cos((1.546 * X3)) * cos((1.575 * X1)))))),-0.002 - 0.185*cos(1.575*X1)*cos(1.546*X3)*cos(sin(1.639*X1))/sin(0.283*X2)**2,0.23843809027142188,0.9279041934214418,8.389621257781982
