Numero_iteracion,Funcion,Funcion_set,Original,Simplificado,RMSE,R2,tiempo
6,2*mom*B/(h/(2*pi)),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.000) + ((-1.673) * ((((4.294 * X2) * (0.570 * X1)) / ((-0.395) * X3)) / cos(sin((-2.495)))))),12.5817511001696*X1*X2/X3,9.651357043052743e-05,,43.09175705909729
25,2*mom*B/(h/(2*pi)),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.525 + ((-4.316) * ((((1.684 * X2) * ((-0.772) * X1)) + (((-0.147) * X3) / (-2.701))) / ((0.434 * X3) / 0.972)))),12.5665874822488*X1*X2/X3 - 0.0010787044224958,9.65972170017626e-05,,32.27542424201965
13,2*mom*B/(h/(2*pi)),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.000) + ((-186.478) * ((((0.784 * X3) / (2.169 * X3)) * ((1.522 * X1) / (2.169 * X3))) * ((-0.266) * X2)))),12.5811647770544*X1*X2/X3,9.662424786301085e-05,,29.94671869277954
11,2*mom*B/(h/(2*pi)),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.000) + (7.429 * ((((-2.193) * X2) * ((-0.863) * X1)) / (1.119 * X3)))),12.5646298579088*X1*X2/X3,9.664228781781151e-05,,26.724159002304077
21,2*mom*B/(h/(2*pi)),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.000) + (59.876 * ((((1.601 * X1) / (1.820 * X3)) * (0.477 * X2)) * 0.501))),12.5871911813472*X1*X2/X3,9.66468624317463e-05,,27.345378875732422
19,2*mom*B/(h/(2*pi)),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.000) + ((-3.704) * ((sqrt(0.174) * ((1.768 * X1) * ((-2.352) * X2))) / (0.511 * X3)))),12.5731553066704*X1*X2/X3,9.666520996505311e-05,,29.09918212890625
14,2*mom*B/(h/(2*pi)),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.000) + ((-118.131) * ((-1.023) * ((0.751 * X1) * (((-0.381) * X2) / ((-2.752) * X3)))))),12.5648120667525*X1*X2/X3,9.666630430122379e-05,,26.954660415649414
17,2*mom*B/(h/(2*pi)),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.000) + ((-23.894) * (((((-3.139) * X1) * (0.599 * X2)) / (-1.899)) / ((-1.882) * X3)))),12.5707854332416*X1*X2/X3,9.666948816254991e-05,,27.256301879882812
5,2*mom*B/(h/(2*pi)),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.000) + (1.312 * ((((3.096 * X2) * (2.533 * X1)) / (0.434 * X3)) / sqrt(3.554)))),12.5753921109433*X1*X2/X3,9.670190354660235e-05,,30.205423593521118
29,2*mom*B/(h/(2*pi)),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.000) + (7.687 * (((((-1.856) * X1) / (1.886 * X3)) * (0.826 * X2)) / (-0.498)))),12.5471147282662*X1*X2/X3,9.672718598748106e-05,,28.145736694335938
