Numero_iteracion,Funcion,Funcion_set,Original,Simplificado,RMSE,R2,tiempo
13,q*v/(2*pi*r),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.000) + ((-0.313) * ((((1.047 * X3) - (0.887 * X3)) / (0.268 * X3)) * (((0.077 * X2) / ((-0.237) * X3)) * (2.620 * X1))))),0.15906447509289*X1*X2/X3,2.175662855853004e-05,,36.128586769104004
21,q*v/(2*pi*r),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.000) + ((-0.808) * ((((-2.673) * X2) / (4.980 * X3)) / (2.307 / ((0.996 * X1) / 1.176))))),0.159215519757968*X1*X2/X3,2.1778224732723076e-05,,37.31668663024902
18,q*v/(2*pi*r),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.019 + ((-0.044) * ((((6.283 * X1) * (1.493 * X2)) + ((-1.146) * X3)) / ((-2.580) * X3)))),0.159977843410853*X1*X2/X3 - 0.000544186046511623,2.1778227031747318e-05,,33.669241428375244
8,q*v/(2*pi*r),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.000) + (0.190 * (((2.072 * X1) * ((0.500 * X2) / (0.409 * X3))) * 0.331))),0.159300831295844*X1*X2/X3,2.177829553225077e-05,,29.64563536643982
20,q*v/(2*pi*r),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.000) + (0.222 * ((1.260 * X2) * (((1.848 * X1) * 0.434) / (1.413 * X3))))),0.158771685095541*X1*X2/X3,2.179978370045607e-05,,31.433693408966064
2,q*v/(2*pi*r),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.000) + ((-0.202) * (((1.338 * X3) / (1.190 * X3)) * (((1.119 * X1) / (1.305 * X3)) * ((-0.817) * X2))))),0.1591117135439*X1*X2/X3,2.1799824536690927e-05,,34.99175786972046
24,q*v/(2*pi*r),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.000) + ((-2.862) * ((((0.329 * X1) / (1.576 * X3)) * log(sin(sin((((-1.394) * X1) / ((-1.268) * X1)))))) * (1.059 * X2)))),0.159112415354268*X1*X2/X3,2.1799831901794843e-05,,58.983120918273926
6,q*v/(2*pi*r),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.000) + ((-2.968) * ((((0.708 * X2) * (0.976 * X1)) / ((-2.317) * X3)) + (((0.749 * X2) * ((-0.368) * X1)) / ((-1.127) * X3))))),0.159270283987915*X1*X2/X3,2.18212454772054e-05,,38.24463486671448
12,q*v/(2*pi*r),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.000) + ((-0.876) * ((((0.734 * X2) * (0.787 * X1)) - ((0.734 * X2) * (1.084 * X1))) / (1.200 * X3)))),0.15913854*X1*X2/X3,2.182125982705618e-05,,32.533427000045776
5,q*v/(2*pi*r),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.000) + (0.032 * ((((1.217 * X1) / ((-1.520) * X1)) * ((0.982 * X1) / (0.318 * X3))) * ((-2.003) * X2)))),0.158475556570672*X1*X2/X3,2.1821263167269003e-05,,34.87371253967285
